ano;Região Geográfica;Unidade da Federação;Área Territorial - km²;Pop_estimada;Inc_ENEM;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial;Mediana_CN;Mediana_CH;Mediana_LN;Mediana_MT;Mediana_RD
2016; Nordeste  ; Rio Grande do Norte  ;52809,602;3474998;194740;142938;480959;126545;34862;4874;72147;15735;2181;2763;435;109;93;754;2381;8315;22564;6794;2122;452;4677;17623;463;532;521;465;540
2016; Nordeste  ; Paraíba  ;56467,242;3999415;222920;144700;576832;140772;22363;7864;131220;17369;3897;4509;575;113;95;1694;2867;8778;31204;10388;2317;477;10347;20014;458;527;515;458;540
2016; Nordeste  ; Pernambuco  ;98067,881;9410336;441345;327831;1329821;361851;92085;7907;188436;32267;6890;7728;1139;255;96;1932;4772;17978;58716;19414;4940;412;13162;34927;461;531;520;459;540
2016; Nordeste  ; Alagoas  ;27843,295;3358963;146277;120618;514920;122495;22525;2647;105890;17014;2115;2545;383;80;32;1183;1984;6852;21819;6375;1468;116;6401;16389;451;517;505;449;520
2016; Nordeste  ; Sergipe  ;21925,424;2265779;115453;79924;337993;81179;10358;2166;41259;7761;1552;1922;282;38;43;389;1347;4270;16423;4775;766;182;2762;10018;458;523;508;453;540
2016; Nordeste  ; Bahia  ;564760,427;15276566;665192;520518;2112634;570450;114618;1531;339476;65855;12676;15397;1587;310;45;3769;10199;31307;108395;32943;8190;244;24543;73057;455;527;512;452;520
2016; Sudeste  ; Minas Gerais  ;586521,123;20997560;954219;755026;2603248;835089;164346;7260;347128;115725;9087;11160;3124;1205;64;2936;10129;53345;145236;61788;13811;411;30504;118835;473;548;535;489;540
2016; Sudeste  ; Espírito Santo  ;46074,447;3973697;172858;171957;505684;129409;41533;435;65286;19572;1659;2230;439;197;5;375;2190;12327;25996;8495;3897;43;4470;24941;477;548;530;484;540
2016; Sudeste  ; Rio de Janeiro  ;43750,427;16635996;548687;592768;2047208;591882;165580;2748;246652;56654;7280;7725;2244;577;55;1522;6862;37624;105149;46569;11576;252;19063;72679;479;561;544;487;560
2016; Sudeste  ; São Paulo  ;248219,481;44749699;1406003;2146670;5343661;1885281;432864;2243;459959;173470;17154;15237;6495;1142;34;2708;18297;137742;265944;115295;23986;226;28983;216213;474;556;547;491;540
2016; Sul  ; Paraná  ;199298,979;11242720;420641;444236;1447195;457620;125089;7200;151855;84365;5757;6280;1981;547;82;1233;6717;38488;86212;37683;12823;795;11378;76718;470;546;532;486;540
2016; Sul  ; Santa Catarina  ;95730,684;6910553;176891;338541;838179;235288;59519;1958;73404;27205;3914;3197;983;278;33;448;3952;29378;44657;17119;5674;238;3516;42601;478;551;538;496;540
2016; Sul  ; Rio Grande do Sul  ;281707,156;11286500;419580;411362;1338719;357808;125497;1115;157896;79455;6363;6181;1508;528;13;1262;6686;32516;76486;28801;10185;68;12296;71230;469;546;535;487;540
2016; Centro-Oeste  ; Mato Grosso do Sul  ;357145,534;2682386;140082;120305;405963;95205;22663;2163;46068;19570;1091;1152;426;142;29;300;1233;8683;21494;7513;1843;150;3305;19196;456;527;517;464;520
2016; Centro-Oeste  ; Mato Grosso  ;903207,019;3305531;163250;151777;464905;149456;24662;553;71041;18763;1543;1986;625;129;15;538;1836;8169;25874;11730;2518;59;5308;20488;452;521;508;457;520
2016; Centro-Oeste  ; Goiás  ;340203,329;6695855;286980;220785;887526;247506;32275;567;60703;29347;2543;3439;956;147;14;533;3264;13294;41547;15084;2630;71;5205;32731;461;535;524;468;520
2016; Centro-Oeste  ; Distrito Federal  ;5760,783;2977216;166007;94694;387572;110189;22327;402;53707;16277;702;836;226;46;8;144;914;5416;18607;5432;1314;48;2703;16692;469;549;535;475;560
