UF;COD. UF;COD_MUNIC;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA
AC;12;00427;1200427;Rodrigues Alves;18.930
AC;12;00435;1200435;Santa Rosa do Purus;6.540
AC;12;00450;1200450;Senador Guiomard;23.024
AC;12;00500;1200500;Sena Madureira;45.848
AC;12;00609;1200609;Tarauacá;42.567
AC;12;00708;1200708;Xapuri;19.323
AC;12;00807;1200807;Porto Acre;18.504
AM;13;00029;1300029;Alvarães;16.041
AM;13;00060;1300060;Amaturá;11.536
AM;13;00086;1300086;Anamã;13.614
AM;13;00102;1300102;Anori;21.010
AM;13;00144;1300144;Apuí;21.973
AM;13;00201;1300201;Atalaia do Norte;19.921
AM;13;00300;1300300;Autazes;39.565
AM;13;00409;1300409;Barcelos;27.502
AM;13;00508;1300508;Barreirinha;32.041
AM;13;00607;1300607;Benjamin Constant;42.984
AM;13;00631;1300631;Beruri;19.679
AM;13;00680;1300680;Boa Vista do Ramos;19.207
AM;13;00706;1300706;Boca do Acre;34.308
AM;13;00805;1300805;Borba;41.161
AM;13;00839;1300839;Caapiranga;13.081
AM;13;00904;1300904;Canutama;15.629
AM;13;01001;1301001;Carauari;28.294
AM;13;01100;1301100;Careiro;37.869
AM;13;01159;1301159;Careiro da Várzea;30.225
AM;13;01209;1301209;Coari;85.097
AM;13;01308;1301308;Codajás;28.637
AM;13;01407;1301407;Eirunepé;35.273
AM;13;01506;1301506;Envira;20.033
AM;13;01605;1301605;Fonte Boa;17.609
AM;13;01654;1301654;Guajará;16.678
AM;13;01704;1301704;Humaitá;55.080
AM;13;01803;1301803;Ipixuna;29.689
AM;13;01852;1301852;Iranduba;48.296
AM;13;01902;1301902;Itacoatiara;101.337
AM;13;01951;1301951;Itamarati;7.851
AM;13;02009;1302009;Itapiranga;9.148
AM;13;02108;1302108;Japurá;2.755
AM;13;02207;1302207;Juruá;14.712
AM;13;02306;1302306;Jutaí;14.317
AM;13;02405;1302405;Lábrea;46.069
AM;13;02504;1302504;Manacapuru;97.377
AM;13;02553;1302553;Manaquiri;32.105(2)
AM;13;02603;1302603;Manaus;2.182.763
AM;13;02702;1302702;Manicoré;55.751
AM;13;02801;1302801;Maraã;18.224
AM;13;02900;1302900;Maués;63.905
AM;13;03007;1303007;Nhamundá;21.173
AM;13;03106;1303106;Nova Olinda do Norte;37.378
AM;13;03205;1303205;Novo Airão;19.454
AM;13;03304;1303304;Novo Aripuanã;25.644
AM;13;03403;1303403;Parintins;114.273
AM;13;03502;1303502;Pauini;19.426
AM;13;03536;1303536;Presidente Figueiredo;36.279
AM;13;03569;1303569;Rio Preto da Eva;33.347
AM;13;03601;1303601;Santa Isabel do Rio Negro;25.156(3)
AM;13;03700;1303700;Santo Antônio do Içá;21.602
AM;13;03809;1303809;São Gabriel da Cachoeira;45.564
AM;13;03908;1303908;São Paulo de Olivença;39.299
AM;13;03957;1303957;São Sebastião do Uatumã;14.020
AM;13;04005;1304005;Silves;9.171
AM;13;04062;1304062;Tabatinga;65.844
AM;13;04104;1304104;Tapauá;17.156
AM;13;04203;1304203;Tefé;59.849
AM;13;04237;1304237;Tonantins;18.755
AM;13;04260;1304260;Uarini;13540 (18)
AM;13;04302;1304302;Urucará;16.256(4)
AM;13;04401;1304401;Urucurituba;23.065
RR;14;00027;1400027;Amajari;12.796
RR;14;00050;1400050;Alto Alegre;15.510
RR;14;00100;1400100;Boa Vista;399.213
RR;14;00159;1400159;Bonfim;12.409
RR;14;00175;1400175;Cantá;18.335
RR;14;00209;1400209;Caracaraí;21.926
RR;14;00233;1400233;Caroebe;10.169
RR;14;00282;1400282;Iracema;11.950
RR;14;00308;1400308;Mucajaí;17.853
RR;14;00407;1400407;Normandia;11.290
RR;14;00456;1400456;Pacaraima;17.401
RR;14;00472;1400472;Rorainópolis;30.163
RR;14;00506;1400506;São João da Baliza;8.201
RR;14;00605;1400605;São Luiz;7.986
RR;14;00704;1400704;Uiramutã;10.559
PA;15;00107;1500107;Abaetetuba;157.698
PA;15;00131;1500131;Abel Figueiredo;7.434
PA;15;00206;1500206;Acará;55.591
PA;15;00305;1500305;Afuá;39.218
PA;15;00347;1500347;Água Azul do Norte;27.430
PA;15;00404;1500404;Alenquer;56.789
PA;15;00503;1500503;Almeirim;34.109
PA;15;00602;1500602;Altamira;114.594
PA;15;00701;1500701;Anajás;29.277
PA;15;00800;1500800;Ananindeua;530.598
PA;15;00859;1500859;Anapu;27.890
PA;15;00909;1500909;Augusto Corrêa;45.998
PA;15;00958;1500958;Aurora do Pará;31.338
PA;15;01006;1501006;Aveiro;16.388
PA;15;01105;1501105;Bagre;30.673
PA;15;01204;1501204;Baião;47.446
PA;15;01253;1501253;Bannach;3.286
PA;15;01303;1501303;Barcarena;124.680
PA;15;01402;1501402;Belém;1.492.745
PA;15;01451;1501451;Belterra;17.732
PA;15;01501;1501501;Benevides;62.737
PA;15;01576;1501576;Bom Jesus do Tocantins;16.981
PA;15;01600;1501600;Bonito;16.286
PA;15;01709;1501709;Bragança;127.686
PA;15;01725;1501725;Brasil Novo;15.086
PA;15;01758;1501758;Brejo Grande do Araguaia;7.380
PA;15;01782;1501782;Breu Branco;66.046
PA;15;01808;1501808;Breves;102.701
PA;15;01907;1501907;Bujaru;29.132
PA;15;01956;1501956;Cachoeira do Piriá;33.900
PA;15;02004;1502004;Cachoeira do Arari;23.767
PA;15;02103;1502103;Cametá;137.890
PA;15;02152;1502152;Canaã dos Carajás;37.085
PA;15;02202;1502202;Capanema;69.027
PA;15;02301;1502301;Capitão Poço;54.303
PA;15;02400;1502400;Castanhal;200.793
PA;15;02509;1502509;Chaves;23.717
PA;15;02608;1502608;Colares;12.085
PA;15;02707;1502707;Conceição do Araguaia;47.864
PA;15;02756;1502756;Concórdia do Pará;33.318
PA;15;02764;1502764;Cumaru do Norte;13.473
PA;15;02772;1502772;Curionópolis;17.929
PA;15;02806;1502806;Curralinho;34.448
PA;15;02855;1502855;Curuá;14.393
PA;15;02905;1502905;Curuçá;40.066
PA;15;02939;1502939;Dom Eliseu;59.719
PA;15;02954;1502954;Eldorado do Carajás;33.808
PA;15;03002;1503002;Faro;7.194
PA;15;03044;1503044;Floresta do Araguaia;20.304
PA;15;03077;1503077;Garrafão do Norte;26.066
PA;15;03093;1503093;Goianésia do Pará;40.475
PA;15;03101;1503101;Gurupá;33.376
PA;15;03200;1503200;Igarapé-Açu;38.807
PA;15;03309;1503309;Igarapé-Miri;62.698
PA;15;03408;1503408;Inhangapi;11.711
PA;15;03457;1503457;Ipixuna do Pará;64.053
PA;15;03507;1503507;Irituia;32.550
PA;15;03606;1503606;Itaituba;101.247
PA;15;03705;1503705;Itupiranga;53.269
PA;15;03754;1503754;Jacareacanga;8.239(5)
PA;15;03804;1503804;Jacundá;59.155
PA;15;03903;1503903;Juruti;57.943
PA;15;04000;1504000;Limoeiro do Ajuru;28.935
PA;15;04059;1504059;Mãe do Rio;30.077
PA;15;04109;1504109;Magalhães Barata;8.548
PA;15;04208;1504208;Marabá;279.349
PA;15;04307;1504307;Maracanã;29.473
PA;15;04406;1504406;Marapanim;28.336
PA;15;04422;1504422;Marituba;131.521
PA;15;04455;1504455;Medicilândia;31.597
PA;15;04505;1504505;Melgaço;27.654
PA;15;04604;1504604;Mocajuba;31.136
PA;15;04703;1504703;Moju;82.094
PA;15;04752;1504752;Mojuí dos Campos;16.084
PA;15;04802;1504802;Monte Alegre;58.032
PA;15;04901;1504901;Muaná;40.349
PA;15;04950;1504950;Nova Esperança do Piriá;21.368
PA;15;04976;1504976;Nova Ipixuna;16.678
PA;15;05007;1505007;Nova Timboteua;15.363
PA;15;05031;1505031;Novo Progresso;25.762
PA;15;05064;1505064;Novo Repartimento;75.919
PA;15;05106;1505106;Óbidos;52.137
PA;15;05205;1505205;Oeiras do Pará;32.512
PA;15;05304;1505304;Oriximiná;73.096
PA;15;05403;1505403;Ourém;17.842
PA;15;05437;1505437;Ourilândia do Norte;32.832
PA;15;05486;1505486;Pacajá;47.706
PA;15;05494;1505494;Palestina do Pará;7.589
PA;15;05502;1505502;Paragominas;113.145
PA;15;05536;1505536;Parauapebas;208.273
PA;15;05551;1505551;Pau D'Arco;5.483
PA;15;05601;1505601;Peixe-Boi;8.077
PA;15;05635;1505635;Piçarra;12.981
PA;15;05650;1505650;Placas;30.982
PA;15;05700;1505700;Ponta de Pedras;31.082
PA;15;05809;1505809;Portel;62.043
PA;15;05908;1505908;Porto de Moz;41.135
PA;15;06005;1506005;Prainha;29.866
PA;15;06104;1506104;Primavera;10.825
PA;15;06112;1506112;Quatipuru;13.608
PA;15;06138;1506138;Redenção;84.787
PA;15;06161;1506161;Rio Maria;18.193
PA;15;06187;1506187;Rondon do Pará;52.357
PA;15;06195;1506195;Rurópolis;50.510
PA;15;06203;1506203;Salinópolis;40.675
PA;15;06302;1506302;Salvaterra;23.752
PA;15;06351;1506351;Santa Bárbara do Pará;21.079
PA;15;06401;1506401;Santa Cruz do Arari;10.128
PA;15;06500;1506500;Santa Izabel do Pará;70.801
PA;15;06559;1506559;Santa Luzia do Pará;19.848
PA;15;06583;1506583;Santa Maria das Barreiras;21.449
PA;15;06609;1506609;Santa Maria do Pará;24.861
PA;15;06708;1506708;Santana do Araguaia;72.817
PA;15;06807;1506807;Santarém;304.589
PA;15;06906;1506906;Santarém Novo;6.709
PA;15;07003;1507003;Santo Antônio do Tauá;31.482
PA;15;07102;1507102;São Caetano de Odivelas;18.050
PA;15;07151;1507151;São Domingos do Araguaia;25.557
PA;15;07201;1507201;São Domingos do Capim;31.989
PA;15;07300;1507300;São Félix do Xingu;128.481
PA;15;07409;1507409;São Francisco do Pará;15.882
PA;15;07458;1507458;São Geraldo do Araguaia;24.847
PA;15;07466;1507466;São João da Ponta;6.139
PA;15;07474;1507474;São João de Pirabas;23.045
PA;15;07508;1507508;São João do Araguaia;13.996
PA;15;07607;1507607;São Miguel do Guamá;58.986
PA;15;07706;1507706;São Sebastião da Boa Vista;26.640
PA;15;07755;1507755;Sapucaia;5.930
PA;15;07805;1507805;Senador José Porfírio;11.658
PA;15;07904;1507904;Soure;25.374
PA;15;07953;1507953;Tailândia;106.339
PA;15;07961;1507961;Terra Alta;11.720
PA;15;07979;1507979;Terra Santa;18.769
PA;15;08001;1508001;Tomé-Açu;63.447
PA;15;08035;1508035;Tracuateua;30.959
PA;15;08050;1508050;Trairão;18.989
PA;15;08084;1508084;Tucumã;39.602
PA;15;08100;1508100;Tucuruí;113.659
PA;15;08126;1508126;Ulianópolis;59.210
PA;15;08159;1508159;Uruará;45.476
PA;15;08209;1508209;Vigia;53.686
PA;15;08308;1508308;Viseu;61.403
PA;15;08357;1508357;Vitória do Xingu;15.134
PA;15;08407;1508407;Xinguara;44.751
AP;16;00055;1600055;Serra do Navio;5.397
AP;16;00105;1600105;Amapá;9.109
AP;16;00154;1600154;Pedra Branca do Amapari;16.502
AP;16;00204;1600204;Calçoene;11.117
AP;16;00212;1600212;Cutias;5.983
AP;16;00238;1600238;Ferreira Gomes;7.780
AP;16;00253;1600253;Itaubal;5.503
AP;16;00279;1600279;Laranjal do Jari;50.410
AP;16;00303;1600303;Macapá;503.327
AP;16;00402;1600402;Mazagão;21.632
AP;16;00501;1600501;Oiapoque;27.270
AP;16;00535;1600535;Porto Grande;21.971
AP;16;00550;1600550;Pracuúba;5.120
AP;16;00600;1600600;Santana;121.364
AP;16;00709;1600709;Tartarugalzinho;17.315
AP;16;00808;1600808;Vitória do Jari;15.931
TO;17;00251;1700251;Abreulândia;2.579
TO;17;00301;1700301;Aguiarnópolis;6.733
TO;17;00350;1700350;Aliança do Tocantins;5.390
TO;17;00400;1700400;Almas;7.055
TO;17;00707;1700707;Alvorada;8.412
TO;17;01002;1701002;Ananás;9.549
TO;17;01051;1701051;Angico;3.433
TO;17;01101;1701101;Aparecida do Rio Negro;4.795
TO;17;01309;1701309;Aragominas;5.758
TO;17;01903;1701903;Araguacema;7.086
TO;17;02000;1702000;Araguaçu;8.517
TO;17;02109;1702109;Araguaína;180.470
TO;17;02158;1702158;Araguanã;5.729
TO;17;02208;1702208;Araguatins;35.761
TO;17;02307;1702307;Arapoema;6.643
TO;17;02406;1702406;Arraias;10.567
TO;17;02554;1702554;Augustinópolis;18.412
TO;17;02703;1702703;Aurora do Tocantins;3.757
TO;17;02901;1702901;Axixá do Tocantins;9.756
TO;17;03008;1703008;Babaçulândia;10.664
TO;17;03057;1703057;Bandeirantes do Tocantins;3.553
TO;17;03073;1703073;Barra do Ouro;4.591
TO;17;03107;1703107;Barrolândia;5.632
TO;17;03206;1703206;Bernardo Sayão;4.459
TO;17;03305;1703305;Bom Jesus do Tocantins;4.894
TO;17;03602;1703602;Brasilândia do Tocantins;2.201
TO;17;03701;1703701;Brejinho de Nazaré;5.497
TO;17;03800;1703800;Buriti do Tocantins;11.348
TO;17;03826;1703826;Cachoeirinha;2.275
TO;17;03842;1703842;Campos Lindos;10.116
TO;17;03867;1703867;Cariri do Tocantins;4.382
TO;17;03883;1703883;Carmolândia;2.580
TO;17;03891;1703891;Carrasco Bonito;4.095
TO;17;03909;1703909;Caseara;5.369
TO;17;04105;1704105;Centenário;2.905
TO;17;04600;1704600;Chapada de Areia;1.406
TO;17;05102;1705102;Chapada da Natividade;3.333
TO;17;05508;1705508;Colinas do Tocantins;35.424
TO;17;05557;1705557;Combinado;4.852
TO;17;05607;1705607;Conceição do Tocantins;4.105
TO;17;06001;1706001;Couto Magalhães;5.588
TO;17;06100;1706100;Cristalândia;7.289
TO;17;06258;1706258;Crixás do Tocantins;1.722
TO;17;06506;1706506;Darcinópolis;6.097
TO;17;07009;1707009;Dianópolis;22.139
TO;17;07108;1707108;Divinópolis do Tocantins;6.900
TO;17;07207;1707207;Dois Irmãos do Tocantins;7.198
TO;17;07306;1707306;Dueré;4.686
TO;17;07405;1707405;Esperantina;10.996
TO;17;07553;1707553;Fátima;3.835
TO;17;07652;1707652;Figueirópolis;5.263
TO;17;07702;1707702;Filadélfia;8.856
TO;17;08205;1708205;Formoso do Araguaia;18.440
TO;17;08254;1708254;Tabocão;2.589
TO;17;08304;1708304;Goianorte;5.123
TO;17;09005;1709005;Goiatins;13.019
TO;17;09302;1709302;Guaraí;25.923
TO;17;09500;1709500;Gurupi;86.647
TO;17;09807;1709807;Ipueiras;2.015
TO;17;10508;1710508;Itacajá;7.433
TO;17;10706;1710706;Itaguatins;5.864
TO;17;10904;1710904;Itapiratins;3.777
TO;17;11100;1711100;Itaporã do Tocantins;2.427
TO;17;11506;1711506;Jaú do Tocantins;3.849
TO;17;11803;1711803;Juarina;2.193
TO;17;11902;1711902;Lagoa da Confusão;13.357
TO;17;11951;1711951;Lagoa do Tocantins;4.316
TO;17;12009;1712009;Lajeado;3.134
TO;17;12157;1712157;Lavandeira;1.923
TO;17;12405;1712405;Lizarda;3.740
TO;17;12454;1712454;Luzinópolis;3.108
TO;17;12504;1712504;Marianópolis do Tocantins;5.175
TO;17;12702;1712702;Mateiros;2.684
TO;17;12801;1712801;Maurilândia do Tocantins;3.426
TO;17;13205;1713205;Miracema do Tocantins;18.248
TO;17;13304;1713304;Miranorte;13.434
TO;17;13601;1713601;Monte do Carmo;7.947
TO;17;13700;1713700;Monte Santo do Tocantins;2.279
TO;17;13809;1713809;Palmeiras do Tocantins;6.658
TO;17;13957;1713957;Muricilândia;3.551
TO;17;14203;1714203;Natividade;9.244
TO;17;14302;1714302;Nazaré;3.898
TO;17;14880;1714880;Nova Olinda;11.819
TO;17;15002;1715002;Nova Rosalândia;4.260
TO;17;15101;1715101;Novo Acordo;4.342
TO;17;15150;1715150;Novo Alegre;2.332
TO;17;15259;1715259;Novo Jardim;2.722
TO;17;15507;1715507;Oliveira de Fátima;1.112
TO;17;15705;1715705;Palmeirante;6.026
TO;17;15754;1715754;Palmeirópolis;7.659
TO;17;16109;1716109;Paraíso do Tocantins;51.252
TO;17;16208;1716208;Paranã;10.449
TO;17;16307;1716307;Pau D'Arco;4.849
TO;17;16505;1716505;Pedro Afonso;13.578
TO;17;16604;1716604;Peixe;11.749
TO;17;16653;1716653;Pequizeiro;5.477
TO;17;16703;1716703;Colméia;8.205
TO;17;17008;1717008;Pindorama do Tocantins;4.447
TO;17;17206;1717206;Piraquê;3.028
TO;17;17503;1717503;Pium;7.654
TO;17;17800;1717800;Ponte Alta do Bom Jesus;4.596
TO;17;17909;1717909;Ponte Alta do Tocantins;8.039
TO;17;18006;1718006;Porto Alegre do Tocantins;3.139
TO;17;18204;1718204;Porto Nacional;53.010
TO;17;18303;1718303;Praia Norte;8.432
TO;17;18402;1718402;Presidente Kennedy;3.684
TO;17;18451;1718451;Pugmil;2.688
TO;17;18501;1718501;Recursolândia;4.293
TO;17;18550;1718550;Riachinho;4.645
TO;17;18659;1718659;Rio da Conceição;2.130
TO;17;18709;1718709;Rio dos Bois;2.834
TO;17;18758;1718758;Rio Sono;6.478
TO;17;18808;1718808;Sampaio;4.711
TO;17;18840;1718840;Sandolândia;3.375
TO;17;18865;1718865;Santa Fé do Araguaia;7.512
TO;17;18881;1718881;Santa Maria do Tocantins;3.434
TO;17;18899;1718899;Santa Rita do Tocantins;2.365
TO;17;18907;1718907;Santa Rosa do Tocantins;4.829
TO;17;19004;1719004;Santa Tereza do Tocantins;2.866
TO;17;20002;1720002;Santa Terezinha do Tocantins;2.529
TO;17;20101;1720101;São Bento do Tocantins;5.324
TO;17;20150;1720150;São Félix do Tocantins;1.585
TO;17;20200;1720200;São Miguel do Tocantins;12.139
TO;17;20259;1720259;São Salvador do Tocantins;3.082
TO;17;20309;1720309;São Sebastião do Tocantins;4.805
TO;17;20499;1720499;São Valério;3.960
TO;17;20655;1720655;Silvanópolis;5.403
TO;17;20804;1720804;Sítio Novo do Tocantins;9.029
TO;17;20853;1720853;Sucupira;1.966
TO;17;20903;1720903;Taguatinga;16.683
TO;17;20937;1720937;Taipas do Tocantins;2.148
TO;17;20978;1720978;Talismã;2.793
TO;17;21000;1721000;Palmas;299.127
TO;17;21109;1721109;Tocantínia;7.545
TO;17;21208;1721208;Tocantinópolis;22.870
TO;17;21257;1721257;Tupirama;1.891
TO;17;21307;1721307;Tupiratins;2.671
TO;17;22081;1722081;Wanderlândia;11.683
TO;17;22107;1722107;Xambioá;11.540
MA;21;00055;2100055;Açailândia;112.445
MA;21;00105;2100105;Afonso Cunha;6.524
MA;21;00154;2100154;Água Doce do Maranhão;12.571
MA;21;00204;2100204;Alcântara;22.097
MA;21;00303;2100303;Aldeias Altas;26.532
MA;21;00402;2100402;Altamira do Maranhão;8.128
MA;21;00436;2100436;Alto Alegre do Maranhão;27.053
MA;21;00477;2100477;Alto Alegre do Pindaré;31.919
MA;21;00501;2100501;Alto Parnaíba;11.190
MA;21;00550;2100550;Amapá do Maranhão;6.962
MA;21;00600;2100600;Amarante do Maranhão;41.435
MA;21;00709;2100709;Anajatuba;26.803
MA;21;00808;2100808;Anapurus;15.732
MA;21;00832;2100832;Apicum-Açu;17.239
MA;21;00873;2100873;Araguanã;15.426
MA;21;00907;2100907;Araioses;46.440
MA;21;00956;2100956;Arame;32.701
MA;21;01004;2101004;Arari;29.848
MA;21;01103;2101103;Axixá;12.130
MA;21;01202;2101202;Bacabal;104.949
MA;21;01251;2101251;Bacabeira;17.055
MA;21;01301;2101301;Bacuri;18.582
MA;21;01350;2101350;Bacurituba;5.644
MA;21;01400;2101400;Balsas;94.887
MA;21;01509;2101509;Barão de Grajaú;18.820
MA;21;01608;2101608;Barra do Corda;88.212
MA;21;01707;2101707;Barreirinhas;62.528
MA;21;01731;2101731;Belágua;7.469
MA;21;01772;2101772;Bela Vista do Maranhão;11.209
MA;21;01806;2101806;Benedito Leite;5.632
MA;21;01905;2101905;Bequimão;21.280
MA;21;01939;2101939;Bernardo do Mearim;6.043
MA;21;01970;2101970;Boa Vista do Gurupi;9.287
MA;21;02002;2102002;Bom Jardim;41.630
MA;21;02036;2102036;Bom Jesus das Selvas;34.028
MA;21;02077;2102077;Bom Lugar;16.294
MA;21;02101;2102101;Brejo;36.397
MA;21;02150;2102150;Brejo de Areia;9.188
MA;21;02200;2102200;Buriti;28.678
MA;21;02309;2102309;Buriti Bravo;23.884
MA;21;02325;2102325;Buriticupu;72.358
MA;21;02358;2102358;Buritirana;15.430
MA;21;02374;2102374;Cachoeira Grande;9.431
MA;21;02408;2102408;Cajapió;11.177
MA;21;02507;2102507;Cajari;19.379
MA;21;02556;2102556;Campestre do Maranhão;14.374
MA;21;02606;2102606;Cândido Mendes;20.178
MA;21;02705;2102705;Cantanhede;21.995
MA;21;02754;2102754;Capinzal do Norte;10.934
MA;21;02804;2102804;Carolina;24.322
MA;21;02903;2102903;Carutapera;23.807
MA;21;03000;2103000;Caxias;164.880
MA;21;03109;2103109;Cedral;10.675
MA;21;03125;2103125;Central do Maranhão;8.673
MA;21;03158;2103158;Centro do Guilherme;13.458
MA;21;03174;2103174;Centro Novo do Maranhão;21.622
MA;21;03208;2103208;Chapadinha;79.675
MA;21;03257;2103257;Cidelândia;14.697
MA;21;03307;2103307;Codó;122.859
MA;21;03406;2103406;Coelho Neto;49.435
MA;21;03505;2103505;Colinas;41.178
MA;21;03554;2103554;Conceição do Lago-Açu;16.237
MA;21;03604;2103604;Coroatá;65.296
MA;21;03703;2103703;Cururupu;32.695
MA;21;03752;2103752;Davinópolis;12.908
MA;21;03802;2103802;Dom Pedro;23.350
MA;21;03901;2103901;Duque Bacelar;11.349
MA;21;04008;2104008;Esperantinópolis;17.241
MA;21;04057;2104057;Estreito;41.946
MA;21;04073;2104073;Feira Nova do Maranhão;8.504
MA;21;04081;2104081;Fernando Falcão;10.360
MA;21;04099;2104099;Formosa da Serra Negra;19.089
MA;21;04107;2104107;Fortaleza dos Nogueiras;12.631
MA;21;04206;2104206;Fortuna;15.552
MA;21;04305;2104305;Godofredo Viana;11.819
MA;21;04404;2104404;Gonçalves Dias;17.934
MA;21;04503;2104503;Governador Archer;10.840
MA;21;04552;2104552;Governador Edison Lobão;18.296
MA;21;04602;2104602;Governador Eugênio Barros;16.828
MA;21;04628;2104628;Governador Luiz Rocha;7.807
MA;21;04651;2104651;Governador Newton Bello;10.180
MA;21;04677;2104677;Governador Nunes Freire;25.577
MA;21;04701;2104701;Graça Aranha;6.262
MA;21;04800;2104800;Grajaú;69.527
MA;21;04909;2104909;Guimarães;12.030
MA;21;05005;2105005;Humberto de Campos;28.717
MA;21;05104;2105104;Icatu;27.113
MA;21;05153;2105153;Igarapé do Meio;14.177
MA;21;05203;2105203;Igarapé Grande;11.320
MA;21;05302;2105302;Imperatriz;258.682
MA;21;05351;2105351;Itaipava do Grajaú;16.057
MA;21;05401;2105401;Itapecuru Mirim;68.203
MA;21;05427;2105427;Itinga do Maranhão;26.000
MA;21;05450;2105450;Jatobá;10.153
MA;21;05476;2105476;Jenipapo dos Vieiras;16.515
MA;21;05500;2105500;João Lisboa;23.632
MA;21;05609;2105609;Joselândia;16.168
MA;21;05658;2105658;Junco do Maranhão;3.432
MA;21;05708;2105708;Lago da Pedra;50.266
MA;21;05807;2105807;Lago do Junco;10.840
MA;21;05906;2105906;Lago Verde;16.257
MA;21;05922;2105922;Lagoa do Mato;11.250
MA;21;05948;2105948;Lago dos Rodrigues;8.873
MA;21;05963;2105963;Lagoa Grande do Maranhão;11.394
MA;21;05989;2105989;Lajeado Novo;7.550
MA;21;06003;2106003;Lima Campos;11.893
MA;21;06102;2106102;Loreto;12.157
MA;21;06201;2106201;Luís Domingues;6.951
MA;21;06300;2106300;Magalhães de Almeida;19.826
MA;21;06326;2106326;Maracaçumé;21.395
MA;21;06359;2106359;Marajá do Sena;7.792
MA;21;06375;2106375;Maranhãozinho;16.265
MA;21;06409;2106409;Mata Roma;16.829
MA;21;06508;2106508;Matinha;23.370
MA;21;06607;2106607;Matões;33.782
MA;21;06631;2106631;Matões do Norte;16.745
MA;21;06672;2106672;Milagres do Maranhão;8.464
MA;21;06706;2106706;Mirador;21.015
MA;21;06755;2106755;Miranda do Norte;28.381
MA;21;06805;2106805;Mirinzal;14.962
MA;21;06904;2106904;Monção;33.434
MA;21;07001;2107001;Montes Altos;9.160
MA;21;07100;2107100;Morros;19.433
MA;21;07209;2107209;Nina Rodrigues;14.454
