COD. MUNIC;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial
1100288; 1.612 ; 9.058 ; 2.091 ; 423 ; -   ; 1.791 ; 368 ; 9 ; 20 ; 10 ; 1 ; -   ; 6 ; 23 ; 119 ; 436 ; 143 ; 31 ; -   ; 87 ; 328 
1100296; 233 ; 1.151 ; 297 ; -   ; -   ; 272 ; 37 ; 4 ; 5 ; 1 ; -   ; -   ; 1 ; 7 ; 14 ; 68 ; 23 ; -   ; -   ; 21 ; 47 
1101484; 114 ; 947 ; 270 ; -   ; -   ; 59 ; 30 ; 2 ; 4 ; 2 ; -   ; -   ; 1 ; 4 ; 4 ; 60 ; 21 ; -   ; -   ; 10 ; 46 
1101492; 408 ; 3.067 ; 758 ; 101 ; -   ; 1.144 ; 46 ; 2 ; 12 ; 3 ; 1 ; -   ; 2 ; 9 ; 15 ; 129 ; 48 ; 11 ; -   ; 31 ; 71 
1100320; 526 ; 3.919 ; 1.000 ; -   ; -   ; 590 ; 43 ; 12 ; 15 ; 1 ; -   ; -   ; 2 ; 12 ; 31 ; 176 ; 39 ; -   ; -   ; 36 ; 85 
1101500; 191 ; 2.218 ; 487 ; 20 ; -   ; 586 ; 81 ; 6 ; 9 ; 1 ; 1 ; -   ; 5 ; 8 ; 10 ; 91 ; 23 ; 3 ; -   ; 22 ; 79 
1101559; 196 ; 818 ; 208 ; -   ; -   ; 176 ; 16 ; 4 ; 4 ; 1 ; -   ; -   ; 2 ; 4 ; 10 ; 41 ; 13 ; -   ; -   ; 18 ; 33 
1101609; 243 ; 1.704 ; 370 ; -   ; -   ; 254 ; 61 ; 7 ; 7 ; 1 ; -   ; -   ; 2 ; 9 ; 17 ; 101 ; 32 ; -   ; -   ; 33 ; 87 
1101708; 254 ; 2.082 ; 425 ; -   ; -   ; 377 ; 77 ; 1 ; 9 ; 1 ; -   ; -   ; 2 ; 10 ; 10 ; 94 ; 26 ; -   ; -   ; 35 ; 93 
1101757; 113 ; 1.694 ; 216 ; -   ; -   ; 285 ; 72 ; 2 ; 8 ; 1 ; -   ; -   ; 3 ; 9 ; 4 ; 74 ; 13 ; -   ; -   ; 22 ; 50 
1101807; 155 ; 1.381 ; 337 ; -   ; -   ; 112 ; 32 ; 2 ; 7 ; 1 ; -   ; -   ; 1 ; 6 ; 14 ; 69 ; 18 ; -   ; -   ; 7 ; 51 
1100304; 2.949 ; 13.657 ; 3.716 ; 1.611 ; -   ; 3.165 ; 858 ; 22 ; 45 ; 12 ; 3 ; -   ; 12 ; 48 ; 148 ; 551 ; 220 ; 170 ; -   ; 133 ; 603 
1200013; 707 ; 2.727 ; 679 ; 107 ; -   ; 400 ; 81 ; 11 ; 15 ; 3 ; 1 ; -   ; 5 ; 14 ; 40 ; 110 ; 32 ; 8 ; -   ; 15 ; 96 
1200054; 397 ; 2.313 ; 274 ; -   ; -   ; 278 ; 64 ; 14 ; 60 ; 2 ; -   ; -   ; 3 ; 14 ; 29 ; 131 ; 20 ; -   ; -   ; 16 ; 59 
1200104; 920 ; 4.539 ; 1.155 ; -   ; 168 ; 854 ; 199 ; 12 ; 65 ; 2 ; -   ; 1 ; 15 ; 32 ; 45 ; 196 ; 54 ; -   ; 9 ; 51 ; 173 
1200138; 510 ; 2.275 ; 486 ; -   ; -   ; 621 ; 91 ; 8 ; 36 ; 9 ; -   ; -   ; 16 ; 17 ; 33 ; 125 ; 39 ; -   ; -   ; 41 ; 92 
1200179; 319 ; 2.314 ; 421 ; -   ; -   ; 628 ; 74 ; 9 ; 18 ; 3 ; -   ; -   ; 14 ; 13 ; 20 ; 89 ; 31 ; -   ; -   ; 33 ; 82 
1200203; 4.736 ; 19.662 ; 5.749 ; 477 ; -   ; 2.376 ; 1.427 ; 55 ; 154 ; 22 ; 3 ; -   ; 52 ; 125 ; 263 ; 846 ; 261 ; 53 ; -   ; 142 ; 880 
1200252; 619 ; 2.656 ; 772 ; -   ; 82 ; 751 ; 109 ; 5 ; 16 ; 2 ; -   ; 1 ; 3 ; 19 ; 27 ; 116 ; 36 ; -   ; 7 ; 51 ; 130 
1200302; 1.198 ; 7.912 ; 1.444 ; -   ; -   ; 1.494 ; 192 ; 47 ; 138 ; 13 ; -   ; -   ; 38 ; 29 ; 86 ; 439 ; 73 ; -   ; -   ; 103 ; 173 
1200328; 372 ; 2.738 ; 364 ; -   ; -   ; 194 ; 75 ; 5 ; 67 ; 2 ; -   ; -   ; 1 ; 20 ; 39 ; 190 ; 22 ; -   ; -   ; 12 ; 84 
1200336; 1.192 ; 3.808 ; 940 ; -   ; -   ; 585 ; 213 ; 34 ; 42 ; 6 ; -   ; -   ; 20 ; 33 ; 79 ; 216 ; 68 ; -   ; -   ; 40 ; 174 
1200344; 443 ; 2.280 ; 351 ; -   ; -   ; 400 ; 59 ; 11 ; 33 ; 1 ; -   ; -   ; 8 ; 10 ; 19 ; 85 ; 15 ; -   ; -   ; 21 ; 52 
1200351; 827 ; 4.801 ; 831 ; -   ; -   ; 558 ; 57 ; 46 ; 73 ; 2 ; -   ; -   ; 15 ; 16 ; 81 ; 301 ; 34 ; -   ; -   ; 28 ; 81 
1200385; 656 ; 3.433 ; 840 ; -   ; -   ; 653 ; 162 ; 13 ; 28 ; 5 ; -   ; -   ; 15 ; 24 ; 35 ; 148 ; 41 ; -   ; -   ; 39 ; 127 
1200807; 582 ; 4.073 ; 892 ; -   ; -   ; 685 ; 139 ; 14 ; 35 ; 9 ; -   ; -   ; 10 ; 21 ; 29 ; 197 ; 65 ; -   ; -   ; 44 ; 147 
1200393; 390 ; 3.175 ; 310 ; -   ; -   ; 301 ; 79 ; 15 ; 46 ; 1 ; -   ; -   ; 10 ; 16 ; 34 ; 149 ; 19 ; -   ; -   ; 21 ; 75 
1200401; 13.426 ; 61.860 ; 20.395 ; 6.729 ; 799 ; 11.459 ; 2.623 ; 75 ; 199 ; 51 ; 11 ; 4 ; 69 ; 207 ; 526 ; 2.310 ; 921 ; 260 ; 28 ; 535 ; 2.501 
1200427; 1.233 ; 3.973 ; 798 ; -   ; -   ; 1.929 ; 443 ; 33 ; 70 ; 16 ; -   ; -   ; 54 ; 54 ; 87 ; 241 ; 55 ; -   ; -   ; 135 ; 217 
1200435; 239 ; 1.915 ; 213 ; -   ; -   ; 276 ; 34 ; 4 ; 49 ; 3 ; -   ; -   ; 11 ; 13 ; 21 ; 111 ; 12 ; -   ; -   ; 18 ; 34 
1200500; 993 ; 8.494 ; 2.038 ; 94 ; 87 ; 739 ; 227 ; 13 ; 157 ; 5 ; 1 ; 1 ; 11 ; 38 ; 46 ; 422 ; 115 ; 23 ; 8 ; 50 ; 225 
1200450; 850 ; 4.666 ; 1.010 ; -   ; -   ; 686 ; 129 ; 10 ; 29 ; 8 ; -   ; -   ; 12 ; 23 ; 48 ; 228 ; 74 ; -   ; -   ; 43 ; 140 
1200609; 1.619 ; 10.826 ; 1.694 ; -   ; 89 ; 1.677 ; 309 ; 23 ; 92 ; 11 ; -   ; 1 ; 34 ; 53 ; 90 ; 512 ; 88 ; -   ; 8 ; 94 ; 287 
1200708; 568 ; 3.359 ; 589 ; 289 ; 26 ; 707 ; 78 ; 14 ; 63 ; 5 ; 1 ; 1 ; 25 ; 19 ; 35 ; 203 ; 50 ; 30 ; 2 ; 61 ; 97 
1300029; 783 ; 3.922 ; 625 ; 104 ; -   ; 1.020 ; 46 ; 51 ; 54 ; 2 ; 1 ; -   ; 38 ; 11 ; 29 ; 193 ; 49 ; 20 ; -   ; 56 ; 63 
1300060; 556 ; 2.542 ; 485 ; 47 ; -   ; 436 ; 42 ; 19 ; 25 ; 3 ; 1 ; -   ; 7 ; 11 ; 28 ; 128 ; 52 ; 7 ; -   ; 19 ; 54 
1300086; 415 ; 2.228 ; 644 ; 36 ; -   ; 186 ; 14 ; 21 ; 27 ; 5 ; 1 ; -   ; 1 ; 8 ; 13 ; 168 ; 58 ; 9 ; -   ; 23 ; 52 
1300102; 479 ; 2.565 ; 614 ; -   ; -   ; 182 ; 50 ; 20 ; 25 ; 2 ; -   ; -   ; 4 ; 4 ; 19 ; 133 ; 55 ; -   ; -   ; 15 ; 69 
1300144; 650 ; 2.405 ; 654 ; 150 ; -   ; 292 ; 30 ; 12 ; 16 ; 2 ; 1 ; -   ; 2 ; 6 ; 35 ; 120 ; 52 ; 14 ; -   ; 12 ; 51 
1300201; 561 ; 4.214 ; 506 ; 140 ; -   ; 787 ; 27 ; 39 ; 64 ; 3 ; 1 ; -   ; 37 ; 6 ; 18 ; 200 ; 53 ; 23 ; -   ; 50 ; 55 
1300300; 1.545 ; 8.803 ; 2.091 ; 24 ; 213 ; 868 ; 213 ; 44 ; 51 ; 3 ; 1 ; 10 ; 20 ; 17 ; 69 ; 414 ; 94 ; 4 ; 16 ; 47 ; 94 
1300409; 878 ; 3.465 ; 747 ; 121 ; -   ; 475 ; 34 ; 36 ; 51 ; 3 ; 1 ; -   ; 15 ; 10 ; 56 ; 184 ; 64 ; 27 ; -   ; 32 ; 37 
1300508; 1.975 ; 8.217 ; 1.972 ; 78 ; 88 ; 631 ; 258 ; 86 ; 99 ; 7 ; 1 ; 4 ; 30 ; 41 ; 90 ; 433 ; 89 ; 7 ; 17 ; 61 ; 232 
1300607; 1.668 ; 8.551 ; 1.572 ; 189 ; -   ; 766 ; 110 ; 47 ; 58 ; 2 ; 1 ; -   ; 9 ; 20 ; 65 ; 439 ; 67 ; 31 ; -   ; 33 ; 220 
1300631; 457 ; 5.470 ; 1.170 ; -   ; -   ; 582 ; 11 ; 47 ; 74 ; 2 ; -   ; -   ; 28 ; 6 ; 15 ; 315 ; 49 ; -   ; -   ; 39 ; 16 
1300680; 759 ; 3.954 ; 993 ; 26 ; 20 ; 291 ; 124 ; 41 ; 50 ; 2 ; 1 ; 1 ; 15 ; 14 ; 35 ; 222 ; 54 ; 7 ; 4 ; 25 ; 84 
1300706; 696 ; 6.815 ; 1.787 ; 231 ; -   ; 243 ; 43 ; 13 ; 110 ; 6 ; 1 ; -   ; 7 ; 17 ; 36 ; 367 ; 101 ; 20 ; -   ; 25 ; 127 
1300805; 1.976 ; 8.153 ; 1.869 ; 242 ; -   ; 831 ; 76 ; 136 ; 158 ; 6 ; 2 ; -   ; 28 ; 16 ; 109 ; 506 ; 98 ; 43 ; -   ; 64 ; 141 
1300839; 574 ; 2.659 ; 519 ; 99 ; 46 ; 235 ; 70 ; 37 ; 48 ; 2 ; 1 ; 1 ; 7 ; 8 ; 26 ; 167 ; 44 ; 34 ; 16 ; 35 ; 54 
1300904; 370 ; 2.523 ; 420 ; 99 ; -   ; 537 ; 22 ; 22 ; 42 ; 2 ; 1 ; -   ; 15 ; 10 ; 13 ; 117 ; 44 ; 17 ; -   ; 26 ; 27 
1301001; 1.146 ; 6.282 ; 1.164 ; 131 ; -   ; 1.269 ; 164 ; 21 ; 56 ; 3 ; 1 ; -   ; 39 ; 22 ; 82 ; 245 ; 76 ; 17 ; -   ; 69 ; 151 
1301100; 946 ; 6.862 ; 1.621 ; 114 ; -   ; 462 ; 82 ; 31 ; 49 ; 5 ; 1 ; -   ; 8 ; 17 ; 52 ; 322 ; 82 ; 27 ; -   ; 30 ; 101 
1301159; 664 ; 4.025 ; 1.155 ; -   ; -   ; 408 ; 43 ; 46 ; 52 ; 7 ; -   ; -   ; 14 ; 10 ; 31 ; 248 ; 93 ; -   ; -   ; 26 ; 82 
1301209; 2.647 ; 18.020 ; 3.957 ; 977 ; -   ; 2.471 ; 162 ; 32 ; 169 ; 7 ; 2 ; -   ; 63 ; 26 ; 158 ; 914 ; 186 ; 68 ; -   ; 141 ; 286 
1301308; 737 ; 4.784 ; 827 ; 129 ; -   ; 578 ; 68 ; 11 ; 53 ; 4 ; 1 ; -   ; 11 ; 14 ; 57 ; 293 ; 57 ; 25 ; -   ; 38 ; 121 
1301407; 1.731 ; 8.006 ; 1.266 ; 351 ; -   ; 1.264 ; 119 ; 28 ; 42 ; 3 ; 2 ; -   ; 19 ; 13 ; 96 ; 375 ; 50 ; 39 ; -   ; 80 ; 84 
1301506; 602 ; 3.901 ; 453 ; 164 ; -   ; 820 ; 3 ; 5 ; 49 ; 1 ; 1 ; -   ; 7 ; 3 ; 28 ; 175 ; 18 ; 26 ; -   ; 34 ; 3 
1301605; 1.127 ; 5.366 ; 1.243 ; 160 ; -   ; 1.318 ; 33 ; 46 ; 53 ; 2 ; 1 ; -   ; 41 ; 4 ; 68 ; 289 ; 64 ; 25 ; -   ; 71 ; 47 
1301654; 978 ; 3.154 ; 532 ; 174 ; -   ; 229 ; 77 ; 55 ; 61 ; 2 ; 1 ; -   ; 2 ; 19 ; 35 ; 202 ; 52 ; 30 ; -   ; 11 ; 71 
1301704; 1.608 ; 10.282 ; 2.425 ; 690 ; -   ; 739 ; 74 ; 79 ; 96 ; 7 ; 2 ; -   ; 20 ; 20 ; 76 ; 422 ; 142 ; 46 ; -   ; 41 ; 147 
1301803; 433 ; 3.651 ; 638 ; 142 ; -   ; 338 ; 17 ; 5 ; 45 ; 3 ; 1 ; -   ; 6 ; 2 ; 16 ; 175 ; 60 ; 24 ; -   ; 35 ; 11 
1301852; 2.279 ; 11.530 ; 2.597 ; 68 ; 33 ; 2.050 ; 230 ; 59 ; 72 ; 5 ; 1 ; 1 ; 34 ; 32 ; 105 ; 492 ; 107 ; 10 ; 3 ; 102 ; 257 
1301902; 3.668 ; 20.886 ; 5.026 ; 166 ; -   ; 2.629 ; 316 ; 136 ; 149 ; 8 ; 2 ; -   ; 59 ; 39 ; 198 ; 1.105 ; 189 ; 34 ; -   ; 153 ; 356 
1301951; 468 ; 2.605 ; 363 ; 142 ; -   ; 629 ; 7 ; 17 ; 41 ; 1 ; 1 ; -   ; 21 ; 3 ; 14 ; 123 ; 47 ; 23 ; -   ; 33 ; 16 
1302009; 556 ; 2.111 ; 592 ; 93 ; -   ; 146 ; 22 ; 20 ; 23 ; 3 ; 1 ; -   ; 8 ; 6 ; 29 ; 108 ; 51 ; 20 ; -   ; 17 ; 44 
1302108; 826 ; 1.967 ; 326 ; 97 ; -   ; 845 ; 5 ; 31 ; 39 ; 4 ; 1 ; -   ; 34 ; 5 ; 42 ; 164 ; 40 ; 21 ; -   ; 53 ; 7 
1302207; 615 ; 3.143 ; 563 ; -   ; -   ; 214 ; 19 ; 31 ; 37 ; 3 ; -   ; -   ; 4 ; 2 ; 21 ; 158 ; 51 ; -   ; -   ; 14 ; 25 
1302306; 1.082 ; 5.741 ; 810 ; 92 ; -   ; 1.129 ; 40 ; 88 ; 96 ; 2 ; 1 ; -   ; 52 ; 7 ; 45 ; 315 ; 53 ; 18 ; -   ; 82 ; 42 
1302405; 1.121 ; 9.032 ; 1.998 ; 727 ; -   ; 1.449 ; 134 ; 3 ; 155 ; 3 ; 2 ; -   ; 56 ; 14 ; 46 ; 479 ; 101 ; 47 ; -   ; 104 ; 146 
1302504; 2.858 ; 21.194 ; 5.573 ; 119 ; -   ; 1.471 ; 215 ; 127 ; 159 ; 9 ; 1 ; -   ; 19 ; 56 ; 90 ; 766 ; 158 ; 18 ; -   ; 57 ; 388 
1302553; 605 ; 3.782 ; 1.066 ; 88 ; -   ; 344 ; 63 ; 37 ; 39 ; 2 ; 1 ; -   ; 10 ; 11 ; 17 ; 262 ; 48 ; 13 ; -   ; 27 ; 50 
1302603; 64.587 ; 342.511 ; 100.977 ; 19.291 ; 36 ; 44.350 ; 4.801 ; 445 ; 742 ; 157 ; 29 ; 1 ; 148 ; 714 ; 2.529 ; 11.187 ; 3.657 ; 979 ; 4 ; 1.520 ; 6.157 
1302702; 1.915 ; 10.543 ; 2.510 ; 166 ; -   ; 892 ; 92 ; 133 ; 163 ; 4 ; 1 ; -   ; 27 ; 10 ; 90 ; 595 ; 103 ; 33 ; -   ; 62 ; 46 
1302801; 1.255 ; 4.399 ; 507 ; 127 ; -   ; 1.020 ; 129 ; 92 ; 97 ; 2 ; 1 ; -   ; 61 ; 42 ; 67 ; 366 ; 46 ; 10 ; -   ; 95 ; 146 
1302900; 2.154 ; 13.376 ; 2.815 ; 670 ; 48 ; 751 ; 412 ; 88 ; 185 ; 5 ; 2 ; 1 ; 18 ; 58 ; 134 ; 761 ; 143 ; 48 ; 14 ; 62 ; 317 
1303007; 782 ; 3.749 ; 1.125 ; 58 ; -   ; 517 ; 25 ; 42 ; 63 ; 4 ; 1 ; -   ; 21 ; 7 ; 40 ; 204 ; 64 ; 8 ; -   ; 36 ; 45 
1303106; 1.346 ; 6.476 ; 1.630 ; 28 ; -   ; 400 ; 315 ; 59 ; 64 ; 3 ; 1 ; -   ; 12 ; 20 ; 101 ; 355 ; 62 ; 4 ; -   ; 36 ; 169 
1303205; 495 ; 2.671 ; 673 ; 134 ; -   ; 393 ; 12 ; 13 ; 20 ; 2 ; 1 ; -   ; 12 ; 4 ; 21 ; 153 ; 61 ; 18 ; -   ; 37 ; 42 
1303304; 858 ; 4.452 ; 805 ; 103 ; -   ; 502 ; 26 ; 60 ; 81 ; 4 ; 1 ; -   ; 10 ; 6 ; 31 ; 229 ; 67 ; 9 ; -   ; 36 ; 43 
1303403; 5.154 ; 21.501 ; 7.173 ; 1.375 ; 439 ; 1.828 ; 697 ; 128 ; 156 ; 13 ; 4 ; 4 ; 31 ; 93 ; 231 ; 972 ; 301 ; 71 ; 31 ; 98 ; 650 
1303502; 587 ; 4.120 ; 480 ; 156 ; -   ; 354 ; 9 ; 11 ; 75 ; 3 ; 1 ; -   ; 3 ; 3 ; 22 ; 173 ; 51 ; 26 ; -   ; 15 ; 11 
1303536; 1.716 ; 6.491 ; 1.579 ; 760 ; -   ; 1.613 ; 69 ; 20 ; 24 ; 5 ; 3 ; -   ; 19 ; 19 ; 54 ; 246 ; 98 ; 65 ; -   ; 67 ; 101 
1303569; 805 ; 4.657 ; 1.120 ; 54 ; -   ; 984 ; 116 ; 11 ; 18 ; 3 ; 1 ; -   ; 10 ; 13 ; 46 ; 178 ; 60 ; 25 ; -   ; 37 ; 76 
