COD. MUNIC;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial
2105963; 493 ; 2.894 ; 415 ; 26 ; -   ; 110 ; 2 ; 26 ; 29 ; 2 ; 1 ; -   ; 3 ; 1 ; 25 ; 201 ; 29 ; 8 ; -   ; 8 ; 6 
2105989; 475 ; 1.269 ; 464 ; -   ; -   ; 246 ; 28 ; 15 ; 15 ; 1 ; -   ; -   ; 6 ; 7 ; 33 ; 90 ; 10 ; -   ; -   ; 23 ; 59 
2106003; 533 ; 2.355 ; 471 ; -   ; -   ; 35 ; 98 ; 30 ; 32 ; 1 ; -   ; -   ; 1 ; 19 ; 27 ; 153 ; 28 ; -   ; -   ; 6 ; 109 
2106102; 539 ; 1.975 ; 525 ; -   ; -   ; 267 ; 75 ; 20 ; 20 ; 2 ; -   ; -   ; 5 ; 10 ; 35 ; 127 ; 42 ; -   ; -   ; 38 ; 93 
2106201; 396 ; 1.221 ; 329 ; -   ; -   ; 119 ; 14 ; 4 ; 7 ; 1 ; -   ; -   ; 3 ; 3 ; 23 ; 82 ; 17 ; -   ; -   ; 14 ; 32 
2106300; 841 ; 3.400 ; 803 ; -   ; -   ; 1.578 ; 58 ; 25 ; 30 ; 5 ; -   ; -   ; 28 ; 24 ; 44 ; 172 ; 51 ; -   ; -   ; 84 ; 118 
2106326; 1.325 ; 4.619 ; 946 ; -   ; -   ; 583 ; 58 ; 19 ; 24 ; 3 ; -   ; -   ; 6 ; 13 ; 68 ; 236 ; 42 ; -   ; -   ; 35 ; 105 
2106359; 480 ; 1.960 ; 113 ; -   ; -   ; 23 ; 33 ; 53 ; 54 ; 1 ; -   ; -   ; 1 ; 10 ; 14 ; 152 ; 6 ; -   ; -   ; 6 ; 48 
2106375; 985 ; 2.980 ; 399 ; -   ; -   ; 340 ; 41 ; 23 ; 25 ; 1 ; -   ; -   ; 7 ; 10 ; 48 ; 199 ; 27 ; -   ; -   ; 22 ; 80 
2106409; 1.083 ; 3.628 ; 893 ; -   ; -   ; 2.934 ; 69 ; 16 ; 18 ; 3 ; -   ; -   ; 13 ; 19 ; 66 ; 184 ; 47 ; -   ; -   ; 112 ; 73 
2106508; 1.313 ; 4.338 ; 1.045 ; -   ; -   ; 338 ; 24 ; 57 ; 57 ; 3 ; -   ; -   ; 15 ; 12 ; 90 ; 309 ; 59 ; -   ; -   ; 21 ; 90 
2106607; 2.322 ; 7.042 ; 1.141 ; 89 ; -   ; 1.578 ; 269 ; 44 ; 49 ; 3 ; 1 ; -   ; 44 ; 39 ; 137 ; 361 ; 61 ; 17 ; -   ; 79 ; 240 
2106631; 698 ; 2.079 ; 439 ; -   ; -   ; 1.770 ; 79 ; 43 ; 45 ; 3 ; -   ; -   ; 44 ; 29 ; 27 ; 156 ; 23 ; -   ; -   ; 96 ; 81 
2106672; 529 ; 1.375 ; 211 ; -   ; -   ; 648 ; 41 ; 18 ; 20 ; 1 ; -   ; -   ; 13 ; 13 ; 30 ; 76 ; 13 ; -   ; -   ; 34 ; 49 
2106706; 952 ; 3.724 ; 948 ; -   ; -   ; 264 ; 44 ; 44 ; 56 ; 5 ; -   ; -   ; 11 ; 13 ; 70 ; 219 ; 72 ; -   ; -   ; 20 ; 64 
2106755; 1.578 ; 4.855 ; 876 ; 37 ; -   ; 689 ; 139 ; 18 ; 19 ; 2 ; 1 ; -   ; 10 ; 19 ; 67 ; 196 ; 46 ; 2 ; -   ; 46 ; 136 
2106805; 703 ; 2.727 ; 725 ; -   ; -   ; 144 ; 16 ; 24 ; 26 ; 3 ; -   ; -   ; 5 ; 9 ; 60 ; 208 ; 56 ; -   ; -   ; 13 ; 81 
2106904; 1.842 ; 6.087 ; 1.299 ; 55 ; -   ; 511 ; 108 ; 88 ; 95 ; 4 ; 1 ; -   ; 20 ; 18 ; 132 ; 377 ; 60 ; 9 ; -   ; 41 ; 129 
2107001; 319 ; 1.794 ; 341 ; -   ; -   ; 124 ; 30 ; 19 ; 24 ; 2 ; -   ; -   ; 2 ; 11 ; 26 ; 127 ; 25 ; -   ; -   ; 13 ; 53 
2107100; 770 ; 4.397 ; 1.010 ; 41 ; -   ; 855 ; 73 ; 62 ; 71 ; 3 ; 2 ; -   ; 32 ; 22 ; 37 ; 244 ; 57 ; 18 ; -   ; 59 ; 113 
2107209; 772 ; 2.549 ; 536 ; -   ; -   ; 232 ; 58 ; 30 ; 30 ; 3 ; -   ; -   ; 8 ; 17 ; 49 ; 139 ; 26 ; -   ; -   ; 16 ; 76 
2107258; 215 ; 1.221 ; 232 ; -   ; -   ; 75 ; 15 ; 7 ; 8 ; 1 ; -   ; -   ; 2 ; 5 ; 12 ; 68 ; 14 ; -   ; -   ; 12 ; 48 
2107308; 226 ; 757 ; 170 ; -   ; -   ; 152 ; 26 ; 5 ; 8 ; 2 ; -   ; -   ; 3 ; 6 ; 13 ; 50 ; 27 ; -   ; -   ; 17 ; 51 
2107357; 1.129 ; 3.726 ; 779 ; 17 ; -   ; 1.181 ; 36 ; 35 ; 39 ; 2 ; 1 ; -   ; 29 ; 12 ; 56 ; 199 ; 35 ; 7 ; -   ; 55 ; 85 
2107407; 1.137 ; 5.078 ; 629 ; -   ; -   ; 492 ; 170 ; 31 ; 37 ; 2 ; -   ; -   ; 5 ; 25 ; 58 ; 192 ; 47 ; -   ; -   ; 40 ; 162 
2107456; 661 ; 2.551 ; 764 ; 66 ; -   ; 363 ; 32 ; 25 ; 26 ; 4 ; 1 ; -   ; 10 ; 15 ; 50 ; 151 ; 25 ; 5 ; -   ; 25 ; 74 
2107506; 5.460 ; 16.322 ; 3.996 ; 165 ; -   ; 1.816 ; 325 ; 53 ; 69 ; 10 ; 1 ; -   ; 24 ; 64 ; 280 ; 724 ; 315 ; 9 ; -   ; 174 ; 533 
2107605; 942 ; 3.419 ; 725 ; -   ; -   ; 335 ; 73 ; 46 ; 52 ; 5 ; -   ; -   ; 15 ; 26 ; 50 ; 277 ; 49 ; -   ; -   ; 56 ; 146 
2107704; 1.123 ; 3.484 ; 769 ; -   ; -   ; -   ; 26 ; 23 ; 28 ; 2 ; -   ; -   ; -   ; 12 ; 66 ; 171 ; 57 ; -   ; -   ; -   ; 78 
2107803; 1.940 ; 6.884 ; 1.284 ; -   ; -   ; 473 ; 78 ; 62 ; 61 ; 4 ; -   ; -   ; 15 ; 30 ; 111 ; 423 ; 89 ; -   ; -   ; 64 ; 147 
2107902; 1.096 ; 3.759 ; 545 ; -   ; -   ; 290 ; 33 ; 30 ; 33 ; 1 ; -   ; -   ; 3 ; 12 ; 67 ; 240 ; 36 ; -   ; -   ; 31 ; 37 
2108009; 1.434 ; 2.939 ; 714 ; -   ; -   ; 886 ; 48 ; 22 ; 20 ; 3 ; -   ; -   ; 20 ; 15 ; 59 ; 141 ; 45 ; -   ; -   ; 45 ; 103 
2108058; 1.250 ; 4.321 ; 1.343 ; -   ; -   ; 227 ; 181 ; 69 ; 73 ; 6 ; -   ; -   ; 16 ; 28 ; 85 ; 404 ; 48 ; -   ; -   ; 26 ; 184 
2108108; 901 ; 4.305 ; 701 ; -   ; -   ; 1.013 ; 101 ; 38 ; 44 ; 1 ; -   ; -   ; 28 ; 20 ; 67 ; 285 ; 35 ; -   ; -   ; 47 ; 150 
2108207; 1.885 ; 6.591 ; 1.949 ; 195 ; -   ; 846 ; 290 ; 36 ; 41 ; 6 ; 1 ; -   ; 12 ; 43 ; 90 ; 391 ; 123 ; 12 ; -   ; 58 ; 341 
2108256; 1.360 ; 5.576 ; 830 ; -   ; -   ; 2.687 ; 140 ; 89 ; 95 ; 5 ; -   ; -   ; 71 ; 37 ; 70 ; 511 ; 59 ; -   ; -   ; 160 ; 166 
2108306; 1.575 ; 7.080 ; 1.752 ; 183 ; -   ; 316 ; 51 ; 78 ; 91 ; 5 ; 1 ; -   ; 15 ; 12 ; 76 ; 444 ; 75 ; 11 ; -   ; 21 ; 67 
2108405; 523 ; 1.880 ; 543 ; 21 ; -   ; 572 ; 81 ; 35 ; 38 ; 3 ; 1 ; -   ; 30 ; 20 ; 41 ; 122 ; 32 ; 5 ; -   ; 46 ; 66 
2108454; 1.256 ; 4.652 ; 1.015 ; -   ; -   ; 1.833 ; 83 ; 62 ; 59 ; 4 ; -   ; -   ; 39 ; 24 ; 54 ; 225 ; 54 ; -   ; -   ; 84 ; 107 
2108504; 2.723 ; 7.398 ; 2.047 ; 308 ; -   ; 2.914 ; 132 ; 36 ; 47 ; 8 ; 2 ; -   ; 46 ; 36 ; 234 ; 565 ; 107 ; 23 ; -   ; 284 ; 253 
2108603; 4.253 ; 14.647 ; 4.957 ; 616 ; -   ; 895 ; 601 ; 129 ; 135 ; 19 ; 3 ; -   ; 22 ; 95 ; 241 ; 915 ; 263 ; 46 ; -   ; 82 ; 741 
2108702; 2.311 ; 6.168 ; 1.047 ; -   ; -   ; 1.655 ; 88 ; 52 ; 57 ; 3 ; -   ; -   ; 27 ; 32 ; 108 ; 346 ; 63 ; -   ; -   ; 72 ; 128 
2108801; 1.511 ; 3.175 ; 833 ; -   ; -   ; 2.165 ; 43 ; 47 ; 53 ; 2 ; -   ; -   ; 53 ; 18 ; 75 ; 180 ; 45 ; -   ; -   ; 74 ; 82 
2108900; 967 ; 3.423 ; 781 ; -   ; -   ; 1.213 ; 76 ; 51 ; 53 ; 4 ; -   ; -   ; 44 ; 30 ; 56 ; 229 ; 57 ; -   ; -   ; 116 ; 136 
2109007; 1.494 ; 4.224 ; 1.172 ; -   ; -   ; 1.297 ; 264 ; 29 ; 33 ; 2 ; -   ; -   ; 11 ; 26 ; 79 ; 250 ; 55 ; -   ; -   ; 67 ; 215 
2109056; 310 ; 1.078 ; 311 ; -   ; -   ; 76 ; 13 ; 9 ; 10 ; 2 ; -   ; -   ; 4 ; 4 ; 22 ; 92 ; 13 ; -   ; -   ; 9 ; 31 
2109106; 1.602 ; 6.947 ; 2.152 ; 60 ; -   ; 702 ; 76 ; 33 ; 39 ; 10 ; 1 ; -   ; 6 ; 27 ; 93 ; 376 ; 129 ; 4 ; -   ; 34 ; 207 
2109205; 661 ; 2.746 ; 648 ; -   ; -   ; 173 ; 41 ; 26 ; 29 ; 3 ; -   ; -   ; 5 ; 16 ; 47 ; 209 ; 30 ; -   ; -   ; 17 ; 95 
2109239; 440 ; 1.326 ; 369 ; 51 ; -   ; 210 ; 39 ; 13 ; 16 ; 3 ; 1 ; -   ; 7 ; 11 ; 43 ; 114 ; 23 ; 3 ; -   ; 12 ; 63 
2109270; 1.405 ; 3.927 ; 845 ; -   ; -   ; 219 ; 54 ; 46 ; 47 ; 2 ; -   ; -   ; 10 ; 22 ; 118 ; 313 ; 31 ; -   ; -   ; 21 ; 152 
2109304; 787 ; 2.581 ; 561 ; -   ; -   ; 1.142 ; 63 ; 40 ; 48 ; 1 ; -   ; -   ; 26 ; 16 ; 34 ; 168 ; 31 ; -   ; -   ; 41 ; 76 
2109403; 882 ; 2.930 ; 442 ; 74 ; -   ; 2.118 ; 32 ; 7 ; 47 ; 3 ; 2 ; -   ; 35 ; 13 ; 91 ; 220 ; 27 ; 10 ; -   ; 92 ; 45 
2109452; 1.245 ; 4.949 ; 1.059 ; -   ; -   ; 519 ; 35 ; 16 ; 20 ; 2 ; -   ; -   ; 3 ; 13 ; 76 ; 226 ; 61 ; -   ; -   ; 32 ; 99 
2109502; 602 ; 4.312 ; 840 ; -   ; -   ; 96 ; 77 ; 20 ; 34 ; 3 ; -   ; -   ; 2 ; 18 ; 27 ; 176 ; 48 ; -   ; -   ; 16 ; 126 
2109551; 357 ; 1.556 ; 289 ; -   ; -   ; 249 ; 42 ; 16 ; 18 ; 2 ; -   ; -   ; 4 ; 7 ; 12 ; 74 ; 23 ; -   ; -   ; 29 ; 59 
2109601; 2.466 ; 7.255 ; 1.999 ; -   ; -   ; 781 ; 131 ; 49 ; 57 ; 7 ; -   ; -   ; 15 ; 43 ; 137 ; 370 ; 117 ; -   ; -   ; 84 ; 243 
2109700; 215 ; 1.189 ; 174 ; -   ; -   ; 8 ; 11 ; 3 ; 10 ; 1 ; -   ; -   ; 1 ; 7 ; 11 ; 68 ; 14 ; -   ; -   ; 8 ; 26 
2109759; 349 ; 1.312 ; 227 ; -   ; -   ; 23 ; 30 ; 18 ; 19 ; 1 ; -   ; -   ; 2 ; 8 ; 19 ; 81 ; 12 ; -   ; -   ; 9 ; 45 
2109809; 2.136 ; 8.714 ; 1.362 ; -   ; -   ; 2.428 ; 119 ; 93 ; 95 ; 5 ; -   ; -   ; 55 ; 24 ; 133 ; 533 ; 80 ; -   ; -   ; 214 ; 195 
2109908; 5.249 ; 16.877 ; 5.484 ; 1.410 ; -   ; 1.687 ; 423 ; 55 ; 64 ; 15 ; 3 ; -   ; 32 ; 54 ; 363 ; 1.015 ; 271 ; 74 ; -   ; 171 ; 687 
2110005; 3.508 ; 15.027 ; 3.403 ; -   ; -   ; 806 ; 168 ; 147 ; 157 ; 12 ; -   ; -   ; 22 ; 36 ; 203 ; 912 ; 167 ; -   ; -   ; 105 ; 358 
2110039; 1.348 ; 4.560 ; 1.217 ; -   ; -   ; 410 ; 106 ; 45 ; 47 ; 3 ; -   ; -   ; 8 ; 22 ; 88 ; 304 ; 45 ; -   ; -   ; 22 ; 187 
2110104; 1.546 ; 6.689 ; 1.518 ; -   ; -   ; 947 ; 66 ; 70 ; 76 ; 4 ; -   ; -   ; 43 ; 23 ; 81 ; 446 ; 98 ; -   ; -   ; 73 ; 127 
2110203; 2.188 ; 5.611 ; 1.623 ; 51 ; -   ; 2.055 ; 120 ; 46 ; 52 ; 4 ; 1 ; -   ; 41 ; 35 ; 107 ; 311 ; 74 ; 8 ; -   ; 104 ; 176 
2110237; 515 ; 1.806 ; 427 ; -   ; -   ; 347 ; 97 ; 21 ; 24 ; 2 ; -   ; -   ; 10 ; 21 ; 40 ; 120 ; 20 ; -   ; -   ; 34 ; 86 
2110278; 654 ; 3.052 ; 280 ; -   ; -   ; 265 ; 23 ; 47 ; 48 ; 1 ; -   ; -   ; 11 ; 11 ; 39 ; 210 ; 16 ; -   ; -   ; 30 ; 39 
2110302; 995 ; 2.886 ; 655 ; -   ; -   ; 446 ; 21 ; 41 ; 44 ; 3 ; -   ; -   ; 19 ; 15 ; 72 ; 254 ; 38 ; -   ; -   ; 33 ; 58 
2110401; 877 ; 4.683 ; 973 ; -   ; -   ; 731 ; 53 ; 43 ; 49 ; 1 ; -   ; -   ; 32 ; 14 ; 42 ; 258 ; 50 ; -   ; -   ; 45 ; 136 
2110500; 1.597 ; 7.192 ; 2.250 ; 1.205 ; -   ; 1.430 ; 293 ; 72 ; 76 ; 6 ; 3 ; -   ; 43 ; 31 ; 99 ; 396 ; 100 ; 48 ; -   ; 65 ; 223 
2110609; 1.330 ; 5.160 ; 1.284 ; 16 ; -   ; 141 ; 61 ; 48 ; 52 ; 7 ; 1 ; -   ; 2 ; 22 ; 101 ; 310 ; 94 ; 7 ; -   ; 12 ; 158 
2110658; 406 ; 1.512 ; 234 ; -   ; -   ; 61 ; 4 ; 7 ; 12 ; 2 ; -   ; -   ; 1 ; 2 ; 25 ; 89 ; 18 ; -   ; -   ; 6 ; 25 
2110708; 2.006 ; 7.031 ; 1.523 ; -   ; -   ; 709 ; 116 ; 52 ; 56 ; 3 ; -   ; -   ; 18 ; 36 ; 156 ; 493 ; 70 ; -   ; -   ; 55 ; 239 
2110807; 168 ; 756 ; 130 ; -   ; -   ; 67 ; 11 ; 10 ; 16 ; 2 ; -   ; -   ; 3 ; 5 ; 14 ; 53 ; 11 ; -   ; -   ; 14 ; 22 
2110856; 483 ; 1.754 ; 309 ; -   ; -   ; 78 ; 33 ; 11 ; 14 ; 2 ; -   ; -   ; 3 ; 10 ; 22 ; 91 ; 18 ; -   ; -   ; 7 ; 56 
2110906; 373 ; 1.953 ; 327 ; -   ; -   ; 138 ; 12 ; 38 ; 41 ; 2 ; -   ; -   ; 4 ; 4 ; 23 ; 96 ; 28 ; -   ; -   ; 9 ; 25 
2111003; 1.065 ; 3.894 ; 951 ; -   ; 44 ; 773 ; 23 ; 68 ; 70 ; 2 ; -   ; 1 ; 28 ; 11 ; 74 ; 291 ; 46 ; -   ; 2 ; 55 ; 66 
2111029; 887 ; 4.096 ; 583 ; -   ; -   ; 790 ; 44 ; 44 ; 54 ; 4 ; -   ; -   ; 18 ; 12 ; 48 ; 270 ; 25 ; -   ; -   ; 41 ; 102 
2111052; 451 ; 2.114 ; 434 ; -   ; -   ; 655 ; 152 ; 24 ; 27 ; 2 ; -   ; -   ; 18 ; 17 ; 20 ; 142 ; 24 ; -   ; -   ; 44 ; 115 
2111078; 1.298 ; 3.960 ; 755 ; -   ; -   ; 710 ; 190 ; 59 ; 60 ; 3 ; -   ; -   ; 23 ; 22 ; 52 ; 264 ; 47 ; -   ; -   ; 73 ; 174 
2111102; 1.171 ; 4.216 ; 1.294 ; 302 ; -   ; 397 ; 168 ; 26 ; 29 ; 4 ; 1 ; -   ; 5 ; 23 ; 73 ; 209 ; 106 ; 30 ; -   ; 42 ; 217 
2111201; 7.109 ; 22.999 ; 4.018 ; -   ; -   ; 2.021 ; 343 ; 108 ; 118 ; 10 ; -   ; -   ; 26 ; 66 ; 338 ; 926 ; 269 ; -   ; -   ; 156 ; 420 
2111250; 394 ; 1.414 ; 233 ; -   ; -   ; 41 ; 33 ; 19 ; 20 ; 1 ; -   ; -   ; 1 ; 12 ; 20 ; 110 ; 21 ; -   ; -   ; 10 ; 74 
2111300; 48.448 ; 147.639 ; 54.079 ; 13.591 ; 15 ; 25.099 ; 3.453 ; 401 ; 466 ; 140 ; 28 ; 1 ; 169 ; 400 ; 2.485 ; 6.899 ; 3.503 ; 691 ; 7 ; 1.756 ; 5.252 
2111409; 877 ; 4.236 ; 775 ; -   ; -   ; 63 ; 43 ; 56 ; 80 ; 1 ; -   ; -   ; 1 ; 15 ; 88 ; 280 ; 37 ; -   ; -   ; 3 ; 92 
2111508; 2.139 ; 7.429 ; 1.869 ; -   ; -   ; 602 ; 140 ; 49 ; 54 ; 4 ; -   ; -   ; 11 ; 33 ; 114 ; 340 ; 94 ; -   ; -   ; 32 ; 176 
2111532; 612 ; 2.143 ; 416 ; -   ; -   ; 253 ; 67 ; 4 ; 7 ; 2 ; -   ; -   ; 3 ; 9 ; 35 ; 83 ; 31 ; -   ; -   ; 27 ; 77 
2111573; 136 ; 1.020 ; 188 ; -   ; -   ; 47 ; 9 ; 1 ; 7 ; 1 ; -   ; -   ; 1 ; 4 ; 7 ; 52 ; 8 ; -   ; -   ; 3 ; 21 
2111607; 802 ; 3.669 ; 1.060 ; 505 ; -   ; 286 ; 73 ; 23 ; 28 ; 2 ; 1 ; -   ; 3 ; 14 ; 43 ; 206 ; 80 ; 54 ; -   ; 34 ; 152 
2111631; 357 ; 1.301 ; 281 ; -   ; -   ; 90 ; 8 ; 12 ; 14 ; 3 ; -   ; -   ; 3 ; 6 ; 30 ; 107 ; 15 ; -   ; -   ; 10 ; 26 
2111672; 314 ; 1.550 ; 220 ; -   ; -   ; 566 ; 9 ; 11 ; 15 ; 1 ; -   ; -   ; 10 ; 4 ; 19 ; 84 ; 12 ; -   ; -   ; 19 ; 11 
2111706; 939 ; 3.586 ; 868 ; -   ; -   ; 63 ; 21 ; 46 ; 46 ; 3 ; -   ; -   ; 2 ; 8 ; 57 ; 215 ; 36 ; -   ; -   ; 7 ; 57 
2111722; 624 ; 1.570 ; 379 ; -   ; -   ; 645 ; 30 ; 21 ; 21 ; 1 ; -   ; -   ; 15 ; 13 ; 23 ; 77 ; 18 ; -   ; -   ; 25 ; 39 
2111748; 612 ; 2.284 ; 541 ; -   ; -   ; 190 ; 21 ; 21 ; 24 ; 1 ; -   ; -   ; 8 ; 11 ; 44 ; 152 ; 25 ; -   ; -   ; 24 ; 59 
2111763; 705 ; 2.901 ; 782 ; -   ; -   ; 299 ; 59 ; 20 ; 22 ; 3 ; -   ; -   ; 5 ; 18 ; 59 ; 188 ; 34 ; -   ; -   ; 33 ; 93 
2111789; 484 ; 2.269 ; 521 ; -   ; -   ; 144 ; 44 ; 29 ; 35 ; 2 ; -   ; -   ; 2 ; 17 ; 35 ; 157 ; 30 ; -   ; -   ; 14 ; 84 
2111805; 858 ; 3.481 ; 783 ; 65 ; -   ; 808 ; 62 ; 28 ; 31 ; 4 ; 2 ; -   ; 12 ; 12 ; 55 ; 227 ; 43 ; 7 ; -   ; 47 ; 103 
2111904; 607 ; 1.942 ; 455 ; 71 ; -   ; 70 ; 48 ; 12 ; 15 ; 3 ; 2 ; -   ; 2 ; 7 ; 30 ; 96 ; 51 ; 25 ; -   ; 15 ; 77 
2111953; 263 ; 963 ; 213 ; -   ; -   ; 128 ; 38 ; 8 ; 8 ; 1 ; -   ; -   ; 3 ; 4 ; 15 ; 62 ; 13 ; -   ; -   ; 8 ; 46 
2112001; 529 ; 1.982 ; 346 ; -   ; -   ; 121 ; 64 ; 1 ; 11 ; 1 ; -   ; -   ; 4 ; 8 ; 37 ; 95 ; 28 ; -   ; -   ; 18 ; 76 
2112100; 1.251 ; 5.151 ; 1.077 ; -   ; 43 ; 385 ; 107 ; 12 ; 62 ; 2 ; -   ; 1 ; 7 ; 20 ; 65 ; 244 ; 68 ; -   ; 1 ; 42 ; 145 
2112209; 6.199 ; 27.310 ; 5.455 ; 797 ; 333 ; 5.333 ; 679 ; 149 ; 168 ; 17 ; 3 ; 3 ; 61 ; 94 ; 276 ; 1.278 ; 545 ; 54 ; 21 ; 406 ; 804 
2112233; 1.041 ; 3.417 ; 691 ; -   ; -   ; 522 ; 133 ; 18 ; 18 ; 2 ; -   ; -   ; 7 ; 17 ; 57 ; 193 ; 44 ; -   ; -   ; 71 ; 176 
2112274; 660 ; 1.598 ; 342 ; -   ; -   ; 491 ; 27 ; 13 ; 12 ; 2 ; -   ; -   ; 9 ; 5 ; 53 ; 140 ; 17 ; -   ; -   ; 47 ; 35 
2112308; 1.826 ; 6.621 ; 1.515 ; -   ; -   ; 631 ; 186 ; 52 ; 55 ; 8 ; -   ; -   ; 21 ; 48 ; 135 ; 470 ; 87 ; -   ; -   ; 66 ; 277 
2112407; 2.310 ; 8.253 ; 1.493 ; 23 ; -   ; 901 ; 144 ; 80 ; 91 ; 6 ; 1 ; -   ; 21 ; 54 ; 153 ; 482 ; 78 ; 8 ; -   ; 56 ; 230 
2112456; 1.521 ; 5.325 ; 466 ; -   ; -   ; 1.268 ; 26 ; 49 ; 56 ; 2 ; -   ; -   ; 20 ; 11 ; 100 ; 368 ; 32 ; -   ; -   ; 84 ; 61 
2112506; 3.047 ; 12.149 ; 3.147 ; 10 ; -   ; 525 ; 139 ; 76 ; 81 ; 6 ; 1 ; -   ; 17 ; 38 ; 184 ; 697 ; 127 ; 8 ; -   ; 77 ; 167 
2112605; 1.970 ; 7.651 ; 1.651 ; -   ; 95 ; 1.512 ; 106 ; 54 ; 60 ; 3 ; -   ; 2 ; 38 ; 22 ; 103 ; 395 ; 98 ; -   ; 5 ; 90 ; 149 
2112704; 2.780 ; 9.251 ; 1.916 ; -   ; -   ; 1.756 ; 319 ; 58 ; 87 ; 6 ; -   ; -   ; 61 ; 47 ; 146 ; 422 ; 82 ; -   ; -   ; 106 ; 224 
2112803; 2.648 ; 9.906 ; 2.149 ; 41 ; -   ; 620 ; 111 ; 94 ; 97 ; 7 ; 1 ; -   ; 21 ; 33 ; 128 ; 503 ; 133 ; 9 ; -   ; 31 ; 145 
2112852; 629 ; 1.982 ; 433 ; -   ; -   ; 181 ; 38 ; 5 ; 9 ; 3 ; -   ; -   ; 3 ; 9 ; 28 ; 85 ; 24 ; -   ; -   ; 12 ; 58 
2112902; 1.910 ; 6.131 ; 2.006 ; -   ; -   ; 350 ; 69 ; 43 ; 54 ; 7 ; -   ; -   ; 10 ; 29 ; 95 ; 353 ; 82 ; -   ; -   ; 33 ; 166 
2113009; 1.892 ; 6.178 ; 1.413 ; -   ; -   ; 709 ; 66 ; 68 ; 75 ; 3 ; -   ; -   ; 17 ; 33 ; 107 ; 388 ; 90 ; -   ; -   ; 70 ; 151 
2114007; 2.387 ; 8.493 ; 3.090 ; 1.046 ; -   ; 1.732 ; 168 ; 77 ; 82 ; 4 ; 3 ; -   ; 33 ; 39 ; 143 ; 519 ; 167 ; 93 ; -   ; 155 ; 267 
2200053; 172 ; 1.130 ; 247 ; 27 ; -   ; 51 ; 22 ; 9 ; 9 ; 1 ; 1 ; -   ; 2 ; 7 ; 13 ; 63 ; 15 ; 1 ; -   ; 3 ; 43 
2200103; 197 ; 730 ; 216 ; -   ; -   ; 82 ; 13 ; 4 ; 4 ; 1 ; -   ; -   ; 1 ; 3 ; 13 ; 43 ; 25 ; -   ; -   ; 5 ; 20 
2200202; 842 ; 2.858 ; 799 ; 126 ; -   ; 905 ; 56 ; 10 ; 15 ; 4 ; 1 ; -   ; 7 ; 16 ; 43 ; 162 ; 58 ; 17 ; -   ; 52 ; 119 
2200251; 252 ; 1.100 ; 122 ; -   ; -   ; 85 ; 16 ; 13 ; 14 ; 1 ; -   ; -   ; 2 ; 6 ; 24 ; 77 ; 12 ; -   ; -   ; 16 ; 35 
2200277; 277 ; 778 ; 160 ; -   ; 173 ; 472 ; 27 ; 6 ; 8 ; 1 ; -   ; 1 ; 3 ; 7 ; 19 ; 50 ; 20 ; -   ; 7 ; 55 ; 57 
2200301; 433 ; 1.935 ; 364 ; 49 ; -   ; 240 ; 24 ; 33 ; 35 ; 2 ; 1 ; -   ; 6 ; 14 ; 23 ; 154 ; 32 ; 11 ; -   ; 27 ; 48 
2200400; 1.777 ; 6.422 ; 1.675 ; 359 ; -   ; 1.206 ; 158 ; 52 ; 62 ; 11 ; 1 ; -   ; 15 ; 36 ; 82 ; 415 ; 176 ; 36 ; -   ; 120 ; 253 
2200459; 298 ; 1.088 ; 140 ; -   ; -   ; 305 ; 30 ; 7 ; 9 ; 1 ; -   ; -   ; 9 ; 7 ; 29 ; 92 ; 20 ; -   ; -   ; 39 ; 61 
2200509; 761 ; 2.761 ; 546 ; 141 ; 49 ; 658 ; 39 ; 38 ; 48 ; 2 ; 1 ; 1 ; 7 ; 24 ; 51 ; 205 ; 46 ; 5 ; 5 ; 51 ; 62 
2200608; 276 ; 1.161 ; 633 ; 438 ; -   ; 194 ; 41 ; 7 ; 9 ; 3 ; 1 ; -   ; 3 ; 8 ; 16 ; 77 ; 74 ; 33 ; -   ; 28 ; 75 
2200707; 394 ; 1.532 ; 340 ; -   ; -   ; 383 ; 17 ; 10 ; 12 ; 1 ; -   ; -   ; 6 ; 10 ; 35 ; 110 ; 28 ; -   ; -   ; 12 ; 41 
2200806; 111 ; 506 ; 78 ; -   ; -   ; 76 ; 1 ; 3 ; 5 ; 1 ; -   ; -   ; 2 ; 1 ; 8 ; 33 ; 11 ; -   ; -   ; 13 ; 3 
2200905; 214 ; 960 ; 198 ; 24 ; -   ; 78 ; 15 ; 13 ; 16 ; 2 ; 1 ; -   ; 1 ; 7 ; 13 ; 85 ; 24 ; 13 ; -   ; 17 ; 44 
