COD. MUNIC;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial
1101435; 143 ; 1.133 ; 228 ; -   ; -   ; 59 ; 46 ; 3 ; 5 ; 1 ; -   ; -   ; 1 ; 5 ; 8 ; 44 ; 16 ; -   ; -   ; 11 ; 41 
1100502; 230 ; 1.328 ; 450 ; 166 ; -   ; 124 ; 31 ; 3 ; 4 ; 3 ; 1 ; -   ; 1 ; 4 ; 12 ; 74 ; 66 ; 13 ; -   ; 7 ; 46 
1100155; 1.433 ; 5.664 ; 1.078 ; 94 ; -   ; 733 ; 324 ; 13 ; 18 ; 5 ; 1 ; -   ; 3 ; 23 ; 65 ; 231 ; 86 ; 4 ; -   ; 45 ; 219 
1101450; 64 ; 681 ; 137 ; -   ; -   ; 14 ; 31 ; 1 ; 8 ; 2 ; -   ; -   ; 1 ; 4 ; 5 ; 45 ; 35 ; -   ; -   ; 1 ; 27 
1100189; 1.369 ; 5.535 ; 1.425 ; 371 ; 41 ; 1.048 ; 567 ; 16 ; 18 ; 5 ; 3 ; 2 ; 3 ; 24 ; 63 ; 231 ; 114 ; 35 ; 4 ; 57 ; 266 
1101468; 61 ; 444 ; 80 ; -   ; -   ; 25 ; 13 ; 1 ; 2 ; 1 ; -   ; -   ; 2 ; 3 ; 4 ; 23 ; 35 ; -   ; -   ; 8 ; 42 
1100205; 15.125 ; 80.719 ; 16.956 ; 6.809 ; 993 ; 15.521 ; 2.892 ; 110 ; 232 ; 59 ; 11 ; 1 ; 59 ; 231 ; 747 ; 3.138 ; 1.026 ; 241 ; 128 ; 808 ; 2.841 
1100254; 675 ; 3.137 ; 637 ; -   ; -   ; 477 ; 98 ; 7 ; 15 ; 5 ; -   ; -   ; 2 ; 16 ; 40 ; 168 ; 67 ; -   ; -   ; 19 ; 149 
1101476; 126 ; 603 ; 147 ; -   ; -   ; -   ; 18 ; 3 ; 4 ; 2 ; -   ; -   ; -   ; 4 ; 13 ; 32 ; 35 ; -   ; -   ; -   ; 22 
1100262; 100 ; 683 ; 109 ; -   ; -   ; -   ; 28 ; 1 ; 2 ; 1 ; -   ; -   ; -   ; 2 ; 5 ; 34 ; 9 ; -   ; -   ; -   ; 24 
1100288; 1.780 ; 8.135 ; 2.020 ; 91 ; 59 ; 876 ; 446 ; 12 ; 21 ; 10 ; 2 ; 1 ; 5 ; 27 ; 101 ; 411 ; 166 ; 7 ; 2 ; 60 ; 347 
1100296; 206 ; 1.101 ; 235 ; -   ; -   ; 56 ; 59 ; 2 ; 2 ; 1 ; -   ; -   ; 1 ; 2 ; 12 ; 58 ; 45 ; -   ; -   ; 10 ; 52 
1101484; 134 ; 834 ; 213 ; -   ; -   ; 63 ; 46 ; 3 ; 4 ; 2 ; -   ; -   ; 1 ; 4 ; 9 ; 53 ; 52 ; -   ; -   ; 15 ; 68 
1101492; 489 ; 2.920 ; 724 ; 65 ; -   ; 451 ; 57 ; 5 ; 10 ; 3 ; 1 ; -   ; 1 ; 8 ; 21 ; 122 ; 51 ; 9 ; -   ; 17 ; 113 
1100320; 705 ; 3.431 ; 838 ; -   ; -   ; 457 ; 125 ; 12 ; 15 ; 1 ; -   ; -   ; 2 ; 13 ; 44 ; 148 ; 44 ; -   ; -   ; 21 ; 128 
1101500; 259 ; 1.975 ; 424 ; 182 ; -   ; 201 ; 137 ; 4 ; 7 ; 1 ; 1 ; -   ; 1 ; 7 ; 11 ; 74 ; 17 ; 10 ; -   ; 12 ; 73 
1101559; 206 ; 726 ; 151 ; -   ; -   ; 44 ; 30 ; 3 ; 4 ; 1 ; -   ; -   ; 1 ; 4 ; 16 ; 36 ; 10 ; -   ; -   ; 10 ; 32 
1101609; 233 ; 1.550 ; 381 ; -   ; -   ; 77 ; 74 ; 6 ; 6 ; 1 ; -   ; -   ; 2 ; 7 ; 17 ; 84 ; 47 ; -   ; -   ; 20 ; 94 
1101708; 296 ; 1.692 ; 415 ; -   ; -   ; 262 ; 84 ; 5 ; 7 ; 1 ; -   ; -   ; 1 ; 9 ; 18 ; 81 ; 19 ; -   ; -   ; 19 ; 77 
1101757; 206 ; 1.429 ; 253 ; -   ; -   ; 169 ; 63 ; 5 ; 6 ; 1 ; -   ; -   ; 3 ; 7 ; 9 ; 59 ; 17 ; -   ; -   ; 22 ; 50 
1101807; 171 ; 1.194 ; 233 ; -   ; -   ; 37 ; 46 ; 2 ; 5 ; 1 ; -   ; -   ; 1 ; 6 ; 15 ; 60 ; 39 ; -   ; -   ; 5 ; 56 
1100304; 3.121 ; 14.220 ; 3.263 ; 912 ; 117 ; 2.653 ; 874 ; 20 ; 44 ; 12 ; 3 ; 2 ; 6 ; 49 ; 140 ; 573 ; 226 ; 118 ; 10 ; 104 ; 638 
1200013; 774 ; 2.416 ; 628 ; -   ; -   ; 440 ; 87 ; 6 ; 10 ; 3 ; -   ; -   ; 8 ; 10 ; 47 ; 91 ; 30 ; -   ; -   ; 27 ; 95 
1200054; 355 ; 2.540 ; 288 ; -   ; -   ; 581 ; 110 ; 19 ; 66 ; 2 ; -   ; -   ; 12 ; 22 ; 28 ; 153 ; 22 ; -   ; -   ; 38 ; 86 
1200104; 952 ; 4.167 ; 1.018 ; -   ; -   ; 840 ; 237 ; 5 ; 35 ; 3 ; -   ; -   ; 4 ; 21 ; 43 ; 176 ; 52 ; -   ; -   ; 47 ; 181 
1200138; 483 ; 2.509 ; 517 ; -   ; -   ; 646 ; 105 ; 2 ; 31 ; 11 ; -   ; -   ; 14 ; 17 ; 15 ; 132 ; 45 ; -   ; -   ; 46 ; 109 
1200179; 458 ; 2.059 ; 400 ; -   ; -   ; 717 ; 101 ; 4 ; 14 ; 3 ; -   ; -   ; 6 ; 9 ; 18 ; 89 ; 30 ; -   ; -   ; 49 ; 91 
1200203; 5.082 ; 18.581 ; 5.411 ; 950 ; 42 ; 5.531 ; 2.118 ; 69 ; 148 ; 22 ; 4 ; 1 ; 46 ; 133 ; 333 ; 831 ; 310 ; 67 ; 11 ; 462 ; 1.015 
1200252; 815 ; 2.632 ; 654 ; -   ; -   ; 886 ; 172 ; 8 ; 19 ; 2 ; -   ; -   ; 3 ; 18 ; 31 ; 110 ; 38 ; -   ; -   ; 62 ; 123 
1200302; 1.262 ; 8.361 ; 1.731 ; -   ; -   ; 3.062 ; 293 ; 46 ; 131 ; 18 ; -   ; -   ; 23 ; 32 ; 80 ; 401 ; 98 ; -   ; -   ; 197 ; 210 
1200328; 550 ; 2.546 ; 418 ; -   ; -   ; 521 ; 76 ; 20 ; 67 ; 2 ; -   ; -   ; 3 ; 21 ; 51 ; 147 ; 35 ; -   ; -   ; 44 ; 72 
1200336; 1.224 ; 3.938 ; 808 ; -   ; -   ; 1.839 ; 302 ; 33 ; 42 ; 6 ; -   ; -   ; 16 ; 33 ; 70 ; 198 ; 76 ; -   ; -   ; 163 ; 197 
1200344; 436 ; 2.317 ; 403 ; -   ; -   ; 824 ; 86 ; 12 ; 31 ; 1 ; -   ; -   ; 7 ; 10 ; 20 ; 87 ; 19 ; -   ; -   ; 56 ; 62 
1200351; 983 ; 4.464 ; 996 ; -   ; -   ; 944 ; 155 ; 37 ; 65 ; 3 ; -   ; -   ; 12 ; 34 ; 79 ; 274 ; 52 ; -   ; -   ; 52 ; 153 
1200385; 700 ; 2.965 ; 725 ; 182 ; -   ; 770 ; 257 ; 8 ; 21 ; 5 ; 1 ; -   ; 11 ; 24 ; 32 ; 141 ; 42 ; 9 ; -   ; 46 ; 159 
1200807; 592 ; 3.621 ; 757 ; -   ; -   ; 964 ; 226 ; 12 ; 28 ; 9 ; -   ; -   ; 12 ; 23 ; 33 ; 170 ; 61 ; -   ; -   ; 71 ; 167 
1200393; 627 ; 2.930 ; 525 ; -   ; -   ; 943 ; 159 ; 28 ; 44 ; 2 ; -   ; -   ; 19 ; 26 ; 55 ; 169 ; 26 ; -   ; -   ; 61 ; 113 
1200401; 16.777 ; 60.414 ; 16.710 ; 5.937 ; 98 ; 12.930 ; 4.204 ; 89 ; 198 ; 60 ; 12 ; 2 ; 68 ; 237 ; 725 ; 2.328 ; 935 ; 321 ; 16 ; 639 ; 3.026 
1200427; 1.413 ; 3.418 ; 819 ; -   ; -   ; 2.670 ; 376 ; 40 ; 61 ; 11 ; -   ; -   ; 32 ; 42 ; 84 ; 200 ; 85 ; -   ; -   ; 215 ; 248 
1200435; 296 ; 2.039 ; 406 ; -   ; -   ; 530 ; 57 ; 7 ; 56 ; 9 ; -   ; -   ; 2 ; 21 ; 29 ; 119 ; 20 ; -   ; -   ; 47 ; 50 
1200500; 1.313 ; 7.613 ; 1.524 ; 177 ; -   ; 2.080 ; 298 ; 18 ; 141 ; 21 ; 1 ; -   ; 21 ; 44 ; 62 ; 371 ; 101 ; 26 ; -   ; 163 ; 238 
1200450; 1.098 ; 4.319 ; 970 ; -   ; -   ; 912 ; 320 ; 8 ; 28 ; 8 ; -   ; -   ; 15 ; 30 ; 46 ; 214 ; 77 ; -   ; -   ; 60 ; 217 
1200609; 1.639 ; 10.847 ; 1.838 ; 365 ; -   ; 3.570 ; 336 ; 31 ; 83 ; 17 ; 1 ; -   ; 28 ; 46 ; 109 ; 461 ; 125 ; 28 ; -   ; 289 ; 315 
1200708; 660 ; 2.950 ; 595 ; 219 ; -   ; 1.183 ; 107 ; 14 ; 54 ; 9 ; 1 ; -   ; 26 ; 26 ; 35 ; 170 ; 62 ; 35 ; -   ; 95 ; 124 
1300029; 1.048 ; 3.808 ; 714 ; 139 ; -   ; 852 ; 70 ; 50 ; 56 ; 3 ; 1 ; -   ; 26 ; 13 ; 54 ; 210 ; 60 ; 18 ; -   ; 92 ; 83 
1300060; 563 ; 2.422 ; 777 ; 102 ; -   ; 108 ; 54 ; 19 ; 24 ; 4 ; 1 ; -   ; 1 ; 13 ; 28 ; 137 ; 74 ; 14 ; -   ; 42 ; 79 
1300086; 480 ; 2.065 ; 722 ; 63 ; -   ; 44 ; 43 ; 20 ; 25 ; 5 ; 1 ; -   ; 2 ; 8 ; 18 ; 159 ; 53 ; 14 ; -   ; 27 ; 80 
1300102; 556 ; 2.516 ; 675 ; 146 ; -   ; 339 ; 36 ; 15 ; 17 ; 2 ; 1 ; -   ; 5 ; 9 ; 33 ; 140 ; 71 ; 20 ; -   ; 31 ; 93 
1300144; 590 ; 2.212 ; 571 ; 163 ; -   ; 289 ; 86 ; 9 ; 10 ; 2 ; 1 ; -   ; 3 ; 11 ; 36 ; 110 ; 50 ; 39 ; -   ; 44 ; 89 
1300201; 704 ; 3.530 ; 604 ; 48 ; 13 ; 1.182 ; 67 ; 38 ; 69 ; 2 ; 1 ; 1 ; 37 ; 13 ; 58 ; 272 ; 54 ; 10 ; 1 ; 76 ; 107 
1300300; 1.821 ; 8.753 ; 2.270 ; 136 ; -   ; 576 ; 189 ; 44 ; 51 ; 4 ; 1 ; -   ; 12 ; 31 ; 84 ; 456 ; 110 ; 20 ; -   ; 55 ; 275 
1300409; 1.071 ; 3.122 ; 821 ; 94 ; -   ; 647 ; 81 ; 43 ; 52 ; 3 ; 1 ; -   ; 16 ; 15 ; 68 ; 242 ; 67 ; 11 ; -   ; 65 ; 153 
1300508; 2.081 ; 8.414 ; 2.446 ; 94 ; -   ; 893 ; 264 ; 89 ; 99 ; 9 ; 1 ; -   ; 41 ; 38 ; 97 ; 563 ; 120 ; 10 ; -   ; 118 ; 327 
1300607; 2.134 ; 8.719 ; 2.183 ; 100 ; -   ; 469 ; 136 ; 50 ; 58 ; 3 ; 1 ; -   ; 7 ; 30 ; 95 ; 457 ; 138 ; 16 ; -   ; 55 ; 315 
1300631; 681 ; 5.552 ; 1.413 ; 108 ; -   ; 328 ; 18 ; 55 ; 62 ; 3 ; 1 ; -   ; 10 ; 11 ; 17 ; 236 ; 68 ; 13 ; -   ; 27 ; 59 
1300680; 1.154 ; 3.611 ; 1.201 ; 96 ; -   ; 444 ; 221 ; 43 ; 45 ; 2 ; 1 ; -   ; 22 ; 18 ; 57 ; 242 ; 55 ; 20 ; -   ; 72 ; 176 
1300706; 992 ; 6.292 ; 1.623 ; 142 ; -   ; 243 ; 62 ; 47 ; 103 ; 7 ; 1 ; -   ; 7 ; 23 ; 56 ; 393 ; 102 ; 15 ; -   ; 73 ; 154 
1300805; 2.095 ; 7.646 ; 1.862 ; 144 ; -   ; 742 ; 113 ; 138 ; 160 ; 9 ; 1 ; -   ; 27 ; 29 ; 141 ; 587 ; 123 ; 7 ; -   ; 80 ; 221 
1300839; 655 ; 2.635 ; 637 ; 125 ; -   ; 187 ; 125 ; 39 ; 46 ; 3 ; 1 ; -   ; 4 ; 8 ; 28 ; 197 ; 56 ; 17 ; -   ; 24 ; 102 
1300904; 392 ; 2.427 ; 385 ; 85 ; -   ; 434 ; 23 ; 10 ; 39 ; 2 ; 1 ; -   ; 6 ; 7 ; 17 ; 117 ; 46 ; 9 ; -   ; 31 ; 44 
1301001; 1.282 ; 5.862 ; 1.504 ; 95 ; -   ; 1.096 ; 193 ; 38 ; 53 ; 5 ; 1 ; -   ; 27 ; 30 ; 60 ; 291 ; 81 ; 5 ; -   ; 81 ; 267 
1301100; 1.632 ; 6.309 ; 1.797 ; 159 ; -   ; 1.266 ; 94 ; 37 ; 43 ; 4 ; 1 ; -   ; 29 ; 21 ; 118 ; 340 ; 94 ; 16 ; -   ; 122 ; 191 
1301159; 768 ; 3.734 ; 1.155 ; -   ; -   ; 341 ; 46 ; 44 ; 51 ; 8 ; -   ; -   ; 18 ; 14 ; 39 ; 295 ; 104 ; -   ; -   ; 52 ; 125 
1301209; 2.481 ; 15.716 ; 4.106 ; 718 ; -   ; 1.197 ; 296 ; 25 ; 135 ; 10 ; 3 ; -   ; 12 ; 45 ; 142 ; 812 ; 195 ; 57 ; -   ; 99 ; 435 
1301308; 922 ; 4.540 ; 1.068 ; 121 ; -   ; 379 ; 93 ; 37 ; 56 ; 3 ; 1 ; -   ; 4 ; 17 ; 81 ; 282 ; 60 ; 16 ; -   ; 43 ; 162 
1301407; 1.845 ; 8.041 ; 1.519 ; 607 ; -   ; 1.191 ; 136 ; 34 ; 41 ; 2 ; 2 ; -   ; 15 ; 14 ; 114 ; 393 ; 65 ; 49 ; -   ; 80 ; 180 
1301506; 705 ; 3.455 ; 457 ; 163 ; -   ; 471 ; 20 ; 10 ; 41 ; 1 ; 1 ; -   ; 3 ; 7 ; 34 ; 173 ; 23 ; 13 ; -   ; 25 ; 51 
1301605; 1.431 ; 5.603 ; 1.066 ; 119 ; -   ; 830 ; 36 ; 51 ; 55 ; 3 ; 1 ; -   ; 21 ; 9 ; 115 ; 387 ; 76 ; 12 ; -   ; 59 ; 95 
1301654; 774 ; 2.913 ; 678 ; 115 ; -   ; 256 ; 93 ; 35 ; 41 ; 2 ; 1 ; -   ; 1 ; 17 ; 29 ; 174 ; 57 ; 14 ; -   ; 16 ; 128 
1301704; 2.076 ; 9.094 ; 2.486 ; 744 ; -   ; 965 ; 255 ; 72 ; 86 ; 10 ; 2 ; -   ; 18 ; 31 ; 91 ; 435 ; 154 ; 63 ; -   ; 84 ; 316 
1301803; 632 ; 3.639 ; 889 ; 183 ; -   ; 208 ; 35 ; 8 ; 42 ; 3 ; 1 ; -   ; 3 ; 10 ; 24 ; 181 ; 63 ; 9 ; -   ; 55 ; 69 
1301852; 2.441 ; 11.406 ; 3.080 ; 115 ; -   ; 1.954 ; 328 ; 55 ; 69 ; 4 ; 1 ; -   ; 38 ; 47 ; 125 ; 614 ; 118 ; 14 ; -   ; 154 ; 358 
1301902; 4.101 ; 19.690 ; 5.976 ; 1.114 ; -   ; 2.526 ; 541 ; 122 ; 134 ; 12 ; 4 ; -   ; 42 ; 63 ; 250 ; 1.104 ; 218 ; 69 ; -   ; 190 ; 666 
1301951; 625 ; 2.529 ; 396 ; 107 ; -   ; 579 ; 19 ; 32 ; 38 ; 1 ; 1 ; -   ; 10 ; 5 ; 46 ; 151 ; 49 ; 7 ; -   ; 55 ; 56 
1302009; 549 ; 1.807 ; 582 ; 208 ; -   ; 349 ; 27 ; 18 ; 21 ; 3 ; 1 ; -   ; 6 ; 6 ; 27 ; 99 ; 52 ; 13 ; -   ; 25 ; 55 
1302108; 754 ; 1.932 ; 290 ; 113 ; -   ; 824 ; 17 ; 31 ; 38 ; 6 ; 1 ; -   ; 33 ; 9 ; 56 ; 187 ; 41 ; 7 ; -   ; 71 ; 44 
1302207; 885 ; 2.619 ; 506 ; 114 ; -   ; 504 ; 39 ; 29 ; 31 ; 3 ; 1 ; -   ; 7 ; 9 ; 41 ; 154 ; 49 ; 11 ; -   ; 58 ; 66 
1302306; 1.411 ; 6.123 ; 1.089 ; 63 ; -   ; 1.207 ; 58 ; 81 ; 88 ; 5 ; 1 ; -   ; 35 ; 14 ; 80 ; 382 ; 62 ; 9 ; -   ; 110 ; 124 
1302405; 1.234 ; 8.399 ; 1.928 ; 670 ; -   ; 1.294 ; 354 ; 6 ; 130 ; 4 ; 2 ; -   ; 35 ; 25 ; 63 ; 479 ; 108 ; 55 ; -   ; 112 ; 346 
1302504; 3.986 ; 19.507 ; 5.433 ; 727 ; 30 ; 1.690 ; 445 ; 120 ; 142 ; 12 ; 3 ; 2 ; 15 ; 64 ; 117 ; 716 ; 189 ; 49 ; 4 ; 148 ; 486 
1302553; 743 ; 3.554 ; 1.248 ; 123 ; -   ; 315 ; 90 ; 34 ; 38 ; 2 ; 1 ; -   ; 12 ; 10 ; 24 ; 212 ; 53 ; 13 ; -   ; 28 ; 69 
1302603; 66.430 ; 329.018 ; 108.182 ; 13.429 ; 13 ; 31.518 ; 9.066 ; 453 ; 750 ; 174 ; 24 ; 1 ; 134 ; 820 ; 2.583 ; 11.466 ; 4.332 ; 787 ; 3 ; 1.803 ; 10.699 
1302702; 2.437 ; 9.459 ; 2.649 ; 79 ; -   ; 1.007 ; 104 ; 143 ; 156 ; 6 ; 1 ; -   ; 22 ; 18 ; 142 ; 649 ; 127 ; 2 ; -   ; 116 ; 176 
1302801; 1.303 ; 4.262 ; 676 ; 149 ; -   ; 917 ; 123 ; 76 ; 92 ; 3 ; 1 ; -   ; 41 ; 34 ; 148 ; 334 ; 50 ; 17 ; -   ; 122 ; 165 
1302900; 2.386 ; 13.021 ; 3.140 ; 761 ; -   ; 806 ; 387 ; 94 ; 179 ; 5 ; 2 ; -   ; 13 ; 73 ; 125 ; 823 ; 143 ; 59 ; -   ; 97 ; 418 
1303007; 949 ; 3.619 ; 1.117 ; 160 ; -   ; 176 ; 44 ; 51 ; 57 ; 5 ; 1 ; -   ; 5 ; 10 ; 47 ; 229 ; 59 ; 20 ; -   ; 16 ; 94 
1303106; 1.529 ; 5.969 ; 1.853 ; 159 ; -   ; 477 ; 378 ; 58 ; 62 ; 3 ; 1 ; -   ; 10 ; 29 ; 97 ; 357 ; 57 ; 22 ; -   ; 81 ; 265 
1303205; 650 ; 2.747 ; 818 ; 157 ; -   ; 362 ; 45 ; 19 ; 23 ; 2 ; 1 ; -   ; 10 ; 12 ; 26 ; 162 ; 53 ; 23 ; -   ; 27 ; 94 
1303304; 972 ; 3.895 ; 1.081 ; 75 ; -   ; 349 ; 126 ; 36 ; 46 ; 4 ; 1 ; -   ; 3 ; 10 ; 43 ; 239 ; 75 ; 12 ; -   ; 25 ; 131 
1303403; 5.137 ; 19.660 ; 6.616 ; 1.033 ; -   ; 1.435 ; 760 ; 126 ; 151 ; 13 ; 3 ; -   ; 29 ; 106 ; 207 ; 973 ; 295 ; 79 ; -   ; 120 ; 865 
1303502; 534 ; 3.818 ; 649 ; 77 ; -   ; 360 ; 16 ; 3 ; 75 ; 3 ; 1 ; -   ; 4 ; 9 ; 20 ; 212 ; 63 ; 8 ; -   ; 38 ; 58 
1303536; 1.850 ; 6.402 ; 1.453 ; 585 ; -   ; 1.520 ; 156 ; 21 ; 26 ; 6 ; 2 ; -   ; 21 ; 29 ; 84 ; 301 ; 124 ; 59 ; -   ; 146 ; 241 
1303569; 1.245 ; 4.780 ; 1.331 ; 101 ; -   ; 1.109 ; 127 ; 17 ; 19 ; 3 ; 1 ; -   ; 9 ; 15 ; 74 ; 172 ; 74 ; 25 ; -   ; 45 ; 131 
