ano;Região Geográfica;Unidade da Federação;Área Territorial - km²;Pop_estimada;Inc_ENEM;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial;Mediana_CN;Mediana_CH;Mediana_LN;Mediana_MT;Mediana_RD
2013; Nordeste  ; Paraíba  ;56467,242;3914421;187330;138497;605957;139415;20130;4348;152499;15279;4247;4971;558;98;40;2150;2727;8264;32454;9968;2329;231;11142;18099;448,20;509,20;482,20; 483,40 ;520,00
2013; Nordeste  ; Pernambuco  ;98067,881;9208550;337716;325028;1416836;386668;72450;9342;215550;28598;7406;8588;1197;279;75;2323;4519;17214;62442;20778;5158;515;15089;29271;449,40;511,20;487,50; 496,00 ;520,00
2013; Nordeste  ; Alagoas  ;27843,295;3300935;122363;114200;564389;129996;15869;1700;101032;13636;2183;2728;352;41;26;1280;1866;6107;22330;5587;986;174;6009;13640;441,10;499,00;471,00; 472,90 ;520,00
2013; Nordeste  ; Sergipe  ;21925,424;2195662;102673;77944;356994;81568;7028;2566;54717;6057;1612;1992;263;45;26;499;1162;3979;16284;4315;641;229;3374;7639;442,70;501,50;471,40; 473,00 ;500,00
2013; Nordeste  ; Bahia  ;564760,427;15044137;543071;492078;2238360;575378;92170;3622;433665;52283;13564;17073;1519;318;80;4829;9351;27588;109880;31185;7125;448;27033;55963;444,20;509,40;480,60; 479,20 ;520,00
2013; Sudeste  ; Minas Gerais  ;586521,123;20593356;803671;690504;2775695;821588;180235;1754;351577;98097;8756;11924;3014;1022;41;3090;9209;47079;147387;58979;13905;151;28994;95586;473,20;532,80;505,20; 533,30 ;520,00
2013; Sudeste  ; Espírito Santo  ;46074,447;3839366;146974;161386;522377;136558;48350;169;73172;15686;1587;2354;436;206;4;450;2027;11479;26877;9100;4107;29;5204;23001;468,70;525,90;497,40; 521,10 ;520,00
2013; Sudeste  ; Rio de Janeiro  ;43750,427;16369179;496220;554167;2222442;596879;167057;4051;278200;49098;7455;8191;2195;615;54;1715;6385;34995;108134;43796;11625;263;19420;62602;475,80;537,90;517,30; 531,10 ;540,00
2013; Sudeste  ; São Paulo  ;248219,481;43663669;1114688;1934409;5673142;1892016;397169;2236;468063;174200;16363;15393;6342;1217;32;3189;17437;124374;273827;116317;26042;127;31423;211020;474,90;533,90;516,10; 531,50 ;540,00
2013; Sul  ; Paraná  ;199298,979;10997465;354000;380505;1528742;479519;107637;450;151358;78544;5285;6403;1917;510;15;1367;5859;27993;83649;36297;13314;41;11962;64503;468,80;525,60;500,40; 520,20 ;520,00
2013; Sul  ; Santa Catarina  ;95730,684;6634254;127851;297355;819239;271439;66311;541;77267;22398;3825;3337;975;247;14;425;3638;25781;43004;16787;6229;74;3746;37174;478,20;528,90;505,10; 529,20 ;520,00
2013; Sul  ; Rio Grande do Sul  ;281707,156;11164043;404861;328104;1422852;396297;105297;385;152185;66503;5978;6470;1481;484;20;1235;6304;27035;78982;29804;9441;97;11940;63153;467,90;524,90;504,30; 521,30 ;520,00
2013; Centro-Oeste  ; Mato Grosso do Sul  ;357145,534;2587269;150537;107012;407729;99411;21847;1240;41791;15869;1052;1128;417;125;14;281;1156;7233;19577;6816;1590;89;3135;15700;447,50;505,80;476,60; 486,00 ;480,00
2013; Centro-Oeste  ; Mato Grosso  ;903207,019;3182113;159457;130813;471582;160550;21256;814;99615;15658;1446;2036;580;118;19;606;1638;6810;23572;10104;2365;64;5866;16062;445,60;501,10;470,30; 476,20 ;480,00
2013; Centro-Oeste  ; Goiás  ;340203,329;6434048;195890;184584;901044;260562;27091;412;64312;23985;2349;3480;922;102;14;639;2976;11432;41490;15499;1928;52;5938;28856;456,00;513,80;488,20; 499,10 ;500,00
2013; Centro-Oeste  ; Distrito Federal  ;5760,783;2789761;114769;84798;403001;109171;15218;104;50468;15553;653;848;201;39;3;135;881;4917;18259;5005;813;19;2651;15944;463,90;533,60;507,90; 508,60 ;520,00
