COD. MUNIC;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial
1100809; 939 ; 4.097 ; 714 ; -   ; -   ; 1.131 ; 101 ; 9 ; 13 ; 2 ; -   ; -   ; 5 ; 14 ; 40 ; 159 ; 38 ; -   ; -   ; 71 ; 115 
1100908; 68 ; 584 ; 156 ; -   ; -   ; 27 ; 14 ; 2 ; 4 ; 1 ; -   ; -   ; 2 ; 4 ; 4 ; 41 ; 10 ; -   ; -   ; 13 ; 22 
1100056; 584 ; 2.426 ; 540 ; -   ; -   ; 475 ; 145 ; 10 ; 12 ; 2 ; -   ; -   ; 2 ; 13 ; 42 ; 131 ; 39 ; -   ; -   ; 34 ; 119 
1100924; 354 ; 1.813 ; 451 ; -   ; -   ; -   ; 45 ; 5 ; 13 ; 2 ; -   ; -   ; -   ; 10 ; 16 ; 104 ; 23 ; -   ; -   ; -   ; 59 
1100064; 435 ; 2.529 ; 1.065 ; 612 ; -   ; 495 ; 206 ; 4 ; 14 ; 3 ; 1 ; -   ; 2 ; 15 ; 36 ; 156 ; 96 ; 57 ; -   ; 32 ; 162 
1100072; 137 ; 1.400 ; 298 ; -   ; -   ; 163 ; 28 ; 1 ; 8 ; 3 ; -   ; -   ; 2 ; 9 ; 6 ; 85 ; 30 ; -   ; -   ; 16 ; 52 
1100080; 459 ; 2.846 ; 569 ; -   ; -   ; 454 ; 93 ; 5 ; 10 ; 2 ; -   ; -   ; 3 ; 9 ; 26 ; 136 ; 31 ; -   ; -   ; 30 ; 73 
1100940; 547 ; 3.456 ; 652 ; -   ; -   ; 261 ; 47 ; 2 ; 7 ; 1 ; -   ; -   ; 1 ; 7 ; 17 ; 128 ; 27 ; -   ; -   ; 11 ; 70 
1100098; 718 ; 4.974 ; 1.305 ; -   ; 24 ; 611 ; 367 ; 9 ; 24 ; 4 ; -   ; 1 ; 2 ; 20 ; 35 ; 229 ; 72 ; -   ; 5 ; 22 ; 219 
1101005; 148 ; 1.599 ; 391 ; -   ; -   ; 200 ; 35 ; 3 ; 12 ; 2 ; -   ; -   ; 3 ; 10 ; 10 ; 104 ; 33 ; -   ; -   ; 39 ; 61 
1100106; 1.401 ; 8.906 ; 1.620 ; 26 ; -   ; 1.885 ; 207 ; 17 ; 63 ; 8 ; 2 ; -   ; 7 ; 32 ; 83 ; 431 ; 109 ; 11 ; -   ; 87 ; 225 
1101104; 305 ; 1.916 ; 259 ; -   ; -   ; 361 ; 34 ; 2 ; 7 ; 1 ; -   ; -   ; 2 ; 6 ; 10 ; 74 ; 16 ; -   ; -   ; 25 ; 50 
1100114; 1.687 ; 8.442 ; 2.295 ; 147 ; -   ; 1.629 ; 561 ; 18 ; 30 ; 10 ; 1 ; -   ; 10 ; 31 ; 86 ; 453 ; 162 ; 12 ; -   ; 132 ; 366 
1100122; 3.219 ; 19.602 ; 5.219 ; 2.120 ; 2 ; 3.927 ; 645 ; 26 ; 67 ; 23 ; 5 ; 1 ; 13 ; 70 ; 148 ; 850 ; 345 ; 156 ; 3 ; 180 ; 723 
1100130; 685 ; 6.158 ; 1.062 ; -   ; -   ; 1.143 ; 239 ; 8 ; 30 ; 4 ; -   ; -   ; 4 ; 21 ; 36 ; 266 ; 56 ; -   ; -   ; 42 ; 196 
1101203; 179 ; 1.471 ; 275 ; -   ; -   ; 166 ; 34 ; 2 ; 7 ; 1 ; -   ; -   ; 2 ; 6 ; 9 ; 83 ; 17 ; -   ; -   ; 15 ; 40 
1101302; 296 ; 1.926 ; 672 ; -   ; -   ; 319 ; 86 ; 6 ; 10 ; 2 ; -   ; -   ; 3 ; 11 ; 13 ; 85 ; 31 ; -   ; -   ; 25 ; 67 
1101401; 248 ; 2.780 ; 569 ; 55 ; -   ; 309 ; 56 ; 3 ; 10 ; 2 ; 1 ; -   ; 3 ; 8 ; 12 ; 135 ; 41 ; 13 ; -   ; 38 ; 81 
1100148; 385 ; 2.804 ; 738 ; -   ; -   ; 812 ; 58 ; 5 ; 11 ; 1 ; -   ; -   ; 2 ; 10 ; 24 ; 130 ; 21 ; -   ; -   ; 37 ; 96 
1100338; 767 ; 5.378 ; 856 ; -   ; -   ; 844 ; 75 ; 49 ; 63 ; 4 ; -   ; -   ; 6 ; 18 ; 75 ; 279 ; 57 ; -   ; -   ; 60 ; 133 
1101435; 132 ; 1.156 ; 296 ; -   ; -   ; 203 ; 62 ; 3 ; 5 ; 1 ; -   ; -   ; 2 ; 5 ; 8 ; 50 ; 14 ; -   ; -   ; 18 ; 51 
1100502; 246 ; 1.397 ; 563 ; 152 ; -   ; 288 ; 30 ; 3 ; 5 ; 3 ; 1 ; -   ; 2 ; 6 ; 14 ; 90 ; 41 ; 16 ; -   ; 22 ; 59 
1100155; 1.448 ; 5.868 ; 1.268 ; 44 ; -   ; 1.467 ; 288 ; 13 ; 17 ; 6 ; 1 ; -   ; 6 ; 23 ; 61 ; 254 ; 82 ; 4 ; -   ; 81 ; 225 
1101450; 77 ; 728 ; 141 ; -   ; -   ; 14 ; 29 ; 1 ; 8 ; 2 ; -   ; -   ; 1 ; 3 ; 6 ; 45 ; 14 ; -   ; -   ; 1 ; 24 
1100189; 1.379 ; 5.768 ; 1.450 ; 195 ; 7 ; 1.579 ; 425 ; 14 ; 21 ; 5 ; 2 ; 1 ; 6 ; 21 ; 69 ; 249 ; 86 ; 30 ; 6 ; 59 ; 248 
1101468; 52 ; 418 ; 80 ; -   ; -   ; 31 ; 12 ; 1 ; 2 ; 1 ; -   ; -   ; 1 ; 2 ; 3 ; 26 ; 10 ; -   ; -   ; 9 ; 19 
1100205; 16.111 ; 80.423 ; 17.090 ; 3.493 ; 702 ; 19.070 ; 2.041 ; 101 ; 236 ; 58 ; 10 ; 6 ; 73 ; 209 ; 755 ; 3.166 ; 1.013 ; 308 ; 26 ; 933 ; 2.361 
1100254; 690 ; 3.246 ; 792 ; -   ; -   ; 1.165 ; 88 ; 7 ; 16 ; 5 ; -   ; -   ; 3 ; 16 ; 41 ; 202 ; 65 ; -   ; -   ; 36 ; 140 
1101476; 122 ; 656 ; 155 ; -   ; -   ; -   ; 24 ; 3 ; 4 ; 2 ; -   ; -   ; -   ; 3 ; 13 ; 30 ; 17 ; -   ; -   ; -   ; 23 
1100262; 90 ; 656 ; 142 ; -   ; -   ; -   ; 14 ; 1 ; 2 ; 1 ; -   ; -   ; -   ; 1 ; 5 ; 38 ; 11 ; -   ; -   ; -   ; 16 
1100288; 1.801 ; 8.885 ; 2.191 ; 311 ; -   ; 1.999 ; 401 ; 8 ; 19 ; 10 ; 1 ; -   ; 6 ; 22 ; 120 ; 437 ; 143 ; 19 ; -   ; 81 ; 346 
1100296; 218 ; 1.114 ; 287 ; -   ; -   ; 234 ; 40 ; 4 ; 4 ; 1 ; -   ; -   ; 1 ; 5 ; 10 ; 69 ; 23 ; -   ; -   ; 21 ; 55 
1101484; 151 ; 963 ; 237 ; -   ; -   ; 74 ; 33 ; 3 ; 4 ; 2 ; -   ; -   ; 1 ; 4 ; 11 ; 58 ; 19 ; -   ; -   ; 11 ; 48 
1101492; 419 ; 3.032 ; 716 ; 94 ; -   ; 986 ; 56 ; 4 ; 12 ; 3 ; 1 ; -   ; 2 ; 8 ; 18 ; 124 ; 45 ; 11 ; -   ; 36 ; 79 
1100320; 594 ; 3.713 ; 950 ; -   ; -   ; 702 ; 81 ; 12 ; 15 ; 1 ; -   ; -   ; 2 ; 13 ; 30 ; 165 ; 29 ; -   ; -   ; 30 ; 119 
1101500; 196 ; 2.145 ; 504 ; 74 ; -   ; 557 ; 97 ; 6 ; 9 ; 1 ; 1 ; -   ; 5 ; 9 ; 10 ; 99 ; 23 ; 10 ; -   ; 22 ; 90 
1101559; 180 ; 796 ; 189 ; -   ; -   ; 49 ; 17 ; 3 ; 4 ; 1 ; -   ; -   ; 1 ; 4 ; 13 ; 42 ; 10 ; -   ; -   ; 9 ; 27 
1101609; 249 ; 1.810 ; 372 ; -   ; -   ; 297 ; 91 ; 7 ; 7 ; 1 ; -   ; -   ; 2 ; 9 ; 17 ; 97 ; 30 ; -   ; -   ; 32 ; 87 
1101708; 222 ; 1.942 ; 377 ; -   ; -   ; 365 ; 73 ; 1 ; 9 ; 1 ; -   ; -   ; 2 ; 8 ; 10 ; 88 ; 22 ; -   ; -   ; 48 ; 89 
1101757; 108 ; 1.621 ; 247 ; -   ; -   ; 273 ; 85 ; 2 ; 7 ; 1 ; -   ; -   ; 3 ; 8 ; 4 ; 71 ; 12 ; -   ; -   ; 22 ; 55 
1101807; 184 ; 1.313 ; 264 ; -   ; -   ; 62 ; 31 ; 2 ; 7 ; 1 ; -   ; -   ; 1 ; 6 ; 13 ; 67 ; 16 ; -   ; -   ; 9 ; 49 
1100304; 2.968 ; 13.618 ; 3.749 ; 736 ; 88 ; 3.140 ; 958 ; 22 ; 42 ; 13 ; 3 ; 1 ; 13 ; 49 ; 150 ; 534 ; 210 ; 99 ; 6 ; 141 ; 575 
1200013; 673 ; 2.605 ; 636 ; 13 ; -   ; 296 ; 91 ; 10 ; 13 ; 3 ; 1 ; -   ; 5 ; 12 ; 31 ; 108 ; 28 ; 2 ; -   ; 12 ; 98 
1200054; 389 ; 2.374 ; 284 ; -   ; -   ; 287 ; 65 ; 16 ; 60 ; 2 ; -   ; -   ; 4 ; 15 ; 34 ; 139 ; 18 ; -   ; -   ; 18 ; 59 
1200104; 1.039 ; 4.552 ; 1.186 ; 14 ; -   ; 797 ; 212 ; 19 ; 66 ; 2 ; 1 ; -   ; 17 ; 30 ; 54 ; 211 ; 50 ; 1 ; -   ; 42 ; 176 
1200138; 561 ; 2.251 ; 441 ; -   ; -   ; 588 ; 84 ; 7 ; 35 ; 11 ; -   ; -   ; 9 ; 17 ; 30 ; 132 ; 42 ; -   ; -   ; 36 ; 85 
1200179; 410 ; 2.245 ; 517 ; -   ; -   ; 638 ; 108 ; 10 ; 16 ; 3 ; -   ; -   ; 12 ; 11 ; 21 ; 88 ; 32 ; -   ; -   ; 29 ; 87 
1200203; 4.580 ; 20.207 ; 5.884 ; 452 ; 126 ; 2.480 ; 1.563 ; 58 ; 156 ; 22 ; 5 ; 2 ; 49 ; 123 ; 272 ; 868 ; 268 ; 40 ; 7 ; 130 ; 913 
1200252; 659 ; 2.566 ; 767 ; -   ; -   ; 384 ; 106 ; 8 ; 16 ; 2 ; -   ; -   ; 3 ; 18 ; 29 ; 103 ; 38 ; -   ; -   ; 36 ; 115 
1200302; 1.181 ; 8.014 ; 1.715 ; -   ; -   ; 1.295 ; 226 ; 45 ; 132 ; 13 ; -   ; -   ; 32 ; 34 ; 82 ; 398 ; 78 ; -   ; -   ; 85 ; 165 
1200328; 355 ; 2.673 ; 477 ; -   ; -   ; 70 ; 66 ; 5 ; 67 ; 2 ; -   ; -   ; 1 ; 16 ; 24 ; 149 ; 28 ; -   ; -   ; 5 ; 60 
1200336; 1.173 ; 3.914 ; 977 ; -   ; -   ; 583 ; 229 ; 33 ; 41 ; 7 ; -   ; -   ; 18 ; 34 ; 67 ; 206 ; 79 ; -   ; -   ; 39 ; 184 
1200344; 390 ; 2.271 ; 337 ; -   ; -   ; 421 ; 62 ; 12 ; 32 ; 1 ; -   ; -   ; 7 ; 11 ; 21 ; 87 ; 16 ; -   ; -   ; 26 ; 53 
1200351; 1.134 ; 4.784 ; 832 ; -   ; -   ; 595 ; 87 ; 53 ; 72 ; 1 ; -   ; -   ; 20 ; 22 ; 91 ; 276 ; 40 ; -   ; -   ; 36 ; 101 
1200385; 555 ; 3.260 ; 776 ; -   ; -   ; 676 ; 183 ; 13 ; 25 ; 4 ; -   ; -   ; 15 ; 22 ; 30 ; 144 ; 40 ; -   ; -   ; 45 ; 141 
1200807; 615 ; 3.813 ; 971 ; -   ; -   ; 671 ; 132 ; 16 ; 33 ; 8 ; -   ; -   ; 10 ; 18 ; 38 ; 176 ; 58 ; -   ; -   ; 53 ; 138 
1200393; 413 ; 2.945 ; 378 ; -   ; -   ; 446 ; 92 ; 16 ; 46 ; 1 ; -   ; -   ; 13 ; 16 ; 33 ; 167 ; 20 ; -   ; -   ; 21 ; 85 
1200401; 14.029 ; 61.452 ; 20.365 ; 5.367 ; 418 ; 10.722 ; 2.885 ; 74 ; 199 ; 53 ; 17 ; 3 ; 64 ; 211 ; 586 ; 2.279 ; 934 ; 228 ; 36 ; 488 ; 2.602 
1200427; 1.281 ; 3.781 ; 899 ; -   ; -   ; 2.054 ; 348 ; 35 ; 68 ; 16 ; -   ; -   ; 49 ; 53 ; 86 ; 229 ; 65 ; -   ; -   ; 133 ; 211 
1200435; 214 ; 1.982 ; 297 ; -   ; -   ; 129 ; 36 ; 3 ; 53 ; 3 ; -   ; -   ; 2 ; 14 ; 16 ; 123 ; 18 ; -   ; -   ; 7 ; 36 
1200500; 1.053 ; 8.144 ; 2.111 ; 157 ; 88 ; 739 ; 247 ; 13 ; 149 ; 5 ; 1 ; 1 ; 11 ; 40 ; 49 ; 414 ; 109 ; 21 ; 6 ; 68 ; 254 
1200450; 923 ; 4.662 ; 1.131 ; -   ; -   ; 739 ; 195 ; 11 ; 30 ; 8 ; -   ; -   ; 14 ; 25 ; 45 ; 234 ; 79 ; -   ; -   ; 52 ; 172 
1200609; 1.654 ; 11.095 ; 1.806 ; 391 ; -   ; 1.406 ; 294 ; 30 ; 91 ; 14 ; 2 ; -   ; 24 ; 52 ; 95 ; 495 ; 104 ; 18 ; -   ; 66 ; 275 
1200708; 562 ; 3.232 ; 723 ; 281 ; -   ; 722 ; 91 ; 14 ; 61 ; 7 ; 1 ; -   ; 20 ; 26 ; 33 ; 179 ; 63 ; 26 ; -   ; 57 ; 112 
1300029; 729 ; 3.852 ; 635 ; 80 ; -   ; 1.045 ; 36 ; 47 ; 53 ; 2 ; 1 ; -   ; 37 ; 9 ; 22 ; 186 ; 54 ; 11 ; -   ; 71 ; 50 
1300060; 516 ; 2.497 ; 528 ; 88 ; -   ; 425 ; 50 ; 19 ; 25 ; 3 ; 1 ; -   ; 7 ; 13 ; 23 ; 143 ; 56 ; 23 ; -   ; 52 ; 69 
1300086; 384 ; 2.193 ; 648 ; 49 ; -   ; 77 ; 16 ; 21 ; 27 ; 4 ; 1 ; -   ; 3 ; 8 ; 14 ; 163 ; 58 ; 7 ; -   ; 33 ; 69 
1300102; 459 ; 2.580 ; 607 ; -   ; -   ; 161 ; 48 ; 22 ; 25 ; 2 ; -   ; -   ; 3 ; 5 ; 21 ; 137 ; 56 ; -   ; -   ; 9 ; 73 
1300144; 625 ; 2.348 ; 611 ; 144 ; -   ; 259 ; 45 ; 11 ; 15 ; 2 ; 1 ; -   ; 4 ; 9 ; 34 ; 132 ; 52 ; 26 ; -   ; 14 ; 71 
1300201; 524 ; 3.770 ; 492 ; 81 ; 103 ; 1.517 ; 40 ; 47 ; 68 ; 3 ; 1 ; 6 ; 56 ; 6 ; 19 ; 200 ; 55 ; 14 ; 6 ; 92 ; 73 
1300300; 1.472 ; 8.730 ; 2.012 ; 106 ; 274 ; 1.097 ; 205 ; 42 ; 53 ; 3 ; 1 ; 10 ; 25 ; 19 ; 58 ; 445 ; 101 ; 25 ; 20 ; 88 ; 138 
1300409; 866 ; 3.362 ; 717 ; 74 ; -   ; 463 ; 37 ; 35 ; 50 ; 3 ; 1 ; -   ; 10 ; 14 ; 58 ; 202 ; 63 ; 6 ; -   ; 39 ; 85 
1300508; 2.006 ; 8.426 ; 1.987 ; 149 ; -   ; 594 ; 233 ; 89 ; 100 ; 8 ; 2 ; -   ; 30 ; 39 ; 84 ; 464 ; 95 ; 21 ; -   ; 56 ; 271 
1300607; 1.723 ; 8.681 ; 1.835 ; 164 ; -   ; 806 ; 114 ; 47 ; 58 ; 3 ; 1 ; -   ; 12 ; 23 ; 71 ; 457 ; 93 ; 12 ; -   ; 37 ; 226 
1300631; 531 ; 5.577 ; 1.295 ; 172 ; -   ; 592 ; 11 ; 59 ; 75 ; 3 ; 2 ; -   ; 30 ; 9 ; 14 ; 337 ; 63 ; 32 ; -   ; 58 ; 31 
1300680; 760 ; 3.795 ; 1.031 ; 108 ; -   ; 207 ; 150 ; 41 ; 49 ; 2 ; 1 ; -   ; 11 ; 14 ; 34 ; 234 ; 59 ; 13 ; -   ; 43 ; 130 
1300706; 663 ; 6.633 ; 1.675 ; 187 ; -   ; 190 ; 62 ; 14 ; 110 ; 6 ; 1 ; -   ; 6 ; 22 ; 36 ; 392 ; 106 ; 16 ; -   ; 52 ; 155 
1300805; 2.005 ; 7.820 ; 1.931 ; 199 ; -   ; 932 ; 75 ; 129 ; 154 ; 9 ; 2 ; -   ; 33 ; 18 ; 112 ; 526 ; 119 ; 33 ; -   ; 78 ; 173 
1300839; 618 ; 2.650 ; 610 ; 39 ; -   ; 278 ; 111 ; 35 ; 45 ; 2 ; 1 ; -   ; 7 ; 7 ; 29 ; 172 ; 44 ; 13 ; -   ; 37 ; 77 
1300904; 379 ; 2.459 ; 283 ; 89 ; -   ; 555 ; 22 ; 7 ; 41 ; 2 ; 1 ; -   ; 15 ; 9 ; 19 ; 117 ; 43 ; 11 ; -   ; 31 ; 28 
1301001; 1.207 ; 6.062 ; 1.101 ; 111 ; -   ; 1.027 ; 147 ; 30 ; 55 ; 4 ; 1 ; -   ; 36 ; 22 ; 85 ; 274 ; 83 ; 4 ; -   ; 76 ; 184 
1301100; 1.002 ; 6.902 ; 1.595 ; 9 ; -   ; 391 ; 69 ; 32 ; 48 ; 4 ; 1 ; -   ; 7 ; 18 ; 48 ; 322 ; 81 ; 6 ; -   ; 41 ; 88 
1301159; 698 ; 3.931 ; 1.143 ; -   ; 20 ; 289 ; 45 ; 45 ; 52 ; 7 ; -   ; 1 ; 13 ; 9 ; 32 ; 245 ; 95 ; -   ; 4 ; 43 ; 80 
1301209; 2.608 ; 17.185 ; 3.917 ; 668 ; 167 ; 2.171 ; 214 ; 36 ; 168 ; 7 ; 2 ; 10 ; 64 ; 30 ; 138 ; 998 ; 199 ; 59 ; 14 ; 164 ; 313 
1301308; 777 ; 4.626 ; 879 ; 110 ; -   ; 541 ; 50 ; 26 ; 54 ; 3 ; 1 ; -   ; 8 ; 17 ; 71 ; 280 ; 56 ; 14 ; -   ; 28 ; 105 
1301407; 1.580 ; 8.056 ; 1.302 ; 133 ; -   ; 1.230 ; 109 ; 28 ; 42 ; 3 ; 2 ; -   ; 19 ; 15 ; 95 ; 414 ; 58 ; 21 ; -   ; 78 ; 143 
1301506; 599 ; 3.882 ; 474 ; -   ; -   ; 711 ; 4 ; 9 ; 43 ; 1 ; -   ; -   ; 5 ; 3 ; 32 ; 169 ; 19 ; -   ; -   ; 33 ; 5 
1301605; 875 ; 5.525 ; 1.241 ; 38 ; -   ; 1.154 ; 32 ; 47 ; 54 ; 2 ; 1 ; -   ; 34 ; 7 ; 37 ; 322 ; 81 ; 15 ; -   ; 67 ; 84 
1301654; 804 ; 2.973 ; 558 ; 35 ; -   ; 309 ; 69 ; 52 ; 59 ; 2 ; 1 ; -   ; 2 ; 18 ; 25 ; 189 ; 51 ; 7 ; -   ; 14 ; 82 
1301704; 1.686 ; 9.888 ; 2.427 ; 619 ; -   ; 857 ; 103 ; 81 ; 99 ; 8 ; 2 ; -   ; 16 ; 27 ; 68 ; 408 ; 157 ; 47 ; -   ; 44 ; 194 
1301803; 463 ; 3.545 ; 622 ; 93 ; -   ; 280 ; 11 ; 26 ; 45 ; 3 ; 1 ; -   ; 6 ; 3 ; 27 ; 174 ; 63 ; 9 ; -   ; 40 ; 19 
1301852; 2.280 ; 11.479 ; 2.376 ; 148 ; -   ; 2.162 ; 245 ; 56 ; 70 ; 5 ; 1 ; -   ; 35 ; 41 ; 94 ; 548 ; 114 ; 22 ; -   ; 122 ; 290 
1301902; 3.832 ; 20.693 ; 4.899 ; 554 ; -   ; 2.870 ; 297 ; 139 ; 149 ; 11 ; 3 ; -   ; 57 ; 45 ; 199 ; 1.093 ; 203 ; 79 ; -   ; 162 ; 388 
1301951; 472 ; 2.566 ; 346 ; 40 ; -   ; 571 ; 11 ; 16 ; 39 ; 1 ; 1 ; -   ; 12 ; 3 ; 16 ; 121 ; 25 ; 7 ; -   ; 44 ; 21 
1302009; 568 ; 2.097 ; 656 ; 108 ; -   ; 61 ; 23 ; 19 ; 22 ; 3 ; 1 ; -   ; 4 ; 7 ; 32 ; 110 ; 51 ; 11 ; -   ; 5 ; 49 
1302108; 801 ; 1.971 ; 347 ; 113 ; -   ; 819 ; 9 ; 32 ; 37 ; 5 ; 2 ; -   ; 32 ; 6 ; 30 ; 170 ; 50 ; 17 ; -   ; 63 ; 8 
1302207; 714 ; 2.902 ; 479 ; 66 ; -   ; 304 ; 27 ; 29 ; 32 ; 3 ; 1 ; -   ; 4 ; 4 ; 23 ; 162 ; 53 ; 7 ; -   ; 22 ; 37 
1302306; 994 ; 6.064 ; 739 ; 73 ; -   ; 1.075 ; 55 ; 87 ; 96 ; 3 ; 1 ; -   ; 51 ; 7 ; 41 ; 309 ; 59 ; 20 ; -   ; 92 ; 55 
1302405; 1.167 ; 8.835 ; 1.959 ; 633 ; -   ; 1.670 ; 145 ; 3 ; 150 ; 3 ; 2 ; -   ; 62 ; 17 ; 37 ; 534 ; 107 ; 53 ; -   ; 139 ; 192 
1302504; 3.020 ; 20.497 ; 5.514 ; 388 ; 90 ; 1.647 ; 217 ; 126 ; 155 ; 9 ; 3 ; 6 ; 29 ; 58 ; 81 ; 763 ; 182 ; 36 ; 12 ; 97 ; 399 
1302553; 588 ; 3.635 ; 1.012 ; 144 ; -   ; 248 ; 70 ; 40 ; 41 ; 2 ; 1 ; -   ; 9 ; 13 ; 13 ; 256 ; 47 ; 15 ; -   ; 37 ; 56 
1302603; 64.629 ; 335.076 ; 101.259 ; 20.174 ; 1.586 ; 45.445 ; 5.400 ; 434 ; 740 ; 159 ; 29 ; 4 ; 138 ; 736 ; 2.576 ; 11.622 ; 3.913 ; 1.050 ; 93 ; 1.687 ; 7.651 
1302702; 1.879 ; 10.405 ; 2.537 ; -   ; 89 ; 801 ; 135 ; 136 ; 166 ; 5 ; -   ; 4 ; 25 ; 18 ; 77 ; 618 ; 113 ; -   ; 15 ; 88 ; 87 
1302801; 1.179 ; 4.476 ; 545 ; 99 ; -   ; 915 ; 114 ; 90 ; 95 ; 2 ; 1 ; -   ; 48 ; 37 ; 81 ; 386 ; 42 ; 12 ; -   ; 109 ; 156 
1302900; 2.044 ; 13.303 ; 2.900 ; 520 ; 74 ; 733 ; 450 ; 94 ; 185 ; 5 ; 2 ; 4 ; 19 ; 69 ; 123 ; 825 ; 135 ; 49 ; 15 ; 84 ; 380 
1303007; 834 ; 3.647 ; 1.057 ; 115 ; -   ; 379 ; 27 ; 48 ; 60 ; 5 ; 2 ; -   ; 15 ; 6 ; 45 ; 231 ; 78 ; 26 ; -   ; 37 ; 57 
1303106; 1.397 ; 6.323 ; 1.657 ; 125 ; -   ; 427 ; 316 ; 56 ; 64 ; 3 ; 1 ; -   ; 14 ; 23 ; 112 ; 370 ; 55 ; 22 ; -   ; 84 ; 205 
1303205; 542 ; 2.689 ; 657 ; 95 ; -   ; 390 ; 21 ; 15 ; 20 ; 2 ; 1 ; -   ; 15 ; 5 ; 26 ; 164 ; 59 ; 18 ; -   ; 39 ; 71 
1303304; 843 ; 4.324 ; 808 ; 76 ; -   ; 418 ; 44 ; 50 ; 69 ; 4 ; 1 ; -   ; 9 ; 12 ; 28 ; 231 ; 66 ; 16 ; -   ; 41 ; 72 
1303403; 4.920 ; 20.895 ; 7.020 ; 1.761 ; -   ; 1.707 ; 658 ; 123 ; 152 ; 14 ; 5 ; -   ; 38 ; 98 ; 224 ; 1.016 ; 307 ; 81 ; -   ; 108 ; 689 
1303502; 516 ; 4.088 ; 503 ; 72 ; -   ; 322 ; 10 ; 6 ; 71 ; 3 ; 1 ; -   ; 3 ; 4 ; 23 ; 179 ; 59 ; 11 ; -   ; 17 ; 33 
1303536; 1.752 ; 6.610 ; 1.551 ; 689 ; -   ; 1.320 ; 106 ; 22 ; 26 ; 6 ; 3 ; -   ; 17 ; 21 ; 68 ; 279 ; 106 ; 82 ; -   ; 64 ; 139 
1303569; 902 ; 4.680 ; 1.074 ; 37 ; -   ; 825 ; 108 ; 14 ; 17 ; 3 ; 1 ; -   ; 7 ; 14 ; 62 ; 156 ; 61 ; 10 ; -   ; 25 ; 94 
