ano;Região Geográfica;Unidade da Federação;Área Territorial - km²;Pop_estimada;Inc_ENEM;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial;Mediana_CN;Mediana_CH;Mediana_LN;Mediana_MT;Mediana_RD
2010; Nordeste  ; Sergipe  ;21925,424;2068031;49175;73920;373009;82969;10863;1007;56424;4856;1619;2065;257;55;9;521;909;3727;16721;4317;992;140;3336;5089;449,80;520,50 ;481,80 ;438,90 ;575,00 
2010; Nordeste  ; Bahia  ;564760,427;14021432;428790;459693;2450008;589012;64386;590;447472;41413;14104;18458;1484;299;8;5030;7620;23647;110557;29181;5453;63;25936;37841;460,80;530,90 ;490,60 ;451,50 ;575,00 
2010; Sudeste  ; Minas Gerais  ;586521,123;19595309;539060;597224;3037343;836390;172917;1833;385105;80429;8533;12728;2936;1072;48;3199;7930;38732;153439;55079;15301;215;29309;67484;503,10;564,50 ;531,10 ;531,50 ;600,00 
2010; Sudeste  ; Espírito Santo  ;46074,447;3512672;117428;144207;540757;131816;31591;271;71440;12073;1523;2503;435;125;5;464;1891;9111;24826;7785;2432;37;4576;16944;485,90;548,50 ;513,40 ;503,90 ;575,00 
2010; Sudeste  ; Rio de Janeiro  ;43750,427;15993583;315025;472550;2318963;623706;138775;774;428528;41096;6764;7686;2057;486;20;1713;5539;26934;101294;41307;9399;129;21771;45995;502,40;571,30 ;539,80 ;531,50 ;625,00 
2010; Sudeste  ; São Paulo  ;248219,481;41252160;835439;1700800;6025963;1839727;352934;0;613336;175659;15323;15329;6027;1290;0;4148;15709;95244;262306;107621;24100;0;39888;179799;496,00;564,00 ;533,60 ;528,80 ;600,00 
2010; Sul  ; Paraná  ;199298,979;10439601;228770;324026;1660807;479522;113086;1089;165762;54029;4810;6445;1790;446;15;1054;5065;21745;78998;33229;12458;160;10450;48885;500,50;560,30 ;524,90 ;523,60 ;600,00 
2010; Sul  ; Santa Catarina  ;95730,684;6249682;84540;266493;880591;248209;54429;330;106955;17006;3730;3512;952;234;20;527;3446;20579;40787;14734;5387;49;3812;29953;505,70;562,50 ;528,00 ;534,10 ;600,00 
2010; Sul  ; Rio Grande do Sul  ;281707,156;10695532;295699;279165;1540142;411763;101502;1380;159401;50414;5631;6739;1437;472;40;1229;5596;21556;79005;27427;8217;204;11291;46795;495,50;556,70 ;522,50 ;518,30 ;600,00 
2010; Centro-Oeste  ; Mato Grosso do Sul  ;357145,534;2449341;98916;87737;430963;99029;9543;0;51862;12883;1010;1148;411;64;0;335;1052;5326;19561;6862;912;0;4141;13329;473,20;541,20 ;501,30 ;476,90 ;575,00 
2010; Centro-Oeste  ; Mato Grosso  ;903207,019;3033991;116388;112586;489220;146054;13679;219;103627;10440;1309;2110;549;77;8;593;1175;5708;22976;8738;1393;25;5649;8073;468,50;536,10 ;494,00 ;468,80 ;575,00 
2010; Centro-Oeste  ; Goiás  ;340203,329;6004045;113377;160398;929582;270624;19666;180;81469;18431;2268;3552;899;77;5;723;2753;9721;42385;16101;1428;10;6570;25798;485,10;549,10 ;513,60 ;490,90 ;575,00 
2010; Centro-Oeste  ; Distrito Federal  ;5760,783;2562963;65353;84598;419477;107852;13341;0;54584;14119;669;853;202;31;0;138;828;5068;17401;4736;681;0;2528;13461;482,60;559,90 ;526,00 ;496,60 ;600,00 
