COD. MUNIC;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial;MAT_Federal_ini;MAT_Estadual_ini;MAT_Municipal_ini;MAT_Privada_ini;MAT_Federal_final;MAT_Estadual_final;MAT_Municipal_final;MAT_Privada_final;DOC_Pública_ini;DOC_Privada_ini;DOC_Pública_final;DOC_Privada_final;DOC_Pública_Mult;DOC_Privada_Mult;ESC_Federal_ini;ESC_Estadual_ini;ESC_Municipal_ini;ESC_Privada_ini;ESC_Federal_final;ESC_Estadual_final;ESC_Municipal_final;ESC_Privada_final
2108108;833;3.828;833; -   ; -   ;811;70;36;39;1; -   ; -   ;23;19;45;233;39; -   ; -   ;41;134; -   ; -   ; 2.276 ; -   ; -   ; -   ; 1.511 ; 41 ; 96 ; -   ; 145 ; 4 ; 57 ; -   ; -   ; -   ; 37 ; -   ; -   ; -   ; 16 ; 1 
2108207;1.680;6.037;1.949;142;26;686;293;35;42;7;1;2;15;44;98;363;139;15;8;79;364; -   ; -   ; 2.716 ; 748 ; -   ; -   ; 2.048 ; 525 ; 134 ; 52 ; 181 ; 59 ; 70 ; 5 ; -   ; -   ; 34 ; 8 ; -   ; -   ; 17 ; 7 
2108256;1.824;5.341;1.042; -   ; -   ;1.756;85;84;86;5; -   ; -   ;68;31;130;490;46; -   ; -   ;106;148; -   ; -   ; 2.934 ; 22 ; -   ; -   ; 2.378 ; 7 ; 148 ; 1 ; 355 ; 4 ; 216 ; 2 ; -   ; -   ; 85 ; 1 ; -   ; -   ; 39 ; 1 
2108306;1.873;6.548;1.698;56; -   ;728;67;76;85;5;1; -   ;28;23;86;382;75;14; -   ;34;93; -   ; -   ; 3.471 ; -   ; -   ; -   ; 3.077 ; -   ; 159 ; -   ; 229 ; -   ; 146 ; -   ; -   ; -   ; 82 ; -   ; -   ; -   ; 27 ; -   
2108405;554;1.813;486; -   ; -   ;122;47;32;35;2; -   ; -   ;3;11;35;118;31; -   ; -   ;17;65; -   ; -   ; 1.044 ; -   ; -   ; -   ; 769 ; -   ; 49 ; -   ; 74 ; -   ; 39 ; -   ; -   ; -   ; 34 ; -   ; -   ; -   ; 4 ; -   
2108454;1.170;4.595;1.049; -   ; -   ;1.859;62;59;58;5; -   ; -   ;39;25;55;248;65; -   ; -   ;94;99; -   ; -   ; 2.448 ; 197 ; -   ; -   ; 1.840 ; 110 ; 121 ; 12 ; 132 ; 10 ; 72 ; -   ; -   ; -   ; 56 ; 2 ; -   ; -   ; 12 ; 1 
2108504;2.752;7.328;2.082;455; -   ;2.763;212;38;40;10;4; -   ;37;51;313;545;125;44; -   ;137;430; -   ; -   ; 4.085 ; -   ; -   ; -   ; 3.243 ; -   ; 313 ; -   ; 300 ; -   ; 39 ; -   ; -   ; -   ; 37 ; -   ; -   ; -   ; 27 ; -   
2108603;4.365;13.756;5.437;1.071; -   ;1.036;553;128;134;20;5; -   ;25;85;246;904;291;78; -   ;90;753; -   ; -   ; 6.812 ; 894 ; -   ; -   ; 5.630 ; 420 ; 356 ; 62 ; 501 ; 68 ; 154 ; 2 ; -   ; -   ; 125 ; 9 ; -   ; -   ; 31 ; 8 
2108702;1.246;5.622;1.373;6; -   ;1.005;64;44;57;5;1; -   ;29;23;106;392;68;3; -   ;61;157; -   ; -   ; 2.879 ; 254 ; -   ; -   ; 2.346 ; 143 ; 175 ; 28 ; 198 ; 34 ; 59 ; 6 ; -   ; -   ; 52 ; 4 ; -   ; -   ; 34 ; 4 
2108801;1.234;3.610;809; -   ; -   ;1.183;39;45;48;2; -   ; -   ;41;14;78;191;40; -   ; -   ;51;80; -   ; -   ; 2.097 ; -   ; -   ; -   ; 1.513 ; -   ; 76 ; -   ; 118 ; -   ; 63 ; -   ; -   ; -   ; 47 ; -   ; -   ; -   ; 12 ; -   
2108900;837;3.066;672; -   ; -   ;700;86;49;50;4; -   ; -   ;27;30;48;237;52; -   ; -   ;50;145; -   ; -   ; 1.566 ; 41 ; -   ; -   ; 1.457 ; 2 ; 100 ; 4 ; 189 ; 7 ; 109 ; 7 ; -   ; -   ; 47 ; 2 ; -   ; -   ; 30 ; 1 
2109007;1.670;4.269;1.174;156; -   ;1.524;316;28;32;3;1; -   ;10;28;86;282;71;15; -   ;70;289; -   ; -   ; 2.252 ; 156 ; -   ; -   ; 1.771 ; 90 ; 120 ; 12 ; 146 ; 13 ; 55 ; -   ; -   ; -   ; 28 ; 2 ; -   ; -   ; 17 ; 1 
2109056;397;1.187;253; -   ; -   ;138;7;8;10;2; -   ; -   ;4;3;30;96;13; -   ; -   ;6;21; -   ; -   ; 655 ; -   ; -   ; -   ; 532 ; -   ; 48 ; -   ; 51 ; -   ; 6 ; -   ; -   ; -   ; 7 ; -   ; -   ; -   ; 5 ; -   
2109106;1.869;6.726;2.001; -   ; -   ;488;90;34;40;10; -   ; -   ;5;28;99;431;125; -   ; -   ;33;239; -   ; -   ; 2.941 ; 960 ; -   ; -   ; 2.299 ; 526 ; 172 ; 65 ; 181 ; 66 ; 41 ; -   ; -   ; -   ; 30 ; 9 ; -   ; -   ; 11 ; 8 
2109205;644;2.587;666; -   ; -   ;97;43;23;24;3; -   ; -   ;1;15;58;213;36; -   ; -   ;12;95; -   ; -   ; 1.453 ; -   ; -   ; -   ; 1.134 ; -   ; 81 ; -   ; 135 ; -   ; 73 ; -   ; -   ; -   ; 23 ; -   ; -   ; -   ; 12 ; -   
2109239;417;1.123;386; -   ; -   ;108;35;14;14;1; -   ; -   ;2;7;23;107;14; -   ; -   ;7;46; -   ; -   ; 568 ; -   ; -   ; -   ; 555 ; -   ; 26 ; -   ; 83 ; -   ; 53 ; -   ; -   ; -   ; 14 ; -   ; -   ; -   ; 11 ; -   
2109270;1.583;3.795;910; -   ; -   ;359;56;40;39;2; -   ; -   ;16;18;119;268;35; -   ; -   ;23;117; -   ; -   ; 2.251 ; -   ; -   ; -   ; 1.544 ; -   ; 108 ; -   ; 177 ; -   ; 68 ; -   ; -   ; -   ; 39 ; -   ; -   ; -   ; 16 ; -   
2109304;765;2.482;590; -   ; -   ;295;59;43;44;2; -   ; -   ;20;17;37;172;42; -   ; -   ;21;106; -   ; -   ; 1.394 ; -   ; -   ; -   ; 1.088 ; -   ; 71 ; -   ; 109 ; -   ; 58 ; -   ; -   ; -   ; 43 ; -   ; -   ; -   ; 15 ; -   
2109403;900;2.731;480;25; -   ;687;30;48;48;2;1; -   ;16;14;69;218;24;8; -   ;40;60; -   ; -   ; 1.511 ; -   ; -   ; -   ; 1.220 ; -   ; 79 ; -   ; 142 ; -   ; 98 ; -   ; -   ; -   ; 46 ; -   ; -   ; -   ; 17 ; -   
2109452;1.197;4.702;1.052; -   ; -   ;615;46;18;21;4; -   ; -   ;3;13;82;225;77; -   ; -   ;31;115; -   ; -   ; 2.267 ; 352 ; -   ; 70 ; 1.806 ; 207 ; 102 ; 29 ; 78 ; 30 ; 1 ; -   ; -   ; -   ; 13 ; 5 ; -   ; 1 ; 6 ; 4 
2109502;605;4.116;894; -   ; -   ;188;115;22;29;3; -   ; -   ;3;22;31;199;41; -   ; -   ;24;163; -   ; -   ; 2.334 ; -   ; -   ; -   ; 1.782 ; -   ; 107 ; -   ; 112 ; -   ; 28 ; -   ; -   ; -   ; 28 ; -   ; -   ; -   ; 10 ; -   
2109551;398;1.450;367; -   ; -   ;120;53;16;18;2; -   ; -   ;3;11;18;71;19; -   ; -   ;9;65; -   ; -   ; 840 ; -   ; -   ; -   ; 610 ; -   ; 55 ; -   ; 39 ; -   ; 18 ; -   ; -   ; -   ; 17 ; -   ; -   ; -   ; 4 ; -   
2109601;2.476;7.104;1.990;210; -   ;548;145;48;55;7;1; -   ;7;37;159;414;106;11; -   ;50;283; -   ; -   ; 3.911 ; 172 ; -   ; -   ; 2.924 ; 97 ; 167 ; 12 ; 244 ; 11 ; 47 ; -   ; -   ; -   ; 48 ; 2 ; -   ; -   ; 13 ; 2 
2109700;269;1.111;199; -   ; -   ;13;59;7;8;1; -   ; -   ;1;8;16;76;10; -   ; -   ;2;65; -   ; -   ; 624 ; -   ; -   ; -   ; 487 ; -   ; 41 ; -   ; 43 ; -   ; 13 ; -   ; -   ; -   ; 8 ; -   ; -   ; -   ; 3 ; -   
2109759;390;1.149;310; -   ; -   ;452;37;18;18;1; -   ; -   ;8;11;36;98;9; -   ; -   ;24;72; -   ; -   ; 641 ; -   ; -   ; -   ; 508 ; -   ; 35 ; -   ; 65 ; -   ; 35 ; -   ; -   ; -   ; 17 ; -   ; -   ; -   ; 4 ; -   
2109809;2.347;7.741;1.822; -   ; -   ;3.078;96;87;93;5; -   ; -   ;66;22;133;559;92; -   ; -   ;201;188; -   ; -   ; 3.767 ; 294 ; -   ; -   ; 3.561 ; 119 ; 158 ; 25 ; 387 ; 14 ; 257 ; -   ; -   ; -   ; 88 ; 3 ; -   ; -   ; 53 ; 2 
2109908;4.916;15.595;5.773;1.210; -   ;1.446;549;59;64;12;2; -   ;23;55;380;1.053;268;64; -   ;106;782; -   ; -   ; 6.488 ; 2.017 ; -   ; -   ; 5.965 ; 1.125 ; 466 ; 114 ; 504 ; 76 ; 136 ; -   ; -   ; -   ; 48 ; 13 ; -   ; -   ; 38 ; 6 
2110005;3.585;13.972;2.688;48; -   ;532;257;147;149;11;1; -   ;14;46;203;786;141;10; -   ;70;394; -   ; -   ; 7.182 ; 380 ; -   ; 78 ; 6.137 ; 195 ; 336 ; 20 ; 665 ; 24 ; 303 ; -   ; -   ; -   ; 144 ; 3 ; -   ; 1 ; 88 ; 3 
2110039;1.470;4.435;1.184; -   ; -   ;251;170;43;44;3; -   ; -   ;3;33;83;331;48; -   ; -   ;14;207; -   ; 185 ; 1.887 ; 461 ; -   ; -   ; 1.810 ; 92 ; 143 ; 26 ; 156 ; 23 ; 41 ; 9 ; -   ; 1 ; 35 ; 5 ; -   ; -   ; 10 ; 2 
2110104;1.437;5.840;1.746; -   ; -   ;1.038;170;64;75;2; -   ; -   ;37;51;83;366;63; -   ; -   ;90;215; -   ; -   ; 3.061 ; 199 ; -   ; -   ; 2.512 ; 68 ; 155 ; 12 ; 221 ; 13 ; 103 ; -   ; -   ; -   ; 69 ; 3 ; -   ; -   ; 23 ; 2 
2110203;2.059;5.709;1.729;475; -   ;2.312;171;48;52;5;2; -   ;35;32;132;334;81;14; -   ;122;202; -   ; -   ; 3.280 ; 131 ; -   ; -   ; 2.218 ; 80 ; 130 ; 6 ; 206 ; 6 ; 75 ; -   ; -   ; -   ; 47 ; 1 ; -   ; -   ; 23 ; 1 
2110237;463;1.723;537; -   ; -   ;391;137;18;20;2; -   ; -   ;11;20;41;106;16; -   ; -   ;26;93; -   ; -   ; 984 ; -   ; -   ; -   ; 739 ; -   ; 46 ; -   ; 63 ; -   ; 19 ; -   ; -   ; -   ; 19 ; -   ; -   ; -   ; 6 ; -   
2110278;631;2.943;368; -   ; -   ; -   ;27;43;47;1; -   ; -   ; -   ;11;34;190;14; -   ; -   ; -   ;60; -   ; -   ; 1.647 ; -   ; -   ; -   ; 1.296 ; -   ; 71 ; -   ; 123 ; -   ; 75 ; -   ; -   ; -   ; 47 ; -   ; -   ; -   ; 14 ; -   
2110302;922;2.819;680; -   ; -   ;461;35;37;40;3; -   ; -   ;24;15;113;278;37; -   ; -   ;38;95; -   ; -   ; 1.439 ; 149 ; -   ; -   ; 1.159 ; 72 ; 97 ; 9 ; 179 ; 9 ; 100 ; -   ; -   ; -   ; 38 ; 1 ; -   ; -   ; 14 ; 1 
2110401;1.015;4.666;1.149; -   ; -   ;682;38;47;50;1; -   ; -   ;29;16;53;273;43; -   ; -   ;33;111; -   ; -   ; 2.554 ; -   ; -   ; -   ; 2.112 ; -   ; 107 ; -   ; 177 ; -   ; 83 ; -   ; -   ; -   ; 48 ; -   ; -   ; -   ; 17 ; -   
2110500;1.545;5.636;2.025;245; -   ;507;166;66;75;5;2; -   ;25;28;151;441;109;27; -   ;40;240; -   ; -   ; 3.037 ; 46 ; -   ; -   ; 2.553 ; -   ; 178 ; 8 ; 272 ; -   ; 90 ; -   ; -   ; -   ; 72 ; 2 ; -   ; -   ; 22 ; -   
2110609;1.584;4.997;1.422;30; -   ;4.276;190;40;44;6;1; -   ;47;31;101;327;74;6; -   ;151;214; -   ; -   ; 2.589 ; 255 ; -   ; -   ; 2.062 ; 91 ; 130 ; 16 ; 174 ; 25 ; 38 ; 7 ; -   ; -   ; 38 ; 3 ; -   ; -   ; 11 ; 2 
2110658;413;1.473;291; -   ; -   ;193;24;6;8;1; -   ; -   ;2;7;24;86;17; -   ; -   ;21;45; -   ; -   ; 907 ; -   ; -   ; -   ; 566 ; -   ; 48 ; -   ; 38 ; -   ; 8 ; -   ; -   ; -   ; 7 ; -   ; -   ; -   ; 3 ; -   
2110708;2.162;6.382;1.521; -   ; -   ;416;141;44;48;3; -   ; -   ;13;39;205;504;65; -   ; -   ;42;272; -   ; -   ; 3.164 ; 292 ; -   ; -   ; 2.734 ; 192 ; 215 ; 14 ; 303 ; 20 ; 92 ; -   ; -   ; -   ; 45 ; 2 ; -   ; -   ; 30 ; 2 
2110807;183;706;155; -   ; -   ;24;3;10;10;2; -   ; -   ;1;1;14;52;13; -   ; -   ;4;11; -   ; -   ; 445 ; -   ; -   ; -   ; 261 ; -   ; 29 ; -   ; 33 ; -   ; 10 ; -   ; -   ; -   ; 10 ; -   ; -   ; -   ; 3 ; -   
2110856;476;1.644;323; -   ; -   ;176;36;10;12;2; -   ; -   ;5;11;31;91;19; -   ; -   ;20;70; -   ; -   ; 973 ; -   ; -   ; -   ; 671 ; -   ; 52 ; -   ; 49 ; -   ; 22 ; -   ; -   ; -   ; 11 ; -   ; -   ; -   ; 5 ; -   
2110906;442;1.785;294; -   ; -   ;277;7;22;28;2; -   ; -   ;3;4;20;109;28; -   ; -   ;19;14; -   ; -   ; 1.132 ; -   ; -   ; 54 ; 599 ; -   ; 60 ; -   ; 64 ; -   ; 21 ; -   ; -   ; -   ; 27 ; -   ; -   ; 1 ; 6 ; -   
2111003;1.057;3.664;979; -   ; -   ;484;59;58;57;2; -   ; -   ;19;26;57;216;40; -   ; -   ;39;131; -   ; -   ; 2.026 ; -   ; -   ; -   ; 1.638 ; -   ; 111 ; -   ; 149 ; -   ; 72 ; -   ; -   ; -   ; 55 ; -   ; -   ; -   ; 13 ; -   
2111029;655;3.464;789; -   ; -   ;521;34;30;55;4; -   ; -   ;20;11;75;342;35; -   ; -   ;48;88; -   ; -   ; 1.632 ; -   ; -   ; -   ; 1.832 ; -   ; 136 ; -   ; 231 ; -   ; 106 ; -   ; -   ; -   ; 48 ; -   ; -   ; -   ; 51 ; -   
2111052;585;1.901;512; -   ; -   ;455;128;23;25;2; -   ; -   ;14;16;37;157;27; -   ; -   ;35;122; -   ; -   ; 1.056 ; -   ; -   ; -   ; 845 ; -   ; 76 ; -   ; 87 ; -   ; 64 ; -   ; -   ; -   ; 24 ; -   ; -   ; -   ; 18 ; -   
2111078;1.361;3.691;1.054;42;3;486;178;55;60;3;1;1;23;28;91;242;53;12;9;52;212; -   ; -   ; 2.039 ; 30 ; -   ; -   ; 1.622 ; -   ; 86 ; -   ; 159 ; 2 ; 96 ; 2 ; -   ; -   ; 58 ; 1 ; -   ; -   ; 12 ; -   
2111102;1.401;4.051;1.338;388; -   ;560;221;25;27;4;1; -   ;9;26;95;246;113;40; -   ;58;277; -   ; -   ; 1.980 ; 307 ; -   ; -   ; 1.584 ; 180 ; 109 ; 19 ; 131 ; 22 ; 40 ; 1 ; -   ; -   ; 22 ; 3 ; -   ; -   ; 7 ; 2 
2111201;9.382;24.395;4.247;669; -   ;1.987;514;128;141;15;2; -   ;18;105;486;1.026;345;45; -   ;158;672; -   ; 23 ; 11.045 ; 3.854 ; -   ; 590 ; 7.602 ; 1.281 ; 391 ; 254 ; 413 ; 82 ; -   ; 12 ; -   ; 1 ; 75 ; 53 ; -   ; 5 ; 38 ; 9 
2111250;384;1.320;288; -   ; -   ;19;21;17;18;1; -   ; -   ;1;7;23;99;21; -   ; -   ;11;49; -   ; -   ; 705 ; 15 ; -   ; -   ; 600 ; -   ; 37 ; 3 ; 61 ; -   ; 24 ; -   ; -   ; -   ; 16 ; 1 ; -   ; -   ; 4 ; -   
2111300;45.837;137.649;50.301;16.152;40;17.410;4.329;442;488;163;30;2;136;461;2.641;6.908;3.759;843;13;1.389;6.401; 43 ; 2.598 ; 38.725 ; 35.520 ; 246 ; 18.198 ; 25.611 ; 16.708 ; 1.771 ; 2.072 ; 2.541 ; 1.307 ; 35 ; 18 ; 1 ; 27 ; 110 ; 306 ; 1 ; 65 ; 87 ; 123 
2111409;1.042;4.238;967; -   ; -   ;553;78;69;76;1; -   ; -   ;22;24;96;258;37; -   ; -   ;34;134; -   ; -   ; 2.349 ; -   ; -   ; -   ; 1.889 ; -   ; 52 ; -   ; 213 ; -   ; 114 ; -   ; -   ; -   ; 72 ; -   ; -   ; -   ; 17 ; -   
2111508;1.894;6.912;2.281;133; -   ;1.015;241;50;52;4;1; -   ;26;32;96;317;99;18; -   ;56;233; -   ; -   ; 3.946 ; 141 ; -   ; 105 ; 2.611 ; 109 ; 153 ; 10 ; 157 ; 8 ; 73 ; -   ; -   ; -   ; 49 ; 2 ; -   ; 1 ; 19 ; 1 
2111532;607;2.177;456; -   ; -   ;171;87;4;7;2; -   ; -   ;2;9;47;104;25; -   ; -   ;24;98; -   ; -   ; 1.322 ; -   ; -   ; -   ; 855 ; -   ; 65 ; -   ; 39 ; -   ; 3 ; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; 3 ; -   
2111573;179;989;239; -   ; -   ;52;28;2;5;1; -   ; -   ;2;7;10;49;14; -   ; -   ;11;31; -   ; -   ; 568 ; -   ; -   ; -   ; 421 ; -   ; 26 ; -   ; 23 ; -   ; 1 ; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; 4 ; -   
2111607;918;3.464;932;418; -   ;157;135;18;22;2;1; -   ;2;18;58;216;84;50; -   ;24;180; -   ; -   ; 1.793 ; 135 ; -   ; -   ; 1.442 ; 94 ; 133 ; 11 ; 101 ; 11 ; 23 ; -   ; -   ; -   ; 20 ; 1 ; -   ; -   ; 7 ; 1 
2111631;304;1.145;300; -   ; -   ;329;3;12;15;3; -   ; -   ;9;3;38;133;14; -   ; -   ;32;19; -   ; -   ; 687 ; -   ; -   ; -   ; 458 ; -   ; 70 ; -   ; 78 ; -   ; 26 ; -   ; -   ; -   ; 14 ; -   ; -   ; -   ; 8 ; -   
2111672;210;1.464;239; -   ; -   ;291;7;8;15;1; -   ; -   ;10;5;39;107;12; -   ; -   ;26;15; -   ; -   ; 862 ; -   ; -   ; -   ; 602 ; -   ; 42 ; -   ; 67 ; -   ; 30 ; -   ; -   ; -   ; 12 ; -   ; -   ; -   ; 3 ; -   
2111706;1.179;3.454;897; -   ; -   ;62;21;42;43;3; -   ; -   ;2;9;71;208;42; -   ; -   ;6;62; -   ; -   ; 1.838 ; 123 ; -   ; -   ; 1.423 ; 70 ; 63 ; 5 ; 148 ; 4 ; 72 ; -   ; -   ; -   ; 41 ; 1 ; -   ; -   ; 17 ; 1 
2111722;477;1.754;336; -   ; -   ;799;28;21;23;1; -   ; -   ;20;14;23;121;14; -   ; -   ;46;46; -   ; -   ; 1.142 ; -   ; -   ; -   ; 612 ; -   ; 60 ; -   ; 70 ; -   ; 59 ; -   ; -   ; -   ; 23 ; -   ; -   ; -   ; 9 ; -   
2111748;647;2.030;599; -   ; -   ;120;20;20;23;1; -   ; -   ;2;11;25;116;23; -   ; -   ;10;44; -   ; -   ; 1.130 ; -   ; -   ; -   ; 900 ; -   ; 50 ; -   ; 68 ; -   ; 25 ; -   ; -   ; -   ; 21 ; -   ; -   ; -   ; 4 ; -   
2111763;709;2.923;855; -   ; -   ;246;90;22;24;3; -   ; -   ;5;23;63;223;39; -   ; -   ;22;143; -   ; -   ; 1.544 ; 151 ; -   ; -   ; 1.198 ; 30 ; 136 ; 15 ; 119 ; 5 ; 32 ; -   ; -   ; -   ; 22 ; 2 ; -   ; -   ; 10 ; 1 
2111789;415;2.251;519; -   ; -   ;96;46;24;29;2; -   ; -   ;2;16;29;164;30; -   ; -   ;7;86; -   ; -   ; 1.235 ; -   ; -   ; -   ; 1.016 ; -   ; 72 ; -   ; 99 ; -   ; 41 ; -   ; -   ; -   ; 28 ; -   ; -   ; -   ; 10 ; -   
2111805;897;3.433;861;26; -   ;1.130;74;26;29;3;1; -   ;12;14;53;282;44;5; -   ;72;155; -   ; 29 ; 2.076 ; -   ; -   ; -   ; 1.328 ; -   ; 133 ; -   ; 156 ; -   ; 45 ; -   ; -   ; 1 ; 27 ; -   ; -   ; -   ; 14 ; -   
2111904;593;1.900;385; -   ; -   ;82;37;12;16;3; -   ; -   ;2;9;34;112;35; -   ; -   ;14;65; -   ; -   ; 1.042 ; 83 ; -   ; -   ; 757 ; 18 ; 42 ; 7 ; 56 ; 10 ; 16 ; -   ; -   ; -   ; 12 ; 2 ; -   ; -   ; 4 ; 1 
2111953;293;900;176; -   ; -   ;88;39;8;8;1; -   ; -   ;2;5;21;76;13; -   ; -   ;10;60; -   ; -   ; 517 ; -   ; -   ; -   ; 383 ; -   ; 34 ; -   ; 49 ; -   ; 23 ; -   ; -   ; -   ; 8 ; -   ; -   ; -   ; 2 ; -   
2112001;548;1.822;421; -   ; -   ;49;86;1;10;1; -   ; -   ;2;10;38;100;30; -   ; -   ;13;91; -   ; -   ; 1.054 ; -   ; -   ; -   ; 768 ; -   ; 38 ; -   ; 69 ; -   ; 14 ; -   ; -   ; -   ; 10 ; -   ; -   ; -   ; 7 ; -   
2112100;1.410;5.026;1.039; -   ; -   ;573;110;40;58;2; -   ; -   ;8;26;97;259;58; -   ; -   ;52;153; -   ; -   ; 2.946 ; 92 ; -   ; -   ; 1.954 ; 34 ; 116 ; 14 ; 135 ; 6 ; 61 ; -   ; -   ; -   ; 53 ; 2 ; -   ; -   ; 9 ; 1 
2112209;6.717;25.549;6.291;737; -   ;4.653;799;145;165;18;3; -   ;42;108;346;1.199;547;81; -   ;304;970; -   ; -   ; 12.716 ; 1.812 ; -   ; -   ; 10.102 ; 919 ; 536 ; 133 ; 515 ; 114 ; 144 ; -   ; -   ; -   ; 143 ; 18 ; -   ; -   ; 41 ; 11 
2112233;1.100;3.723;648; -   ; -   ;308;137;16;17;2; -   ; -   ;3;14;64;217;45; -   ; -   ;30;200; -   ; -   ; 2.162 ; -   ; -   ; -   ; 1.561 ; -   ; 108 ; -   ; 130 ; -   ; 36 ; -   ; -   ; -   ; 16 ; -   ; -   ; -   ; 11 ; -   
2112274;533;1.736;254; -   ; -   ;479;28;13;12;2; -   ; -   ;8;9;36;104;14; -   ; -   ;25;40; -   ; -   ; 923 ; -   ; -   ; -   ; 813 ; -   ; 40 ; -   ; 71 ; -   ; 30 ; -   ; -   ; -   ; 12 ; -   ; -   ; -   ; 12 ; -   
2112308;1.751;5.982;1.475; -   ; -   ;367;225;51;55;8; -   ; -   ;12;45;140;454;88; -   ; -   ;41;335; -   ; -   ; 2.973 ; 291 ; -   ; -   ; 2.536 ; 182 ; 172 ; 22 ; 268 ; 22 ; 71 ; -   ; -   ; -   ; 52 ; 3 ; -   ; -   ; 24 ; 2 
2112407;1.985;8.232;1.662;31; -   ;563;204;76;87;6;1; -   ;10;71;140;533;77;3; -   ;35;300; -   ; -   ; 5.018 ; 5 ; -   ; -   ; 3.176 ; 33 ; 211 ; 5 ; 340 ; 9 ; 222 ; -   ; -   ; -   ; 82 ; 1 ; -   ; -   ; 68 ; 1 
2112456;1.643;5.826;523; -   ; -   ;1.189;53;49;57;2; -   ; -   ;27;19;110;433;35; -   ; -   ;68;126; -   ; -   ; 3.327 ; 12 ; -   ; -   ; 2.395 ; 92 ; 150 ; 6 ; 274 ; 17 ; 135 ; -   ; -   ; -   ; 55 ; 1 ; -   ; -   ; 48 ; 1 
2112506;3.242;11.506;3.050; -   ; -   ;770;434;79;82;7; -   ; -   ;27;58;205;619;129; -   ; -   ;81;337; -   ; -   ; 6.073 ; 273 ; -   ; -   ; 5.076 ; 84 ; 283 ; 29 ; 350 ; 21 ; 143 ; -   ; -   ; -   ; 79 ; 3 ; -   ; -   ; 66 ; 2 
2112605;2.192;8.192;2.132; -   ;59;1.777;168;54;61;6; -   ;1;38;25;131;457;107; -   ;2;121;163; -   ; -   ; 4.193 ; 459 ; -   ; -   ; 3.282 ; 258 ; 144 ; 29 ; 300 ; 24 ; 155 ; 1 ; -   ; -   ; 58 ; 3 ; -   ; -   ; 37 ; 2 
2112704;3.152;8.904;2.285; -   ; -   ;1.924;313;65;78;6; -   ; -   ;56;48;175;379;105; -   ; -   ;99;304; -   ; -   ; 5.153 ; -   ; -   ; -   ; 3.751 ; -   ; 160 ; -   ; 244 ; -   ; 88 ; -   ; -   ; -   ; 72 ; -   ; -   ; -   ; 27 ; -   
2112803;2.562;9.094;2.420;101; -   ;471;225;89;92;6;2; -   ;17;43;144;567;115;16; -   ;36;285; -   ; -   ; 4.825 ; 234 ; -   ; -   ; 3.844 ; 191 ; 212 ; 19 ; 335 ; 19 ; 163 ; -   ; -   ; -   ; 86 ; 3 ; -   ; -   ; 30 ; 2 
2112852;668;1.859;402; -   ; -   ;164;34;5;7;2; -   ; -   ;3;8;31;85;18; -   ; -   ;18;70; -   ; -   ; 1.033 ; -   ; -   ; -   ; 826 ; -   ; 44 ; -   ; 48 ; -   ; 6 ; -   ; -   ; -   ; 7 ; -   ; -   ; -   ; 3 ; -   
2112902;1.850;5.830;1.877; -   ; -   ;340;106;42;55;7; -   ; -   ;11;31;90;359;77; -   ; -   ;39;203; -   ; -   ; 2.653 ; 584 ; -   ; -   ; 2.349 ; 244 ; 98 ; 31 ; 225 ; 18 ; 75 ; -   ; -   ; -   ; 48 ; 3 ; -   ; -   ; 23 ; 2 
2113009;1.745;5.560;1.559; -   ; -   ;589;98;38;39;3; -   ; -   ;14;31;146;372;91; -   ; -   ;62;196; -   ; -   ; 2.615 ; 239 ; -   ; -   ; 2.613 ; 93 ; 142 ; 17 ; 231 ; 17 ; 40 ; -   ; -   ; -   ; 31 ; 2 ; -   ; -   ; 23 ; 2 
2114007;3.648;7.594;2.775;325; -   ;5.002;193;62;72;6;2; -   ;27;42;138;515;167;33; -   ;221;282; -   ; 27 ; 4.130 ; 377 ; -   ; -   ; 2.872 ; 188 ; 287 ; 19 ; 253 ; 21 ; 79 ; 5 ; -   ; 2 ; 66 ; 3 ; -   ; -   ; 22 ; 3 
2200053;192;966;229; -   ; -   ;219;29;7;7;1; -   ; -   ;2;8;16;53;19; -   ; -   ;18;51; -   ; -   ; 526 ; -   ; -   ; -   ; 440 ; -   ; 42 ; -   ; 32 ; -   ; 1 ; -   ; -   ; -   ; 7 ; -   ; -   ; -   ; 4 ; -   
2200103;192;681;201; -   ; -   ;444;23;3;3;1; -   ; -   ;2;2;8;53;22; -   ; -   ;35;33; -   ; -   ; 457 ; -   ; -   ; 110 ; 114 ; -   ; 36 ; -   ; 30 ; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ; 1 ; -   
