UF;COD. UF;COD_MUNIC;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA
PA;15;06500;1506500;Santa Izabel do Pará;67.686
PA;15;06559;1506559;Santa Luzia do Pará;19.348
PA;15;06583;1506583;Santa Maria das Barreiras;20.396
PA;15;06609;1506609;Santa Maria do Pará;24.059
PA;15;06708;1506708;Santana do Araguaia;68.934
PA;15;06807;1506807;Santarém;294.447
PA;15;06906;1506906;Santarém Novo;6.482
PA;15;07003;1507003;Santo Antônio do Tauá;30.129
PA;15;07102;1507102;São Caetano de Odivelas;17.492
PA;15;07151;1507151;São Domingos do Araguaia;24.659
PA;15;07201;1507201;São Domingos do Capim;30.987
PA;15;07300;1507300;São Félix do Xingu;120.580
PA;15;07409;1507409;São Francisco do Pará;15.418
PA;15;07458;1507458;São Geraldo do Araguaia;24.394
PA;15;07466;1507466;São João da Ponta;5.884
PA;15;07474;1507474;São João de Pirabas;22.207
PA;15;07508;1507508;São João do Araguaia;13.569
PA;15;07607;1507607;São Miguel do Guamá;56.667
PA;15;07706;1507706;São Sebastião da Boa Vista;25.540
PA;15;07755;1507755;Sapucaia;5.678
PA;15;07805;1507805;Senador José Porfírio;11.587
PA;15;07904;1507904;Soure;24.488
PA;15;07953;1507953;Tailândia;100.300
PA;15;07961;1507961;Terra Alta;11.262
PA;15;07979;1507979;Terra Santa;18.105
PA;15;08001;1508001;Tomé-Açu;61.095
PA;15;08035;1508035;Tracuateua;29.793
PA;15;08050;1508050;Trairão;18.280
PA;15;08084;1508084;Tucumã;37.920
PA;15;08100;1508100;Tucuruí;108.885
PA;15;08126;1508126;Ulianópolis;55.739
PA;15;08159;1508159;Uruará;44.370
PA;15;08209;1508209;Vigia;51.705
PA;15;08308;1508308;Viseu;59.401
PA;15;08357;1508357;Vitória do Xingu;14.566
PA;15;08407;1508407;Xinguara;43.188
AP;16;00055;1600055;Serra do Navio;5.025
AP;16;00105;1600105;Amapá;8.690
AP;16;00154;1600154;Pedra Branca do Amapari;14.560
AP;16;00204;1600204;Calçoene;10.345
AP;16;00212;1600212;Cutias;5.523
AP;16;00238;1600238;Ferreira Gomes;7.087
AP;16;00253;1600253;Itaubal;5.061
AP;16;00279;1600279;Laranjal do Jari;46.639
AP;16;00303;1600303;Macapá;465.495
AP;16;00402;1600402;Mazagão;19.981
AP;16;00501;1600501;Oiapoque;24.892
AP;16;00535;1600535;Porto Grande;20.143
AP;16;00550;1600550;Pracuúba;4.655
AP;16;00600;1600600;Santana;113.854
AP;16;00709;1600709;Tartarugalzinho;15.665
AP;16;00808;1600808;Vitória do Jari;14.680
TO;17;00251;1700251;Abreulândia;2.555
TO;17;00301;1700301;Aguiarnópolis;6.307
TO;17;00350;1700350;Aliança do Tocantins;5.565
TO;17;00400;1700400;Almas;7.340
TO;17;00707;1700707;Alvorada;8.526
TO;17;01002;1701002;Ananás;9.798
TO;17;01051;1701051;Angico;3.401
TO;17;01101;1701101;Aparecida do Rio Negro;4.672
TO;17;01309;1701309;Aragominas;5.887
TO;17;01903;1701903;Araguacema;6.934
TO;17;02000;1702000;Araguaçu;8.734
TO;17;02109;1702109;Araguaína;173.112
TO;17;02158;1702158;Araguanã;5.581
TO;17;02208;1702208;Araguatins;34.810
TO;17;02307;1702307;Arapoema;6.777
TO;17;02406;1702406;Arraias;10.752
TO;17;02554;1702554;Augustinópolis;17.861
TO;17;02703;1702703;Aurora do Tocantins;3.709
TO;17;02901;1702901;Axixá do Tocantins;9.741
TO;17;03008;1703008;Babaçulândia;10.744
TO;17;03057;1703057;Bandeirantes do Tocantins;3.460
TO;17;03073;1703073;Barra do Ouro;4.503
TO;17;03107;1703107;Barrolândia;5.622
TO;17;03206;1703206;Bernardo Sayão;4.525
TO;17;03305;1703305;Bom Jesus do Tocantins;4.590
TO;17;03602;1703602;Brasilândia do Tocantins;2.188
TO;17;03701;1703701;Brejinho de Nazaré;5.475
TO;17;03800;1703800;Buriti do Tocantins;10.988
TO;17;03826;1703826;Cachoeirinha;2.266
TO;17;03842;1703842;Campos Lindos;9.604
TO;17;03867;1703867;Cariri do Tocantins;4.238
TO;17;03883;1703883;Carmolândia;2.531
TO;17;03891;1703891;Carrasco Bonito;4.019
TO;17;03909;1703909;Caseara;5.193
TO;17;04105;1704105;Centenário;2.835
TO;17;04600;1704600;Chapada de Areia;1.402
TO;17;05102;1705102;Chapada da Natividade;3.363
TO;17;05508;1705508;Colinas do Tocantins;34.416
TO;17;05557;1705557;Combinado;4.863
TO;17;05607;1705607;Conceição do Tocantins;4.194
TO;17;06001;1706001;Couto Magalhães;5.477
TO;17;06100;1706100;Cristalândia;7.380
TO;17;06258;1706258;Crixás do Tocantins;1.694
TO;17;06506;1706506;Darcinópolis;5.912
TO;17;07009;1707009;Dianópolis;21.457
TO;17;07108;1707108;Divinópolis do Tocantins;6.823
TO;17;07207;1707207;Dois Irmãos do Tocantins;7.294
TO;17;07306;1707306;Dueré;4.725
TO;17;07405;1707405;Esperantina;10.651
TO;17;07553;1707553;Fátima;3.882
TO;17;07652;1707652;Figueirópolis;5.369
TO;17;07702;1707702;Filadélfia;8.871
TO;17;08205;1708205;Formoso do Araguaia;18.713
TO;17;08254;1708254;Fortaleza do Tabocão;2.570
TO;17;08304;1708304;Goianorte;5.144
TO;17;09005;1709005;Goiatins;12.894
TO;17;09302;1709302;Guaraí;25.399
TO;17;09500;1709500;Gurupi;84.628
TO;17;09807;1709807;Ipueiras;1.918
TO;17;10508;1710508;Itacajá;7.434
TO;17;10706;1710706;Itaguatins;6.007
TO;17;10904;1710904;Itapiratins;3.752
TO;17;11100;1711100;Itaporã do Tocantins;2.470
TO;17;11506;1711506;Jaú do Tocantins;3.791
TO;17;11803;1711803;Juarina;2.237
TO;17;11902;1711902;Lagoa da Confusão;12.501
TO;17;11951;1711951;Lagoa do Tocantins;4.115
TO;17;12009;1712009;Lajeado;3.059
TO;17;12157;1712157;Lavandeira;1.845
TO;17;12405;1712405;Lizarda;3.791
TO;17;12454;1712454;Luzinópolis;2.992
TO;17;12504;1712504;Marianópolis do Tocantins;4.976
TO;17;12702;1712702;Mateiros;2.570
TO;17;12801;1712801;Maurilândia do Tocantins;3.386
TO;17;13205;1713205;Miracema do Tocantins;19.340
TO;17;13304;1713304;Miranorte;13.363
TO;17;13601;1713601;Monte do Carmo;7.654
TO;17;13700;1713700;Monte Santo do Tocantins;2.248
TO;17;13809;1713809;Palmeiras do Tocantins;6.450
TO;17;13957;1713957;Muricilândia;3.470
TO;17;14203;1714203;Natividade;9.301
TO;17;14302;1714302;Nazaré;4.118
TO;17;14880;1714880;Nova Olinda;11.616
TO;17;15002;1715002;Nova Rosalândia;4.159
TO;17;15101;1715101;Novo Acordo;4.213
TO;17;15150;1715150;Novo Alegre;2.352
TO;17;15259;1715259;Novo Jardim;2.674
TO;17;15507;1715507;Oliveira de Fátima;1.104
TO;17;15705;1715705;Palmeirante;5.757
TO;17;15754;1715754;Palmeirópolis;7.666
TO;17;16109;1716109;Paraíso do Tocantins;49.727
TO;17;16208;1716208;Paranã;10.568
TO;17;16307;1716307;Pau D'Arco;4.834
TO;17;16505;1716505;Pedro Afonso;13.097
TO;17;16604;1716604;Peixe;11.467
TO;17;16653;1716653;Pequizeiro;5.418
TO;17;16703;1716703;Colméia;8.465
TO;17;17008;1717008;Pindorama do Tocantins;4.534
TO;17;17206;1717206;Piraquê;3.038
TO;17;17503;1717503;Pium;7.447
TO;17;17800;1717800;Ponte Alta do Bom Jesus;4.647
TO;17;17909;1717909;Ponte Alta do Tocantins;7.872
TO;17;18006;1718006;Porto Alegre do Tocantins;3.071
TO;17;18204;1718204;Porto Nacional;52.510
TO;17;18303;1718303;Praia Norte;8.298
TO;17;18402;1718402;Presidente Kennedy;3.738
TO;17;18451;1718451;Pugmil;2.621
TO;17;18501;1718501;Recursolândia;4.182
TO;17;18550;1718550;Riachinho;4.561
TO;17;18659;1718659;Rio da Conceição;2.021
TO;17;18709;1718709;Rio dos Bois;2.787
TO;17;18758;1718758;Rio Sono;6.500
TO;17;18808;1718808;Sampaio;4.498
TO;17;18840;1718840;Sandolândia;3.410
TO;17;18865;1718865;Santa Fé do Araguaia;7.318
TO;17;18881;1718881;Santa Maria do Tocantins;3.305
TO;17;18899;1718899;Santa Rita do Tocantins;2.322
TO;17;18907;1718907;Santa Rosa do Tocantins;4.814
TO;17;19004;1719004;Santa Tereza do Tocantins;2.794
TO;17;20002;1720002;Santa Terezinha do Tocantins;2.548
TO;17;20101;1720101;São Bento do Tocantins;5.164
TO;17;20150;1720150;São Félix do Tocantins;1.559
TO;17;20200;1720200;São Miguel do Tocantins;11.754
TO;17;20259;1720259;São Salvador do Tocantins;3.071
TO;17;20309;1720309;São Sebastião do Tocantins;4.702
TO;17;20499;1720499;São Valério;4.161
TO;17;20655;1720655;Silvanópolis;5.372
TO;17;20804;1720804;Sítio Novo do Tocantins;9.217
TO;17;20853;1720853;Sucupira;1.921
TO;17;20903;1720903;Taguatinga;16.386
TO;17;20937;1720937;Taipas do Tocantins;2.112
TO;17;20978;1720978;Talismã;2.757
TO;17;21000;1721000;Palmas;279.856
TO;17;21109;1721109;Tocantínia;7.387
TO;17;21208;1721208;Tocantinópolis;23.130
TO;17;21257;1721257;Tupirama;1.813
TO;17;21307;1721307;Tupiratins;2.518
TO;17;22081;1722081;Wanderlândia;11.622
TO;17;22107;1722107;Xambioá;11.695
MA;21;00055;2100055;Açailândia;110.543
MA;21;00105;2100105;Afonso Cunha;6.421
MA;21;00154;2100154;Água Doce do Maranhão;12.360
MA;21;00204;2100204;Alcântara;21.667
MA;21;00303;2100303;Aldeias Altas;26.115
MA;21;00402;2100402;Altamira do Maranhão;10.210
MA;21;00436;2100436;Alto Alegre do Maranhão;26.619
MA;21;00477;2100477;Alto Alegre do Pindaré;31.303
MA;21;00501;2100501;Alto Parnaíba;10.979
MA;21;00550;2100550;Amapá do Maranhão;6.844
MA;21;00600;2100600;Amarante do Maranhão;40.756
MA;21;00709;2100709;Anajatuba;27.125
MA;21;00808;2100808;Anapurus;15.499
MA;21;00832;2100832;Apicum-Açu;18.169
MA;21;00873;2100873;Araguanã;15.182
MA;21;00907;2100907;Araioses;45.680
MA;21;00956;2100956;Arame;32.083
MA;21;01004;2101004;Arari;29.297
MA;21;01103;2101103;Axixá;11.915
MA;21;01202;2101202;Bacabal;103.020
MA;21;01251;2101251;Bacabeira;16.812
MA;21;01301;2101301;Bacuri;17.388
MA;21;01350;2101350;Bacurituba;5.544
MA;21;01400;2101400;Balsas;93.511
MA;21;01509;2101509;Barão de Grajaú;18.496
MA;21;01608;2101608;Barra do Corda;86.662
MA;21;01707;2101707;Barreirinhas;61.621
MA;21;01731;2101731;Belágua;7.350
MA;21;01772;2101772;Bela Vista do Maranhão;11.020
MA;21;01806;2101806;Benedito Leite;5.524
MA;21;01905;2101905;Bequimão;20.867
MA;21;01939;2101939;Bernardo do Mearim;5.938
MA;21;01970;2101970;Boa Vista do Gurupi;9.164
MA;21;02002;2102002;Bom Jardim;40.898
MA;21;02036;2102036;Bom Jesus das Selvas;33.615
MA;21;02077;2102077;Bom Lugar;16.041
MA;21;02101;2102101;Brejo;35.799
MA;21;02150;2102150;Brejo de Areia;10.444
MA;21;02200;2102200;Buriti;28.170
MA;21;02309;2102309;Buriti Bravo;23.437
MA;21;02325;2102325;Buriticupu;71.227
MA;21;02358;2102358;Buritirana;15.142
MA;21;02374;2102374;Cachoeira Grande;8.878
MA;21;02408;2102408;Cajapió;10.975
MA;21;02507;2102507;Cajari;19.030
MA;21;02556;2102556;Campestre do Maranhão;14.127
MA;21;02606;2102606;Cândido Mendes;19.827
MA;21;02705;2102705;Cantanhede;21.617
MA;21;02754;2102754;Capinzal do Norte;10.716
MA;21;02804;2102804;Carolina;23.833
MA;21;02903;2102903;Carutapera;23.404
MA;21;03000;2103000;Caxias;161.926
MA;21;03109;2103109;Cedral;10.473
MA;21;03125;2103125;Central do Maranhão;8.534
MA;21;03158;2103158;Centro do Guilherme;13.295
MA;21;03174;2103174;Centro Novo do Maranhão;21.300
MA;21;03208;2103208;Chapadinha;78.348
MA;21;03257;2103257;Cidelândia;14.446
MA;21;03307;2103307;Codó;120.548
MA;21;03406;2103406;Coelho Neto;48.546
MA;21;03505;2103505;Colinas;40.427
MA;21;03554;2103554;Conceição do Lago-Açu;15.995
MA;21;03604;2103604;Coroatá;64.123
MA;21;03703;2103703;Cururupu;30.805
MA;21;03752;2103752;Davinópolis;12.656
MA;21;03802;2103802;Dom Pedro;22.897
MA;21;03901;2103901;Duque Bacelar;11.148
MA;21;04008;2104008;Esperantinópolis;16.833
MA;21;04057;2104057;Estreito;41.397
MA;21;04073;2104073;Feira Nova do Maranhão;8.347
MA;21;04081;2104081;Fernando Falcão;10.204
MA;21;04099;2104099;Formosa da Serra Negra;18.793
MA;21;04107;2104107;Fortaleza dos Nogueiras;12.390
MA;21;04206;2104206;Fortuna;15.251
MA;21;04305;2104305;Godofredo Viana;11.654
MA;21;04404;2104404;Gonçalves Dias;17.583
MA;21;04503;2104503;Governador Archer;10.648
MA;21;04552;2104552;Governador Edison Lobão;18.042
MA;21;04602;2104602;Governador Eugênio Barros;16.522
MA;21;04628;2104628;Governador Luiz Rocha;7.668
MA;21;04651;2104651;Governador Newton Bello;9.965
MA;21;04677;2104677;Governador Nunes Freire;25.052
MA;21;04701;2104701;Graça Aranha;6.138
MA;21;04800;2104800;Grajaú;68.458
MA;21;04909;2104909;Guimarães;11.776
MA;21;05005;2105005;Humberto de Campos;28.252
MA;21;05104;2105104;Icatu;26.651
MA;21;05153;2105153;Igarapé do Meio;13.968
MA;21;05203;2105203;Igarapé Grande;11.718
MA;21;05302;2105302;Imperatriz;253.873
MA;21;05351;2105351;Itaipava do Grajaú;15.817
MA;21;05401;2105401;Itapecuru Mirim;67.104
MA;21;05427;2105427;Itinga do Maranhão;25.518
MA;21;05450;2105450;Jatobá;10.027
MA;21;05476;2105476;Jenipapo dos Vieiras;16.226
MA;21;05500;2105500;João Lisboa;23.133
MA;21;05609;2105609;Joselândia;15.861
MA;21;05658;2105658;Junco do Maranhão;3.330
MA;21;05708;2105708;Lago da Pedra;49.440
MA;21;05807;2105807;Lago do Junco;10.638
MA;21;05906;2105906;Lago Verde;15.962
MA;21;05922;2105922;Lagoa do Mato;11.034
MA;21;05948;2105948;Lago dos Rodrigues;8.689
MA;21;05963;2105963;Lagoa Grande do Maranhão;11.202
MA;21;05989;2105989;Lajeado Novo;7.427
MA;21;06003;2106003;Lima Campos;11.670
MA;21;06102;2106102;Loreto;11.943
MA;21;06201;2106201;Luís Domingues;6.829
MA;21;06300;2106300;Magalhães de Almeida;19.532
MA;21;06326;2106326;Maracaçumé;21.063
MA;21;06359;2106359;Marajá do Sena;7.630
MA;21;06375;2106375;Maranhãozinho;16.062
MA;21;06409;2106409;Mata Roma;16.567
MA;21;06508;2106508;Matinha;22.962
MA;21;06607;2106607;Matões;33.188
MA;21;06631;2106631;Matões do Norte;16.552
MA;21;06672;2106672;Milagres do Maranhão;8.306
MA;21;06706;2106706;Mirador;20.605
MA;21;06755;2106755;Miranda do Norte;27.999
MA;21;06805;2106805;Mirinzal;14.690
MA;21;06904;2106904;Monção;32.884
MA;21;07001;2107001;Montes Altos;8.955
MA;21;07100;2107100;Morros;19.116
MA;21;07209;2107209;Nina Rodrigues;14.259
MA;21;07258;2107258;Nova Colinas;5.298
