COD. MUNIC;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial;MAT_Federal_ini;MAT_Estadual_ini;MAT_Municipal_ini;MAT_Privada_ini;MAT_Federal_final;MAT_Estadual_final;MAT_Municipal_final;MAT_Privada_final;DOC_Pública_ini;DOC_Privada_ini;DOC_Pública_final;DOC_Privada_final;DOC_Pública_Mult;DOC_Privada_Mult;ESC_Federal_ini;ESC_Estadual_ini;ESC_Municipal_ini;ESC_Privada_ini;ESC_Federal_final;ESC_Estadual_final;ESC_Municipal_final;ESC_Privada_final
1100809;879;4.235;634; -   ; -   ;1.109;92;10;14;2; -   ; -   ;5;12;32;151;39; -   ; -   ;65;103; -   ; 473 ; 2.059 ; -   ; -   ; 1.297 ; 406 ; -   ; 81 ; -   ; 80 ; -   ; 20 ; -   ; -   ; 3 ; 9 ; -   ; -   ; 4 ; 3 ; -   
1100908;54;571;142; -   ; -   ;72;14;2;4;1; -   ; -   ;3;4;4;43;11; -   ; -   ;18;24; -   ; 151 ; 198 ; -   ; -   ; 117 ; 105 ; -   ; 24 ; -   ; 24 ; -   ; -   ; -   ; -   ; 2 ; 2 ; -   ; -   ; 2 ; 2 ; -   
1100056;540;2.538;585; -   ; -   ;800;77;9;12;3; -   ; -   ;2;11;39;139;41; -   ; -   ;30;96; -   ; 741 ; 725 ; 36 ; -   ; 740 ; 242 ; 54 ; 75 ; 7 ; 58 ; 14 ; 5 ; -   ; -   ; 4 ; 5 ; 1 ; -   ; 3 ; 3 ; 1 
1100924;325;1.777;481; -   ; -   ;90;28;5;13;2; -   ; -   ;2;8;14;102;26; -   ; -   ;7;41; -   ; -   ; 1.126 ; -   ; -   ; 418 ; 233 ; -   ; 52 ; -   ; 58 ; -   ; 19 ; -   ; -   ; -   ; 10 ; -   ; -   ; 3 ; 5 ; -   
1100064;404;2.585;1.084;464; -   ;600;181;4;14;3;1; -   ;3;15;33;157;98;53; -   ;48;145; -   ; 883 ; 580 ; 61 ; -   ; 805 ; 256 ; -   ; 74 ; 12 ; 75 ; -   ; 7 ; -   ; -   ; 6 ; 6 ; 2 ; -   ; 2 ; 5 ; -   
1100072;114;1.404;348; -   ; -   ;159;32;1;9;3; -   ; -   ;1;9;4;88;30; -   ; -   ;8;56; -   ; 382 ; 421 ; -   ; -   ; 303 ; 298 ; -   ; 52 ; -   ; 62 ; -   ; 2 ; -   ; -   ; 4 ; 4 ; -   ; -   ; 5 ; 4 ; -   
1100080;458;2.996;629; -   ; -   ;390;83;5;11;2; -   ; -   ;3;8;24;143;31; -   ; -   ;30;54; -   ; 579 ; 1.287 ; -   ; -   ; 717 ; 413 ; -   ; 84 ; -   ; 60 ; -   ; 5 ; -   ; -   ; 3 ; 6 ; -   ; -   ; 4 ; 2 ; -   
1100940;496;3.492;644; -   ; -   ;248;44;2;7;1; -   ; -   ;1;8;17;120;27; -   ; -   ;12;69; -   ; 96 ; 1.971 ; 109 ; -   ; 321 ; 984 ; 11 ; 64 ; 11 ; 51 ; 8 ; -   ; -   ; -   ; 1 ; 5 ; 1 ; -   ; 1 ; 4 ; 1 
1100098;678;5.083;1.315; -   ;33;527;338;9;24;4; -   ;1;2;19;31;224;68; -   ;7;24;194; -   ; 1.281 ; 1.654 ; 104 ; -   ; 1.289 ; 688 ; 67 ; 108 ; 12 ; 118 ; 13 ; 16 ; -   ; -   ; 12 ; 9 ; 2 ; -   ; 8 ; 5 ; 1 
1101005;139;1.688;382; -   ; -   ;247;33;3;13;2; -   ; -   ;3;8;10;115;33; -   ; -   ;38;55; -   ; 305 ; 700 ; -   ; -   ; 365 ; 318 ; -   ; 57 ; -   ; 66 ; -   ; 19 ; -   ; -   ; 6 ; 7 ; -   ; -   ; 4 ; 6 ; -   
1100106;1.478;8.711;1.574; -   ; -   ;1.961;208;19;61;7; -   ; -   ;10;25;92;430;112; -   ; -   ;106;204; -   ; 1.842 ; 2.931 ; 442 ; -   ; 3.219 ; 41 ; 236 ; 214 ; 29 ; 187 ; 40 ; 20 ; 2 ; -   ; 34 ; 17 ; 5 ; -   ; 27 ; 1 ; 3 
1101104;275;1.980;262; -   ; -   ;448;33;3;7;1; -   ; -   ;2;6;9;75;17; -   ; -   ;27;48; -   ; -   ; 1.241 ; -   ; -   ; 619 ; 120 ; -   ; 47 ; -   ; 31 ; -   ; -   ; -   ; -   ; -   ; 5 ; -   ; -   ; 2 ; 1 ; -   
1100114;1.764;8.865;2.372;125; -   ;2.210;540;18;31;10;1; -   ;9;30;88;494;161;11; -   ;141;394; -   ; 2.202 ; 2.856 ; 275 ; -   ; 2.564 ; 849 ; 119 ; 234 ; 34 ; 248 ; 23 ; 22 ; 12 ; -   ; 12 ; 14 ; 4 ; -   ; 11 ; 10 ; 4 
1100122;2.918;19.806;5.186;1.604; -   ;3.926;624;27;70;22;4; -   ;13;68;125;872;346;119; -   ;197;689; -   ; 7.130 ; 3.536 ; 1.027 ; -   ; 6.962 ; 608 ; 543 ; 459 ; 60 ; 370 ; 48 ; 23 ; -   ; -   ; 36 ; 21 ; 9 ; -   ; 28 ; 9 ; 4 
1100130;523;6.371;1.042; -   ; -   ;1.241;249;7;33;4; -   ; -   ;8;24;24;268;61; -   ; -   ;53;186; -   ; 756 ; 3.038 ; 92 ; -   ; 988 ; 1.433 ; 64 ; 153 ; 12 ; 129 ; 12 ; 12 ; -   ; -   ; 3 ; 27 ; 2 ; -   ; 2 ; 10 ; 1 
1101203;193;1.523;256; -   ; -   ;200;34;2;7;1; -   ; -   ;2;5;21;89;19; -   ; -   ;14;46; -   ; 217 ; 672 ; -   ; -   ; 214 ; 420 ; -   ; 46 ; -   ; 51 ; -   ; 1 ; -   ; -   ; 2 ; 5 ; -   ; -   ; 1 ; 4 ; -   
1101302;303;2.089;693; -   ; -   ;384;87;6;10;2; -   ; -   ;3;10;14;89;30; -   ; -   ;27;75; -   ; 176 ; 979 ; 36 ; -   ; 654 ; 145 ; 99 ; 42 ; 7 ; 43 ; 8 ; 9 ; -   ; -   ; 3 ; 6 ; 1 ; -   ; 3 ; 2 ; 1 
1101401;236;2.790;556;56; -   ;430;51;2;9;1;1; -   ;2;7;7;130;36;15; -   ;36;89; -   ; 591 ; 1.004 ; 31 ; -   ; 449 ; 715 ; -   ; 68 ; 4 ; 69 ; -   ; -   ; -   ; -   ; 1 ; 6 ; 1 ; -   ; 2 ; 6 ; -   
1100148;469;2.845;945; -   ; -   ;820;64;5;16;1; -   ; -   ;2;10;28;134;26; -   ; -   ;38;104; -   ; 714 ; 982 ; -   ; -   ; 480 ; 669 ; -   ; 76 ; -   ; 65 ; -   ; 8 ; -   ; -   ; 3 ; 13 ; -   ; -   ; 3 ; 5 ; -   
1100338;735;5.108;702; -   ; -   ;1.038;79;41;61;3; -   ; -   ;7;19;65;267;45; -   ; -   ;73;117; -   ; 876 ; 2.341 ; 104 ; -   ; 726 ; 1.020 ; 41 ; 118 ; 9 ; 148 ; 7 ; 51 ; -   ; -   ; 7 ; 53 ; 1 ; -   ; 4 ; 7 ; 1 
1101435;127;1.262;313; -   ; -   ;287;69;3;5;1; -   ; -   ;2;5;6;52;15; -   ; -   ;23;50; -   ; 35 ; 695 ; -   ; -   ; 90 ; 442 ; -   ; 31 ; -   ; 31 ; -   ; -   ; -   ; -   ; 1 ; 3 ; -   ; -   ; 1 ; 3 ; -   
1100502;259;1.474;572;176; -   ;245;18;3;5;3;1; -   ;3;5;14;87;39;16; -   ;27;48; -   ; 436 ; 424 ; -   ; -   ; 418 ; 196 ; -   ; 46 ; -   ; 45 ; -   ; 7 ; -   ; -   ; 2 ; 2 ; -   ; -   ; 2 ; 2 ; -   
1100155;1.626;6.074;1.267;27; -   ;1.673;291;13;18;7;1; -   ;6;25;65;268;90;4; -   ;82;224; -   ; 1.053 ; 2.425 ; 188 ; -   ; 1.558 ; 761 ; 89 ; 137 ; 20 ; 120 ; 15 ; 5 ; -   ; -   ; 6 ; 7 ; 3 ; -   ; 6 ; 5 ; 2 
1101450;82;732;171; -   ; -   ;13;35;2;8;1; -   ; -   ;1;5;5;46;10; -   ; -   ;1;30; -   ; 94 ; 361 ; 6 ; -   ; 79 ; 192 ; -   ; 26 ; 1 ; 29 ; -   ; 4 ; -   ; -   ; 4 ; 3 ; 1 ; -   ; 2 ; 2 ; -   
1100189;1.248;5.773;1.451;117;12;1.532;336;13;21;4;1;1;7;21;67;266;89;14;5;71;233; -   ; 1.321 ; 2.035 ; 156 ; -   ; 1.922 ; 278 ; 61 ; 144 ; 8 ; 122 ; 10 ; 10 ; -   ; -   ; 5 ; 12 ; 1 ; -   ; 6 ; 4 ; 1 
1101468;52;414;73; -   ; -   ; -   ;5;1;2;1; -   ; -   ; -   ;2;3;29;10; -   ; -   ; -   ;12; -   ; -   ; 228 ; -   ; -   ; 186 ; -   ; -   ; 16 ; -   ; 13 ; -   ; 2 ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ; -   ; -   
1100205;16.362;82.104;16.251;2.622;194;19.374;1.963;105;242;58;11;5;82;209;732;3.182;1.018;266;21;973;2.254; -   ; 13.281 ; 27.489 ; 6.587 ; -   ; 27.669 ; 3.046 ; 4.032 ; 1.485 ; 339 ; 1.346 ; 235 ; 127 ; -   ; -   ; 54 ; 121 ; 36 ; -   ; 63 ; 16 ; 20 
1100254;646;3.364;937; -   ; -   ;1.090;67;6;16;5; -   ; -   ;3;13;33;205;68; -   ; -   ;37;113; -   ; 1.478 ; 519 ; -   ; -   ; 1.052 ; 315 ; -   ; 116 ; -   ; 104 ; -   ; 4 ; -   ; -   ; 9 ; 7 ; -   ; -   ; 8 ; 5 ; -   
1101476;143;655;175; -   ; -   ;15;23;3;4;2; -   ; -   ;1;4;14;34;17; -   ; -   ;2;30; -   ; -   ; 382 ; -   ; -   ; 273 ; -   ; -   ; 18 ; -   ; 16 ; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ; -   ; -   
1100262;86;721;137; -   ; -   ; -   ;15;1;2;1; -   ; -   ; -   ;1;5;40;11; -   ; -   ; -   ;19; -   ; 147 ; 267 ; -   ; -   ; 201 ; 106 ; -   ; 21 ; -   ; 20 ; -   ; -   ; -   ; -   ; 1 ; 1 ; -   ; -   ; 1 ; 1 ; -   
1100288;1.612;9.058;2.091;423; -   ;1.791;368;9;20;10;1; -   ;6;23;119;436;143;31; -   ;87;328; -   ; 2.939 ; 2.105 ; 233 ; -   ; 3.200 ; 468 ; 113 ; 250 ; 19 ; 186 ; 20 ; 18 ; -   ; -   ; 10 ; 6 ; 3 ; -   ; 10 ; 3 ; 2 
1100296;233;1.151;297; -   ; -   ;272;37;4;5;1; -   ; -   ;1;7;14;68;23; -   ; -   ;21;47; -   ; -   ; 680 ; -   ; -   ; 419 ; 52 ; -   ; 38 ; -   ; 33 ; -   ; 1 ; -   ; -   ; -   ; 4 ; -   ; -   ; 1 ; 1 ; -   
1101484;114;947;270; -   ; -   ;59;30;2;4;2; -   ; -   ;1;4;4;60;21; -   ; -   ;10;46; -   ; 182 ; 362 ; -   ; -   ; 168 ; 235 ; -   ; 34 ; -   ; 38 ; -   ; -   ; -   ; -   ; 2 ; 2 ; -   ; -   ; 2 ; 2 ; -   
1101492;408;3.067;758;101; -   ;1.144;46;2;12;3;1; -   ;2;9;15;129;48;11; -   ;31;71; -   ; 332 ; 1.433 ; -   ; -   ; 485 ; 817 ; -   ; 71 ; -   ; 65 ; -   ; 3 ; -   ; -   ; 3 ; 9 ; -   ; -   ; 3 ; 6 ; -   
1100320;526;3.919;1.000; -   ; -   ;590;43;12;15;1; -   ; -   ;2;12;31;176;39; -   ; -   ;36;85; -   ; 460 ; 1.805 ; 49 ; -   ; 547 ; 1.035 ; 23 ; 113 ; 7 ; 87 ; 7 ; 3 ; -   ; -   ; 2 ; 12 ; 1 ; -   ; 2 ; 10 ; 1 
1101500;191;2.218;487;20; -   ;586;81;6;9;1;1; -   ;5;8;10;91;23;3; -   ;22;79; -   ; 230 ; 1.052 ; -   ; -   ; 503 ; 433 ; -   ; 53 ; -   ; 41 ; -   ; 1 ; -   ; -   ; 2 ; 6 ; -   ; -   ; 2 ; 5 ; -   
1101559;196;818;208; -   ; -   ;176;16;4;4;1; -   ; -   ;2;4;10;41;13; -   ; -   ;18;33; -   ; 117 ; 347 ; -   ; -   ; 101 ; 253 ; -   ; 25 ; -   ; 32 ; -   ; -   ; -   ; -   ; 1 ; 3 ; -   ; -   ; 1 ; 3 ; -   
1101609;243;1.704;370; -   ; -   ;254;61;7;7;1; -   ; -   ;2;9;17;101;32; -   ; -   ;33;87; -   ; 163 ; 791 ; -   ; -   ; 152 ; 598 ; -   ; 52 ; -   ; 52 ; -   ; -   ; -   ; -   ; 1 ; 6 ; -   ; -   ; 1 ; 6 ; -   
1101708;254;2.082;425; -   ; -   ;377;77;1;9;1; -   ; -   ;2;10;10;94;26; -   ; -   ;35;93; -   ; 230 ; 933 ; -   ; -   ; 212 ; 707 ; -   ; 52 ; -   ; 66 ; -   ; -   ; -   ; -   ; 1 ; 6 ; -   ; -   ; 1 ; 6 ; -   
1101757;113;1.694;216; -   ; -   ;285;72;2;8;1; -   ; -   ;3;9;4;74;13; -   ; -   ;22;50; -   ; 153 ; 902 ; -   ; -   ; 168 ; 471 ; -   ; 42 ; -   ; 37 ; -   ; 1 ; -   ; -   ; 1 ; 7 ; -   ; -   ; 1 ; 7 ; -   
1101807;155;1.381;337; -   ; -   ;112;32;2;7;1; -   ; -   ;1;6;14;69;18; -   ; -   ;7;51; -   ; 75 ; 645 ; -   ; -   ; 160 ; 379 ; 122 ; 36 ; -   ; 35 ; 8 ; 2 ; -   ; -   ; 1 ; 5 ; -   ; -   ; 1 ; 3 ; 1 
1100304;2.949;13.657;3.716;1.611; -   ;3.165;858;22;45;12;3; -   ;12;48;148;551;220;170; -   ;133;603; -   ; 1.768 ; 5.548 ; 761 ; -   ; 3.973 ; 1.144 ; 463 ; 251 ; 49 ; 230 ; 47 ; 17 ; -   ; -   ; 8 ; 21 ; 6 ; -   ; 11 ; 4 ; 4 
1200013;707;2.727;679;107; -   ;400;81;11;15;3;1; -   ;5;14;40;110;32;8; -   ;15;96; -   ; 150 ; 1.444 ; -   ; -   ; 837 ; 296 ; -   ; 54 ; -   ; 60 ; -   ; 6 ; -   ; -   ; 2 ; 11 ; -   ; -   ; 4 ; 3 ; -   
1200054;397;2.313;274; -   ; -   ;278;64;14;60;2; -   ; -   ;3;14;29;131;20; -   ; -   ;16;59; -   ; 552 ; 1.031 ; -   ; -   ; 730 ; -   ; -   ; 24 ; -   ; 110 ; -   ; 74 ; -   ; -   ; 25 ; 33 ; -   ; -   ; 12 ; -   ; -   
1200104;920;4.539;1.155; -   ;168;854;199;12;65;2; -   ;1;15;32;45;196;54; -   ;9;51;173; -   ; 545 ; 2.245 ; -   ; -   ; 1.749 ; -   ; -   ; 63 ; -   ; 137 ; -   ; 70 ; -   ; -   ; 2 ; 61 ; -   ; -   ; 3 ; -   ; -   
1200138;510;2.275;486; -   ; -   ;621;91;8;36;9; -   ; -   ;16;17;33;125;39; -   ; -   ;41;92; -   ; 420 ; 924 ; -   ; -   ; 789 ; 142 ; -   ; 42 ; -   ; 87 ; -   ; 28 ; -   ; -   ; 20 ; 13 ; -   ; -   ; 13 ; 1 ; -   
1200179;319;2.314;421; -   ; -   ;628;74;9;18;3; -   ; -   ;14;13;20;89;31; -   ; -   ;33;82; -   ; 76 ; 1.381 ; -   ; -   ; 589 ; 268 ; -   ; 41 ; -   ; 58 ; -   ; 19 ; -   ; -   ; 1 ; 15 ; -   ; -   ; 3 ; 2 ; -   
1200203;4.736;19.662;5.749;477; -   ;2.376;1.427;55;154;22;3; -   ;52;125;263;846;261;53; -   ;142;880; -   ; 6.556 ; 4.413 ; 284 ; -   ; 6.401 ; 1.791 ; 217 ; 319 ; 22 ; 530 ; 22 ; 146 ; -   ; -   ; 66 ; 79 ; 2 ; -   ; 36 ; 32 ; 1 
1200252;619;2.656;772; -   ;82;751;109;5;16;2; -   ;1;3;19;27;116;36; -   ;7;51;130; -   ; -   ; 1.566 ; -   ; -   ; 1.090 ; -   ; -   ; 55 ; -   ; 65 ; -   ; 13 ; -   ; -   ; -   ; 13 ; -   ; -   ; 3 ; -   ; -   
1200302;1.198;7.912;1.444; -   ; -   ;1.494;192;47;138;13; -   ; -   ;38;29;86;439;73; -   ; -   ;103;173; -   ; 2.226 ; 2.948 ; -   ; -   ; 2.334 ; 404 ; -   ; 105 ; -   ; 337 ; -   ; 235 ; -   ; -   ; 42 ; 92 ; -   ; -   ; 26 ; 13 ; -   
1200328;372;2.738;364; -   ; -   ;194;75;5;67;2; -   ; -   ;1;20;39;190;22; -   ; -   ;12;84; -   ; 267 ; 1.444 ; -   ; -   ; 155 ; 872 ; -   ; 30 ; -   ; 162 ; -   ; 135 ; -   ; -   ; 4 ; 61 ; -   ; -   ; 4 ; 56 ; -   
1200336;1.192;3.808;940; -   ; -   ;585;213;34;42;6; -   ; -   ;20;33;79;216;68; -   ; -   ;40;174; -   ; 245 ; 1.971 ; -   ; -   ; 1.206 ; 386 ; -   ; 67 ; -   ; 154 ; -   ; 73 ; -   ; -   ; 8 ; 29 ; -   ; -   ; 11 ; 15 ; -   
1200344;443;2.280;351; -   ; -   ;400;59;11;33;1; -   ; -   ;8;10;19;85;15; -   ; -   ;21;52; -   ; 204 ; 1.424 ; -   ; -   ; 652 ; -   ; -   ; 27 ; -   ; 62 ; -   ; 40 ; -   ; -   ; 7 ; 25 ; -   ; -   ; 2 ; -   ; -   
1200351;827;4.801;831; -   ; -   ;558;57;46;73;2; -   ; -   ;15;16;81;301;34; -   ; -   ;28;81; -   ; 96 ; 2.970 ; -   ; -   ; 14 ; 1.721 ; -   ; 78 ; -   ; 223 ; -   ; 94 ; -   ; -   ; 4 ; 68 ; -   ; -   ; 1 ; 29 ; -   
1200385;656;3.433;840; -   ; -   ;653;162;13;28;5; -   ; -   ;15;24;35;148;41; -   ; -   ;39;127; -   ; 686 ; 1.300 ; -   ; -   ; 1.047 ; 400 ; -   ; 69 ; -   ; 88 ; -   ; 21 ; -   ; -   ; 12 ; 16 ; -   ; -   ; 7 ; 5 ; -   
1200807;582;4.073;892; -   ; -   ;685;139;14;35;9; -   ; -   ;10;21;29;197;65; -   ; -   ;44;147; -   ; 1.054 ; 1.288 ; -   ; -   ; 1.652 ; 79 ; -   ; 72 ; -   ; 132 ; -   ; 27 ; -   ; -   ; 14 ; 18 ; -   ; -   ; 10 ; 1 ; -   
1200393;390;3.175;310; -   ; -   ;301;79;15;46;1; -   ; -   ;10;16;34;149;19; -   ; -   ;21;75; -   ; 202 ; 1.906 ; -   ; -   ; 360 ; 707 ; -   ; 42 ; -   ; 116 ; -   ; 53 ; -   ; -   ; 9 ; 36 ; -   ; -   ; 3 ; 20 ; -   
1200401;13.426;61.860;20.395;6.729;799;11.459;2.623;75;199;51;11;4;69;207;526;2.310;921;260;28;535;2.501; 129 ; 22.477 ; 9.725 ; 3.638 ; 205 ; 22.875 ; 244 ; 2.567 ; 1.007 ; 190 ; 1.063 ; 177 ; 109 ; -   ; 1 ; 111 ; 37 ; 17 ; 1 ; 69 ; 3 ; 13 
1200427;1.233;3.973;798; -   ; -   ;1.929;443;33;70;16; -   ; -   ;54;54;87;241;55; -   ; -   ;135;217; -   ; 77 ; 2.235 ; -   ; -   ; 1.661 ; -   ; -   ; 66 ; -   ; 184 ; -   ; 67 ; -   ; -   ; 5 ; 49 ; -   ; -   ; 17 ; -   ; -   
1200435;239;1.915;213; -   ; -   ;276;34;4;49;3; -   ; -   ;11;13;21;111;12; -   ; -   ;18;34; -   ; 170 ; 1.059 ; -   ; -   ; -   ; 686 ; -   ; 15 ; -   ; 98 ; -   ; 84 ; -   ; -   ; 8 ; 38 ; -   ; -   ; -   ; 25 ; -   
1200500;993;8.494;2.038;94;87;739;227;13;157;5;1;1;11;38;46;422;115;23;8;50;225; -   ; 1.343 ; 4.132 ; -   ; -   ; 2.374 ; 645 ; -   ; 127 ; -   ; 309 ; -   ; 163 ; -   ; -   ; 72 ; 80 ; -   ; -   ; 34 ; 31 ; -   
1200450;850;4.666;1.010; -   ; -   ;686;129;10;29;8; -   ; -   ;12;23;48;228;74; -   ; -   ;43;140; -   ; 1.384 ; 1.309 ; 73 ; -   ; 1.280 ; 569 ; 51 ; 113 ; 6 ; 115 ; 9 ; 15 ; -   ; -   ; 13 ; 10 ; 1 ; -   ; 9 ; 5 ; 1 
1200609;1.619;10.826;1.694; -   ;89;1.677;309;23;92;11; -   ;1;34;53;90;512;88; -   ;8;94;287; -   ; 2.752 ; 4.848 ; -   ; -   ; 2.725 ; 501 ; -   ; 138 ; -   ; 380 ; -   ; 212 ; -   ; -   ; 44 ; 44 ; -   ; -   ; 29 ; 4 ; -   
1200708;568;3.359;589;289;26;707;78;14;63;5;1;1;25;19;35;203;50;30;2;61;97; -   ; 1.247 ; 766 ; -   ; -   ; 1.346 ; -   ; -   ; 37 ; -   ; 166 ; -   ; 80 ; -   ; -   ; 31 ; 28 ; -   ; -   ; 22 ; -   ; -   
1300029;783;3.922;625;104; -   ;1.020;46;51;54;2;1; -   ;38;11;29;193;49;20; -   ;56;63; -   ; 521 ; 1.999 ; -   ; -   ; 783 ; 619 ; -   ; 110 ; -   ; 103 ; -   ; 72 ; -   ; -   ; 2 ; 51 ; -   ; -   ; 2 ; 17 ; -   
1300060;556;2.542;485;47; -   ;436;42;19;25;3;1; -   ;7;11;28;128;52;7; -   ;19;54; -   ; 252 ; 1.151 ; -   ; -   ; 445 ; 694 ; -   ; 65 ; -   ; 92 ; -   ; 30 ; -   ; -   ; 1 ; 22 ; -   ; -   ; 3 ; 9 ; -   
1300086;415;2.228;644;36; -   ;186;14;21;27;5;1; -   ;1;8;13;168;58;9; -   ;23;52; -   ; 259 ; 990 ; -   ; -   ; 490 ; 489 ; -   ; 63 ; -   ; 115 ; -   ; 49 ; -   ; -   ; 3 ; 21 ; -   ; -   ; 4 ; 7 ; -   
1300102;479;2.565;614; -   ; -   ;182;50;20;25;2; -   ; -   ;4;4;19;133;55; -   ; -   ;15;69; -   ; 491 ; 1.015 ; -   ; -   ; 435 ; 624 ; -   ; 74 ; -   ; 82 ; -   ; 33 ; -   ; -   ; 1 ; 22 ; -   ; -   ; 1 ; 11 ; -   
1300144;650;2.405;654;150; -   ;292;30;12;16;2;1; -   ;2;6;35;120;52;14; -   ;12;51; -   ; 602 ; 713 ; -   ; -   ; 463 ; 627 ; -   ; 58 ; -   ; 68 ; -   ; 10 ; -   ; -   ; 1 ; 13 ; -   ; -   ; 2 ; 5 ; -   
