COD. MUNIC;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial;MAT_Federal_ini;MAT_Estadual_ini;MAT_Municipal_ini;MAT_Privada_ini;MAT_Federal_final;MAT_Estadual_final;MAT_Municipal_final;MAT_Privada_final;DOC_Pública_ini;DOC_Privada_ini;DOC_Pública_final;DOC_Privada_final;DOC_Pública_Mult;DOC_Privada_Mult;ESC_Federal_ini;ESC_Estadual_ini;ESC_Municipal_ini;ESC_Privada_ini;ESC_Federal_final;ESC_Estadual_final;ESC_Municipal_final;ESC_Privada_final
1100940;520;3.397;501; -   ; -   ;348;53;2;7;1; -   ; -   ;2;7;19;111;23; -   ; -   ;24;80; -   ; -   ; 1.867 ; 125 ; -   ; 428 ; 973 ; 4 ; 54 ; 11 ; 56 ; 5 ; 2 ; -   ; -   ; -   ; 5 ; 1 ; -   ; 1 ; 4 ; 1 
1100098;804;4.935;1.183; -   ;76;522;383;9;25;4; -   ;1;2;24;38;216;75; -   ;8;18;220; -   ; 1.241 ; 1.555 ; 120 ; -   ; 1.304 ; 635 ; 80 ; 110 ; 11 ; 107 ; 14 ; 24 ; -   ; -   ; 13 ; 9 ; 2 ; -   ; 9 ; 5 ; 1 
1101005;189;1.567;344; -   ; -   ;198;42;3;12;2; -   ; -   ;3;11;13;93;47; -   ; -   ;32;58; -   ; 88 ; 819 ; -   ; -   ; 394 ; 266 ; -   ; 45 ; -   ; 53 ; -   ; 8 ; -   ; -   ; 6 ; 6 ; -   ; -   ; 2 ; 5 ; -   
1100106;1.477;8.839;1.667;495;9;1.637;183;19;61;7;3;1;5;28;89;358;96;35;4;64;212; -   ; 1.483 ; 3.365 ; 469 ; -   ; 3.304 ; -   ; 218 ; 149 ; 31 ; 162 ; 34 ; 77 ; -   ; -   ; 30 ; 19 ; 5 ; -   ; 28 ; -   ; 3 
1101104;313;1.896;258; -   ; -   ;464;44;3;7;1; -   ; -   ;2;7;13;77;18; -   ; -   ;25;62; -   ; -   ; 1.176 ; -   ; -   ; 647 ; 73 ; -   ; 45 ; -   ; 37 ; -   ; 10 ; -   ; -   ; -   ; 5 ; -   ; -   ; 2 ; 1 ; -   
1100114;1.716;8.265;2.164;181;28;1.326;582;18;28;10;2;1;8;31;93;432;165;20;11;108;386; -   ; 1.456 ; 3.030 ; 283 ; -   ; 2.992 ; 413 ; 91 ; 219 ; 23 ; 193 ; 32 ; 18 ; 15 ; -   ; 11 ; 12 ; 4 ; -   ; 10 ; 7 ; 3 
1100122;3.294;19.638;4.977;1.699;360;3.903;671;28;66;23;5;2;12;70;159;827;379;117;17;155;726; -   ; 6.553 ; 3.867 ; 1.044 ; -   ; 7.021 ; 597 ; 556 ; 425 ; 59 ; 361 ; 48 ; 28 ; -   ; -   ; 35 ; 19 ; 8 ; -   ; 28 ; 9 ; 4 
1100130;891;6.203;1.025; -   ; -   ;1.090;284;15;28;4; -   ; -   ;3;25;51;254;53; -   ; -   ;27;218; -   ; 463 ; 3.206 ; 103 ; -   ; 1.297 ; 1.080 ; 54 ; 153 ; 11 ; 104 ; 11 ; 4 ; -   ; -   ; 2 ; 22 ; 2 ; -   ; 2 ; 9 ; 1 
1101203;206;1.399;249; -   ; -   ;91;48;2;7;1; -   ; -   ;2;7;11;83;16; -   ; -   ;8;56; -   ; 174 ; 595 ; -   ; -   ; 223 ; 407 ; -   ; 41 ; -   ; 48 ; -   ; 1 ; -   ; -   ; 2 ; 5 ; -   ; -   ; 1 ; 4 ; -   
1101302;284;1.924;579; -   ; -   ;297;106;6;9;2; -   ; -   ;2;10;14;90;30; -   ; -   ;20;69; -   ; 109 ; 859 ; 50 ; -   ; 664 ; 133 ; 109 ; 37 ; 7 ; 46 ; 9 ; 10 ; -   ; -   ; 3 ; 5 ; 1 ; -   ; 3 ; 2 ; 1 
1101401;205;2.685;503;60; -   ;252;64;2;9;2;1; -   ;2;9;10;127;37;18; -   ;26;94; -   ; 361 ; 1.060 ; 69 ; -   ; 686 ; 509 ; -   ; 65 ; 5 ; 79 ; -   ; 6 ; -   ; -   ; 1 ; 6 ; 1 ; -   ; 2 ; 5 ; -   
1100148;417;2.678;691; -   ; -   ;400;94;5;8;1; -   ; -   ;2;9;25;120;20; -   ; -   ;29;87; -   ; 531 ; 947 ; -   ; -   ; 582 ; 618 ; -   ; 70 ; -   ; 56 ; -   ; 3 ; -   ; -   ; 2 ; 6 ; -   ; -   ; 2 ; 4 ; -   
1100338;779;5.315;855; -   ;7;832;117;47;62;4; -   ;1;6;22;75;248;64; -   ;1;51;127; -   ; 569 ; 2.530 ; 87 ; -   ; 1.430 ; 647 ; 52 ; 114 ; 7 ; 129 ; 8 ; 47 ; -   ; -   ; 6 ; 53 ; 1 ; -   ; 6 ; 6 ; 1 
1101435;130;1.146;269; -   ; -   ;113;55;3;5;1; -   ; -   ;2;5;8;54;14; -   ; -   ;15;47; -   ; -   ; 681 ; -   ; -   ; 159 ; 306 ; -   ; 26 ; -   ; 33 ; -   ; 4 ; -   ; -   ; -   ; 4 ; -   ; -   ; 1 ; 3 ; -   
1100502;214;1.395;503;147; -   ;280;33;3;5;3;1; -   ;2;6;11;76;39;14; -   ;19;58; -   ; 249 ; 555 ; -   ; -   ; 443 ; 148 ; -   ; 40 ; -   ; 40 ; -   ; 2 ; -   ; -   ; 2 ; 2 ; -   ; -   ; 2 ; 2 ; -   
1100155;1.431;5.821;1.089;66; -   ;1.246;301;13;18;5;1; -   ;4;21;60;238;95;5; -   ;63;215; -   ; 227 ; 2.920 ; 223 ; -   ; 2.061 ; 323 ; 67 ; 121 ; 17 ; 108 ; 9 ; 9 ; -   ; -   ; 2 ; 9 ; 3 ; -   ; 5 ; 3 ; 1 
1101450;66;743;138; -   ; -   ;13;34;1;6;2; -   ; -   ;1;4;6;41;12; -   ; -   ;1;27; -   ; 57 ; 384 ; -   ; -   ; 115 ; 187 ; -   ; 27 ; -   ; 25 ; -   ; 1 ; -   ; -   ; 2 ; 3 ; -   ; -   ; 2 ; 2 ; -   
1100189;1.357;5.810;1.300;154;61;1.924;464;13;21;5;2;2;5;27;56;259;93;26;7;53;265; -   ; 829 ; 2.379 ; 163 ; -   ; 2.059 ; 299 ; 81 ; 138 ; 7 ; 122 ; 10 ; 20 ; -   ; -   ; 5 ; 12 ; 1 ; -   ; 7 ; 4 ; 1 
1101468;53;435;92; -   ; -   ;24;13;1;2;1; -   ; -   ;1;2;3;24;29; -   ; -   ;6;38; -   ; -   ; 251 ; -   ; -   ; 184 ; -   ; -   ; 15 ; -   ; 9 ; -   ; 1 ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ; -   ; -   
1100205;16.335;81.323;16.786;3.547;461;18.174;2.366;111;233;59;10;7;68;216;735;3.137;1.014;245;50;832;2.432; -   ; 9.982 ; 30.592 ; 7.121 ; -   ; 27.414 ; 2.136 ; 4.078 ; 1.492 ; 346 ; 1.297 ; 252 ; 163 ; -   ; -   ; 48 ; 115 ; 37 ; -   ; 64 ; 13 ; 22 
1100254;751;3.266;693; -   ; -   ;712;97;7;15;5; -   ; -   ;3;15;40;187;81; -   ; -   ;38;134; -   ; 887 ; 1.036 ; -   ; -   ; 1.210 ; 133 ; -   ; 114 ; -   ; 84 ; -   ; -   ; -   ; -   ; 8 ; 7 ; -   ; -   ; 8 ; 4 ; -   
1101476;122;635;159; -   ; -   ; -   ;27;3;4;2; -   ; -   ; -   ;4;11;34;38; -   ; -   ; -   ;25; -   ; -   ; 364 ; -   ; -   ; 271 ; -   ; -   ; 19 ; -   ; 16 ; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ; -   ; -   
1100262;95;679;120; -   ; -   ; -   ;18;1;2;1; -   ; -   ; -   ;2;6;37;10; -   ; -   ; -   ;21; -   ; 74 ; 329 ; -   ; -   ; 181 ; 95 ; -   ; 19 ; -   ; 20 ; -   ; 3 ; -   ; -   ; 1 ; 1 ; -   ; -   ; 1 ; 1 ; -   
1100288;1.911;8.713;1.952;217; -   ;1.479;407;10;19;10;1; -   ;6;23;128;431;132;13; -   ;71;340; -   ; 2.000 ; 2.782 ; 196 ; -   ; 3.246 ; 378 ; 111 ; 244 ; 21 ; 185 ; 19 ; 16 ; -   ; -   ; 9 ; 6 ; 2 ; -   ; 10 ; 2 ; 2 
1100296;211;1.123;243; -   ; -   ;197;45;2;3;1; -   ; -   ;1;5;11;62;17; -   ; -   ;21;53; -   ; -   ; 655 ; -   ; -   ; 431 ; 37 ; -   ; 35 ; -   ; 32 ; -   ; 3 ; -   ; -   ; -   ; 2 ; -   ; -   ; 1 ; 1 ; -   
1101484;151;937;216; -   ; -   ;69;44;3;4;2; -   ; -   ;1;5;9;48;23; -   ; -   ;11;46; -   ; 111 ; 391 ; -   ; -   ; 370 ; 65 ; -   ; 24 ; -   ; 25 ; -   ; -   ; -   ; -   ; 1 ; 2 ; -   ; -   ; 2 ; 1 ; -   
1101492;460;2.976;756;86; -   ;1.039;53;4;12;4;1; -   ;2;9;20;126;56;9; -   ;24;95; -   ; 345 ; 1.406 ; -   ; -   ; 552 ; 673 ; -   ; 73 ; -   ; 58 ; -   ; 6 ; -   ; -   ; 3 ; 9 ; -   ; -   ; 3 ; 7 ; -   
1100320;651;3.655;850; -   ; -   ;814;95;12;15;1; -   ; -   ;2;14;39;160;42; -   ; -   ;27;119; -   ; 198 ; 1.819 ; 43 ; -   ; 893 ; 702 ; -   ; 96 ; 7 ; 81 ; -   ; 2 ; -   ; -   ; 1 ; 12 ; 1 ; -   ; 2 ; 9 ; -   
1101500;196;2.035;433;139; -   ;408;95;5;9;1;1; -   ;1;9;11;87;19;7; -   ;12;76; -   ; 103 ; 1.023 ; -   ; -   ; 560 ; 349 ; -   ; 52 ; -   ; 39 ; -   ; -   ; -   ; -   ; 2 ; 6 ; -   ; -   ; 2 ; 4 ; -   
1101559;177;720;183; -   ; -   ;37;34;3;4;1; -   ; -   ;1;4;12;38;11; -   ; -   ;8;31; -   ; 23 ; 404 ; -   ; -   ; 139 ; 154 ; -   ; 28 ; -   ; 21 ; -   ; -   ; -   ; -   ; 1 ; 3 ; -   ; -   ; 1 ; 2 ; -   
1101609;265;1.695;353; -   ; -   ;294;67;7;7;1; -   ; -   ;2;8;18;92;49; -   ; -   ;37;81; -   ; 238 ; 657 ; -   ; -   ; 195 ; 605 ; -   ; 43 ; -   ; 51 ; -   ; 5 ; -   ; -   ; 1 ; 6 ; -   ; -   ; 1 ; 6 ; -   
1101708;240;1.897;343; -   ; -   ;269;78;1;8;1; -   ; -   ;1;7;17;82;18; -   ; -   ;31;85; -   ; 141 ; 893 ; -   ; -   ; 232 ; 631 ; -   ; 49 ; -   ; 60 ; -   ; -   ; -   ; -   ; 1 ; 6 ; -   ; -   ; 1 ; 6 ; -   
1101757;198;1.561;252; -   ; -   ;274;54;7;8;1; -   ; -   ;3;8;22;78;11; -   ; -   ;19;49; -   ; 125 ; 835 ; -   ; -   ; 215 ; 386 ; -   ; 45 ; -   ; 38 ; -   ; 3 ; -   ; -   ; 1 ; 7 ; -   ; -   ; 1 ; 6 ; -   
1101807;170;1.218;277; -   ; -   ;51;38;2;7;1; -   ; -   ;1;6;12;62;37; -   ; -   ;9;51; -   ; 23 ; 605 ; -   ; -   ; 145 ; 344 ; 101 ; 33 ; -   ; 30 ; 9 ; 2 ; -   ; -   ; 1 ; 5 ; -   ; -   ; 1 ; 2 ; 1 
1100304;2.815;13.927;3.511;762;128;2.914;862;22;43;12;3;2;7;48;144;573;224;57;9;115;597; -   ; 760 ; 6.579 ; 869 ; -   ; 4.349 ; 911 ; 459 ; 283 ; 52 ; 220 ; 47 ; 30 ; -   ; -   ; 5 ; 21 ; 7 ; -   ; 12 ; 4 ; 4 
1200013;700;2.592;657; -   ; -   ;414;79;8;11;3; -   ; -   ;5;10;36;90;33; -   ; -   ;20;97; -   ; 91 ; 1.371 ; -   ; -   ; 885 ; 245 ; -   ; 48 ; -   ; 47 ; -   ; 4 ; -   ; -   ; 1 ; 8 ; -   ; -   ; 3 ; 2 ; -   
1200054;358;2.427;255; -   ; -   ;281;66;13;65;2; -   ; -   ;3;13;27;143;18; -   ; -   ;16;62; -   ; 537 ; 1.077 ; -   ; -   ; 813 ; -   ; -   ; 29 ; -   ; 116 ; -   ; 78 ; -   ; -   ; 27 ; 36 ; -   ; -   ; 20 ; -   ; -   
1200104;1.122;4.368;1.141;17; -   ;726;193;19;66;2;1; -   ;16;28;69;193;51;4; -   ;44;155; -   ; 458 ; 2.220 ; -   ; -   ; 1.690 ; -   ; -   ; 84 ; -   ; 114 ; -   ; 53 ; -   ; -   ; 2 ; 61 ; -   ; -   ; 3 ; -   ; -   
1200138;539;2.503;451; -   ; -   ;448;87;8;35;9; -   ; -   ;9;13;24;128;41; -   ; -   ;34;86; -   ; 386 ; 1.108 ; -   ; -   ; 876 ; 133 ; -   ; 40 ; -   ; 91 ; -   ; 26 ; -   ; -   ; 19 ; 13 ; -   ; -   ; 13 ; 1 ; -   
1200179;449;2.235;541; -   ; -   ;578;116;9;15;3; -   ; -   ;11;12;22;87;34; -   ; -   ;27;94; -   ; -   ; 1.336 ; -   ; -   ; 542 ; 357 ; -   ; 44 ; -   ; 52 ; -   ; 9 ; -   ; -   ; -   ; 12 ; -   ; -   ; 3 ; 2 ; -   
1200203;4.659;19.472;5.918;466;27;1.982;1.523;48;148;23;6;1;34;116;285;831;283;50;4;108;889; -   ; 6.023 ; 4.930 ; 268 ; -   ; 6.461 ; 1.596 ; 194 ; 305 ; 22 ; 520 ; 22 ; 171 ; -   ; -   ; 58 ; 81 ; 2 ; -   ; 35 ; 36 ; 1 
1200252;676;2.545;651; -   ; -   ;614;128;10;18;1; -   ; -   ;2;19;31;113;28; -   ; -   ;39;121; -   ; -   ; 1.468 ; -   ; -   ; 1.077 ; -   ; -   ; 53 ; -   ; 63 ; -   ; 13 ; -   ; -   ; -   ; 15 ; -   ; -   ; 3 ; -   ; -   
1200302;1.233;8.061;1.611; -   ; -   ;1.184;195;42;136;14; -   ; -   ;35;34;79;408;92; -   ; -   ;82;171; -   ; 2.314 ; 2.868 ; -   ; -   ; 2.388 ; 491 ; -   ; 97 ; -   ; 319 ; -   ; 206 ; -   ; -   ; 41 ; 91 ; -   ; -   ; 25 ; 14 ; -   
1200328;1.051;2.616;480; -   ; -   ;141;64;50;68;2; -   ; -   ;2;16;72;155;32; -   ; -   ;8;61; -   ; 283 ; 1.283 ; -   ; -   ; 209 ; 841 ; -   ; 18 ; -   ; 139 ; -   ; 113 ; -   ; -   ; 5 ; 62 ; -   ; -   ; 4 ; 59 ; -   
1200336;1.205;3.838;894; -   ;31;789;203;33;41;7; -   ;5;21;30;71;224;84; -   ;9;64;188; -   ; 210 ; 2.127 ; -   ; -   ; 1.336 ; 165 ; -   ; 62 ; -   ; 166 ; -   ; 66 ; -   ; -   ; 7 ; 28 ; -   ; -   ; 12 ; 2 ; -   
1200344;367;2.242;442; -   ; -   ;439;73;4;32;1; -   ; -   ;6;10;15;83;20; -   ; -   ;28;60; -   ; 231 ; 1.369 ; -   ; -   ; 642 ; -   ; -   ; 26 ; -   ; 62 ; -   ; 42 ; -   ; -   ; 7 ; 24 ; -   ; -   ; 1 ; -   ; -   
1200351;909;4.644;881; -   ; -   ;563;95;34;71;1; -   ; -   ;16;22;68;283;22; -   ; -   ;34;114; -   ; 79 ; 2.881 ; -   ; -   ; 37 ; 1.647 ; -   ; 77 ; -   ; 207 ; -   ; 107 ; -   ; -   ; 5 ; 64 ; -   ; -   ; 3 ; 32 ; -   
1200385;579;3.174;741; -   ; -   ;648;175;14;25;5; -   ; -   ;14;21;29;136;38; -   ; -   ;42;126; -   ; 592 ; 1.224 ; -   ; -   ; 985 ; 373 ; -   ; 59 ; -   ; 87 ; -   ; 23 ; -   ; -   ; 9 ; 16 ; -   ; -   ; 7 ; 4 ; -   
1200807;594;3.763;833; -   ; -   ;559;135;14;31;9; -   ; -   ;8;16;35;164;57; -   ; -   ;43;134; -   ; 867 ; 1.254 ; -   ; -   ; 1.585 ; 57 ; -   ; 57 ; -   ; 114 ; -   ; 26 ; -   ; -   ; 11 ; 17 ; -   ; -   ; 10 ; 1 ; -   
1200393;543;2.868;374; -   ; -   ;498;122;24;45;1; -   ; -   ;10;25;52;166;17; -   ; -   ;22;111; -   ; 178 ; 1.583 ; -   ; -   ; 549 ; 558 ; -   ; 39 ; -   ; 140 ; -   ; 54 ; -   ; -   ; 9 ; 34 ; -   ; -   ; 5 ; 17 ; -   
1200401;15.555;61.572;19.762;3.791;760;10.604;3.163;82;202;53;13;5;66;219;651;2.319;950;215;21;478;2.662; 140 ; 22.447 ; 9.279 ; 3.921 ; 209 ; 23.053 ; -   ; 2.523 ; 998 ; 221 ; 1.070 ; 163 ; 100 ; -   ; 1 ; 110 ; 36 ; 22 ; 1 ; 76 ; -   ; 12 
1200427;1.250;3.660;823; -   ; -   ;1.691;295;39;63;11; -   ; -   ;25;49;90;227;61; -   ; -   ;105;208; -   ; 35 ; 2.030 ; -   ; -   ; 1.595 ; -   ; -   ; 64 ; -   ; 171 ; -   ; 63 ; -   ; -   ; 4 ; 47 ; -   ; -   ; 12 ; -   ; -   
1200435;311;1.909;329; -   ; -   ;135;32;12;55;3; -   ; -   ;2;16;28;111;16; -   ; -   ;11;39; -   ; 179 ; 1.008 ; -   ; -   ; 13 ; 709 ; -   ; 15 ; -   ; 98 ; -   ; 87 ; -   ; -   ; 8 ; 44 ; -   ; -   ; 1 ; 37 ; -   
1200500;1.220;7.605;2.012;261; -   ;536;207;13;142;22;2; -   ;8;38;54;381;113;26; -   ;43;230; -   ; 1.160 ; 3.623 ; -   ; -   ; 2.300 ; 522 ; -   ; 124 ; -   ; 266 ; -   ; 146 ; -   ; -   ; 60 ; 74 ; -   ; -   ; 30 ; 26 ; -   
1200450;996;4.381;1.150; -   ; -   ;533;200;10;29;8; -   ; -   ;10;25;40;223;85; -   ; -   ;35;177; -   ; 1.432 ; 1.193 ; 50 ; -   ; 1.273 ; 388 ; 45 ; 96 ; 5 ; 117 ; 10 ; 21 ; -   ; -   ; 15 ; 8 ; 1 ; -   ; 9 ; 3 ; 1 
1200609;1.539;10.893;1.997;606; -   ;1.229;262;29;91;15;2; -   ;29;48;78;490;117;18; -   ;59;260; -   ; 2.586 ; 4.678 ; -   ; -   ; 3.167 ; 462 ; -   ; 132 ; -   ; 368 ; -   ; 188 ; -   ; -   ; 42 ; 44 ; -   ; -   ; 32 ; 3 ; -   
1200708;589;3.116;630;211; -   ;579;85;12;57;13;1; -   ;20;25;29;179;73;35; -   ;46;97; -   ; 1.112 ; 734 ; -   ; -   ; 1.270 ; -   ; -   ; 36 ; -   ; 144 ; -   ; 70 ; -   ; -   ; 29 ; 23 ; -   ; -   ; 19 ; -   ; -   
1300029;725;3.838;705;86; -   ;669;51;43;51;3;1; -   ;30;8;34;216;54;19; -   ;60;88; -   ; 454 ; 1.833 ; -   ; -   ; 739 ; 812 ; -   ; 115 ; -   ; 119 ; -   ; 65 ; -   ; -   ; 2 ; 48 ; -   ; -   ; 2 ; 24 ; -   
1300060;543;2.509;615;92; -   ;268;48;19;25;4;1; -   ;5;12;28;141;53;17; -   ;20;81; -   ; 273 ; 1.140 ; -   ; -   ; 416 ; 680 ; -   ; 61 ; -   ; 106 ; -   ; 35 ; -   ; -   ; 1 ; 21 ; -   ; -   ; 4 ; 9 ; -   
1300086;382;2.090;704;44; -   ;60;37;21;26;5;2; -   ;2;7;14;156;69;14; -   ;18;56; -   ; 250 ; 923 ; -   ; -   ; 434 ; 483 ; -   ; 57 ; -   ; 109 ; -   ; 42 ; -   ; -   ; 3 ; 21 ; -   ; -   ; 3 ; 7 ; -   
1300102;450;2.619;592;62; -   ;148;43;21;25;2;1; -   ;2;5;21;127;70;6; -   ;16;68; -   ; 487 ; 1.029 ; -   ; -   ; 492 ; 611 ; -   ; 72 ; -   ; 71 ; -   ; 25 ; -   ; -   ; 1 ; 23 ; -   ; -   ; 1 ; 10 ; -   
1300144;644;2.400;603;73; -   ;236;67;11;16;2;1; -   ;3;9;33;126;33;25; -   ;17;84; -   ; 599 ; 798 ; -   ; -   ; 405 ; 598 ; -   ; 64 ; -   ; 69 ; -   ; 13 ; -   ; -   ; 1 ; 13 ; -   ; -   ; 2 ; 6 ; -   
1300201;452;3.559;537;89;101;1.853;39;24;69;2;1;6;57;6;24;200;44;10;6;85;63; -   ; 328 ; 2.049 ; -   ; -   ; 800 ; 382 ; -   ; 107 ; -   ; 113 ; -   ; 78 ; -   ; -   ; 4 ; 63 ; -   ; -   ; 5 ; 38 ; -   
