COD. MUNIC;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial;MAT_Federal_ini;MAT_Estadual_ini;MAT_Municipal_ini;MAT_Privada_ini;MAT_Federal_final;MAT_Estadual_final;MAT_Municipal_final;MAT_Privada_final;DOC_Pública_ini;DOC_Privada_ini;DOC_Pública_final;DOC_Privada_final;DOC_Pública_Mult;DOC_Privada_Mult;ESC_Federal_ini;ESC_Estadual_ini;ESC_Municipal_ini;ESC_Privada_ini;ESC_Federal_final;ESC_Estadual_final;ESC_Municipal_final;ESC_Privada_final
1100809;939;4.097;714; -   ; -   ;1.131;101;9;13;2; -   ; -   ;5;14;40;159;38; -   ; -   ;71;115; -   ; 543 ; 2.026 ; -   ; -   ; 1.143 ; 385 ; -   ; 209 ; -   ; 156 ; -   ; 58 ; -   ; -   ; 3 ; 8 ; -   ; -   ; 4 ; 2 ; -   
1100908;68;584;156; -   ; -   ;27;14;2;4;1; -   ; -   ;2;4;4;41;10; -   ; -   ;13;22; -   ; 149 ; 190 ; -   ; -   ; 129 ; 116 ; -   ; 45 ; -   ; 17 ; -   ; 34 ; -   ; -   ; 2 ; 2 ; -   ; -   ; 2 ; 2 ; -   
1100056;584;2.426;540; -   ; -   ;475;145;10;12;2; -   ; -   ;2;13;42;131;39; -   ; -   ;34;119; -   ; 482 ; 908 ; 46 ; -   ; 839 ; 113 ; 38 ; 178 ; 32 ; 161 ; 32 ; 23 ; -   ; -   ; 3 ; 5 ; 2 ; -   ; 3 ; 2 ; 1 
1100924;354;1.813;451; -   ; -   ; -   ;45;5;13;2; -   ; -   ; -   ;10;16;104;23; -   ; -   ; -   ;59; -   ; -   ; 1.100 ; -   ; -   ; 485 ; 228 ; -   ; 125 ; -   ; 69 ; -   ; 62 ; -   ; -   ; -   ; 10 ; -   ; -   ; 3 ; 5 ; -   
1100064;435;2.529;1.065;612; -   ;495;206;4;14;3;1; -   ;2;15;36;156;96;57; -   ;32;162; -   ; 953 ; 489 ; 60 ; -   ; 786 ; 241 ; -   ; 277 ; 15 ; 179 ; 15 ; 100 ; -   ; -   ; 6 ; 6 ; 2 ; -   ; 2 ; 5 ; -   
1100072;137;1.400;298; -   ; -   ;163;28;1;8;3; -   ; -   ;2;9;6;85;30; -   ; -   ;16;52; -   ; 352 ; 441 ; -   ; -   ; 310 ; 297 ; -   ; 102 ; -   ; 47 ; -   ; 61 ; -   ; -   ; 4 ; 4 ; -   ; -   ; 4 ; 4 ; -   
1100080;459;2.846;569; -   ; -   ;454;93;5;10;2; -   ; -   ;3;9;26;136;31; -   ; -   ;30;73; -   ; 535 ; 1.241 ; -   ; -   ; 707 ; 363 ; -   ; 181 ; 3 ; 121 ; 3 ; 61 ; -   ; -   ; 3 ; 5 ; -   ; -   ; 5 ; 2 ; -   
1100940;547;3.456;652; -   ; -   ;261;47;2;7;1; -   ; -   ;1;7;17;128;27; -   ; -   ;11;70; -   ; 34 ; 1.928 ; 109 ; -   ; 408 ; 967 ; 10 ; 141 ; 14 ; 111 ; 14 ; 37 ; -   ; -   ; 1 ; 5 ; 1 ; -   ; 1 ; 4 ; 1 
1100098;718;4.974;1.305; -   ;24;611;367;9;24;4; -   ;1;2;20;35;229;72; -   ;5;22;219; -   ; 1.277 ; 1.621 ; 119 ; -   ; 1.262 ; 635 ; 60 ; 264 ; 43 ; 198 ; 43 ; 85 ; -   ; -   ; 12 ; 9 ; 2 ; -   ; 8 ; 5 ; 1 
1101005;148;1.599;391; -   ; -   ;200;35;3;12;2; -   ; -   ;3;10;10;104;33; -   ; -   ;39;61; -   ; 271 ; 681 ; -   ; -   ; 339 ; 308 ; -   ; 125 ; -   ; 58 ; -   ; 72 ; -   ; -   ; 6 ; 6 ; -   ; -   ; 2 ; 5 ; -   
1100106;1.401;8.906;1.620;26; -   ;1.885;207;17;63;8;2; -   ;7;32;83;431;109;11; -   ;87;225; -   ; 1.919 ; 3.074 ; 454 ; -   ; 3.253 ; 9 ; 197 ; 488 ; 84 ; 361 ; 84 ; 140 ; -   ; -   ; 34 ; 19 ; 5 ; -   ; 31 ; 1 ; 3 
1101104;305;1.916;259; -   ; -   ;361;34;2;7;1; -   ; -   ;2;6;10;74;16; -   ; -   ;25;50; -   ; -   ; 1.242 ; -   ; -   ; 609 ; 65 ; -   ; 92 ; -   ; 86 ; -   ; 6 ; -   ; -   ; -   ; 5 ; -   ; -   ; 2 ; 1 ; -   
1100114;1.687;8.442;2.295;147; -   ;1.629;561;18;30;10;1; -   ;10;31;86;453;162;12; -   ;132;366; -   ; 2.112 ; 2.685 ; 261 ; -   ; 2.631 ; 667 ; 86 ; 520 ; 89 ; 397 ; 78 ; 134 ; 12 ; -   ; 12 ; 13 ; 4 ; -   ; 11 ; 10 ; 2 
1100122;3.219;19.602;5.219;2.120;2;3.927;645;26;67;23;5;1;13;70;148;850;345;156;3;180;723; -   ; 6.967 ; 3.581 ; 1.067 ; -   ; 6.835 ; 561 ; 591 ; 969 ; 283 ; 825 ; 269 ; 163 ; 16 ; -   ; 36 ; 19 ; 8 ; -   ; 29 ; 9 ; 4 
1100130;685;6.158;1.062; -   ; -   ;1.143;239;8;30;4; -   ; -   ;4;21;36;266;56; -   ; -   ;42;196; -   ; 761 ; 2.937 ; 92 ; -   ; 1.040 ; 1.268 ; 60 ; 293 ; 33 ; 167 ; 33 ; 140 ; -   ; -   ; 3 ; 24 ; 2 ; -   ; 2 ; 10 ; 1 
1101203;179;1.471;275; -   ; -   ;166;34;2;7;1; -   ; -   ;2;6;9;83;17; -   ; -   ;15;40; -   ; 201 ; 619 ; -   ; -   ; 238 ; 413 ; -   ; 98 ; -   ; 69 ; -   ; 34 ; -   ; -   ; 2 ; 5 ; -   ; -   ; 1 ; 4 ; -   
1101302;296;1.926;672; -   ; -   ;319;86;6;10;2; -   ; -   ;3;11;13;85;31; -   ; -   ;25;67; -   ; 123 ; 932 ; 47 ; -   ; 601 ; 128 ; 95 ; 106 ; 18 ; 85 ; 3 ; 26 ; 15 ; -   ; 3 ; 6 ; 1 ; -   ; 3 ; 2 ; 1 
1101401;248;2.780;569;55; -   ;309;56;3;10;2;1; -   ;3;8;12;135;41;13; -   ;38;81; -   ; 475 ; 1.050 ; 57 ; -   ; 580 ; 613 ; 5 ; 146 ; 36 ; 108 ; 36 ; 47 ; -   ; -   ; 1 ; 6 ; 2 ; -   ; 2 ; 6 ; 1 
1100148;385;2.804;738; -   ; -   ;812;58;5;11;1; -   ; -   ;2;10;24;130;21; -   ; -   ;37;96; -   ; 663 ; 926 ; -   ; -   ; 565 ; 650 ; -   ; 180 ; -   ; 139 ; -   ; 58 ; -   ; -   ; 3 ; 8 ; -   ; -   ; 3 ; 4 ; -   
1100338;767;5.378;856; -   ; -   ;844;75;49;63;4; -   ; -   ;6;18;75;279;57; -   ; -   ;60;133; -   ; 814 ; 2.394 ; 103 ; -   ; 1.062 ; 960 ; 45 ; 314 ; 17 ; 127 ; 17 ; 198 ; -   ; -   ; 7 ; 54 ; 1 ; -   ; 6 ; 7 ; 1 
1101435;132;1.156;296; -   ; -   ;203;62;3;5;1; -   ; -   ;2;5;8;50;14; -   ; -   ;18;51; -   ; 23 ; 694 ; -   ; -   ; 76 ; 363 ; -   ; 59 ; -   ; 42 ; -   ; 21 ; -   ; -   ; 1 ; 3 ; -   ; -   ; 1 ; 3 ; -   
1100502;246;1.397;563;152; -   ;288;30;3;5;3;1; -   ;2;6;14;90;41;16; -   ;22;59; -   ; 428 ; 408 ; -   ; -   ; 395 ; 166 ; -   ; 111 ; 16 ; 86 ; -   ; 34 ; 16 ; -   ; 2 ; 2 ; -   ; -   ; 2 ; 2 ; -   
1100155;1.448;5.868;1.268;44; -   ;1.467;288;13;17;6;1; -   ;6;23;61;254;82;4; -   ;81;225; -   ; 745 ; 2.608 ; 202 ; -   ; 1.917 ; 337 ; 59 ; 306 ; 42 ; 285 ; 42 ; 38 ; -   ; -   ; 5 ; 7 ; 3 ; -   ; 5 ; 3 ; 1 
1101450;77;728;141; -   ; -   ;14;29;1;8;2; -   ; -   ;1;3;6;45;14; -   ; -   ;1;24; -   ; 71 ; 378 ; 4 ; -   ; 97 ; 178 ; -   ; 47 ; 1 ; 41 ; 1 ; 10 ; -   ; -   ; 3 ; 3 ; 1 ; -   ; 2 ; 2 ; -   
1100189;1.379;5.768;1.450;195;7;1.579;425;14;21;5;2;1;6;21;69;249;86;30;6;59;248; -   ; 1.190 ; 2.024 ; 157 ; -   ; 2.041 ; 276 ; 80 ; 328 ; 68 ; 283 ; 68 ; 57 ; -   ; -   ; 5 ; 12 ; 1 ; -   ; 7 ; 4 ; 1 
1101468;52;418;80; -   ; -   ;31;12;1;2;1; -   ; -   ;1;2;3;26;10; -   ; -   ;9;19; -   ; -   ; 250 ; -   ; -   ; 168 ; -   ; -   ; 30 ; -   ; 30 ; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ; -   ; -   
1100205;16.111;80.423;17.090;3.493;702;19.070;2.041;101;236;58;10;6;73;209;755;3.166;1.013;308;26;933;2.361; -   ; 12.321 ; 28.184 ; 6.918 ; -   ; 26.031 ; 3.043 ; 3.926 ; 3.641 ; 1.033 ; 3.010 ; 1.018 ; 724 ; 17 ; -   ; 58 ; 113 ; 36 ; -   ; 63 ; 18 ; 21 
1100254;690;3.246;792; -   ; -   ;1.165;88;7;16;5; -   ; -   ;3;16;41;202;65; -   ; -   ;36;140; -   ; 1.454 ; 487 ; -   ; -   ; 1.033 ; 272 ; -   ; 267 ; 2 ; 188 ; 2 ; 95 ; -   ; -   ; 9 ; 7 ; -   ; -   ; 8 ; 5 ; -   
1101476;122;656;155; -   ; -   ; -   ;24;3;4;2; -   ; -   ; -   ;3;13;30;17; -   ; -   ; -   ;23; -   ; -   ; 379 ; -   ; -   ; 277 ; -   ; -   ; 44 ; -   ; 30 ; -   ; 15 ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ; -   ; -   
1100262;90;656;142; -   ; -   ; -   ;14;1;2;1; -   ; -   ; -   ;1;5;38;11; -   ; -   ; -   ;16; -   ; 145 ; 239 ; -   ; -   ; 173 ; 99 ; -   ; 44 ; -   ; 44 ; -   ; -   ; -   ; -   ; 1 ; 1 ; -   ; -   ; 1 ; 1 ; -   
1100288;1.801;8.885;2.191;311; -   ;1.999;401;8;19;10;1; -   ;6;22;120;437;143;19; -   ;81;346; -   ; 2.829 ; 2.151 ; 212 ; -   ; 3.084 ; 498 ; 111 ; 556 ; 83 ; 508 ; 83 ; 57 ; -   ; -   ; 10 ; 6 ; 2 ; -   ; 10 ; 3 ; 2 
1100296;218;1.114;287; -   ; -   ;234;40;4;4;1; -   ; -   ;1;5;10;69;23; -   ; -   ;21;55; -   ; -   ; 673 ; -   ; -   ; 396 ; 45 ; -   ; 90 ; -   ; 79 ; -   ; 14 ; -   ; -   ; -   ; 3 ; -   ; -   ; 1 ; 1 ; -   
1101484;151;963;237; -   ; -   ;74;33;3;4;2; -   ; -   ;1;4;11;58;19; -   ; -   ;11;48; -   ; 204 ; 330 ; -   ; -   ; 203 ; 226 ; -   ; 68 ; -   ; 68 ; -   ; -   ; -   ; -   ; 2 ; 2 ; -   ; -   ; 2 ; 2 ; -   
1101492;419;3.032;716;94; -   ;986;56;4;12;3;1; -   ;2;8;18;124;45;11; -   ;36;79; -   ; 364 ; 1.365 ; -   ; -   ; 537 ; 766 ; -   ; 158 ; 11 ; 120 ; -   ; 53 ; 11 ; -   ; 3 ; 9 ; -   ; -   ; 3 ; 6 ; -   
1100320;594;3.713;950; -   ; -   ;702;81;12;15;1; -   ; -   ;2;13;30;165;29; -   ; -   ;30;119; -   ; 315 ; 1.772 ; 53 ; -   ; 619 ; 954 ; -   ; 199 ; 9 ; 131 ; 9 ; 80 ; -   ; -   ; 2 ; 12 ; 1 ; -   ; 2 ; 10 ; -   
1101500;196;2.145;504;74; -   ;557;97;6;9;1;1; -   ;5;9;10;99;23;10; -   ;22;90; -   ; 160 ; 1.073 ; -   ; -   ; 481 ; 431 ; -   ; 121 ; 10 ; 72 ; 10 ; 57 ; -   ; -   ; 2 ; 6 ; -   ; -   ; 2 ; 5 ; -   
1101559;180;796;189; -   ; -   ;49;17;3;4;1; -   ; -   ;1;4;13;42;10; -   ; -   ;9;27; -   ; 93 ; 362 ; -   ; -   ; 105 ; 236 ; -   ; 54 ; -   ; 35 ; -   ; 22 ; -   ; -   ; 1 ; 3 ; -   ; -   ; 1 ; 3 ; -   
1101609;249;1.810;372; -   ; -   ;297;91;7;7;1; -   ; -   ;2;9;17;97;30; -   ; -   ;32;87; -   ; 268 ; 717 ; -   ; -   ; 193 ; 632 ; -   ; 134 ; -   ; 66 ; -   ; 79 ; -   ; -   ; 1 ; 6 ; -   ; -   ; 1 ; 6 ; -   
1101708;222;1.942;377; -   ; -   ;365;73;1;9;1; -   ; -   ;2;8;10;88;22; -   ; -   ;48;89; -   ; 216 ; 868 ; -   ; -   ; 220 ; 638 ; -   ; 124 ; -   ; 93 ; -   ; 45 ; -   ; -   ; 1 ; 6 ; -   ; -   ; 1 ; 6 ; -   
1101757;108;1.621;247; -   ; -   ;273;85;2;7;1; -   ; -   ;3;8;4;71;12; -   ; -   ;22;55; -   ; 180 ; 841 ; -   ; -   ; 152 ; 448 ; -   ; 73 ; 2 ; 52 ; 2 ; 37 ; -   ; -   ; 1 ; 6 ; -   ; -   ; 1 ; 6 ; -   
1101807;184;1.313;264; -   ; -   ;62;31;2;7;1; -   ; -   ;1;6;13;67;16; -   ; -   ;9;49; -   ; 47 ; 598 ; -   ; -   ; 114 ; 432 ; 122 ; 76 ; 10 ; 64 ; -   ; 13 ; 10 ; -   ; 1 ; 5 ; -   ; -   ; 1 ; 3 ; 1 
1100304;2.968;13.618;3.749;736;88;3.140;958;22;42;13;3;1;13;49;150;534;210;99;6;141;575; -   ; 1.520 ; 5.770 ; 810 ; -   ; 3.996 ; 1.072 ; 450 ; 716 ; 240 ; 672 ; 240 ; 46 ; -   ; -   ; 8 ; 19 ; 5 ; -   ; 12 ; 5 ; 4 
1200013;673;2.605;636;13; -   ;296;91;10;13;3;1; -   ;5;12;31;108;28;2; -   ;12;98; -   ; 176 ; 1.395 ; -   ; -   ; 758 ; 276 ; -   ; 156 ; -   ; 86 ; -   ; 77 ; -   ; -   ; 2 ; 10 ; -   ; -   ; 3 ; 3 ; -   
1200054;389;2.374;284; -   ; -   ;287;65;16;60;2; -   ; -   ;4;15;34;139;18; -   ; -   ;18;59; -   ; 527 ; 1.087 ; -   ; -   ; 760 ; -   ; -   ; 183 ; -   ; 73 ; -   ; 112 ; -   ; -   ; 25 ; 33 ; -   ; -   ; 15 ; -   ; -   
1200104;1.039;4.552;1.186;14; -   ;797;212;19;66;2;1; -   ;17;30;54;211;50;1; -   ;42;176; -   ; 454 ; 2.321 ; -   ; -   ; 1.777 ; -   ; -   ; 308 ; 2 ; 178 ; 2 ; 143 ; -   ; -   ; 3 ; 61 ; -   ; -   ; 3 ; -   ; -   
1200138;561;2.251;441; -   ; -   ;588;84;7;35;11; -   ; -   ;9;17;30;132;42; -   ; -   ;36;85; -   ; 389 ; 896 ; -   ; -   ; 805 ; 161 ; -   ; 199 ; -   ; 79 ; -   ; 122 ; -   ; -   ; 20 ; 12 ; -   ; -   ; 14 ; 1 ; -   
1200179;410;2.245;517; -   ; -   ;638;108;10;16;3; -   ; -   ;12;11;21;88;32; -   ; -   ;29;87; -   ; -   ; 1.329 ; -   ; -   ; 673 ; 243 ; -   ; 134 ; -   ; 67 ; -   ; 75 ; -   ; -   ; -   ; 13 ; -   ; -   ; 3 ; 3 ; -   
1200203;4.580;20.207;5.884;452;126;2.480;1.563;58;156;22;5;2;49;123;272;868;268;40;7;130;913; -   ; 6.644 ; 4.911 ; 281 ; -   ; 6.470 ; 1.700 ; 201 ; 1.335 ; 72 ; 858 ; 72 ; 519 ; -   ; -   ; 65 ; 82 ; 2 ; -   ; 36 ; 35 ; 1 
1200252;659;2.566;767; -   ; -   ;384;106;8;16;2; -   ; -   ;3;18;29;103;38; -   ; -   ;36;115; -   ; -   ; 1.493 ; -   ; -   ; 1.073 ; -   ; -   ; 182 ; -   ; 139 ; -   ; 47 ; -   ; -   ; -   ; 13 ; -   ; -   ; 3 ; -   ; -   
1200302;1.181;8.014;1.715; -   ; -   ;1.295;226;45;132;13; -   ; -   ;32;34;82;398;78; -   ; -   ;85;165; -   ; 2.331 ; 2.963 ; -   ; -   ; 2.367 ; 353 ; -   ; 602 ; 1 ; 202 ; 1 ; 401 ; -   ; -   ; 40 ; 88 ; -   ; -   ; 27 ; 9 ; -   
1200328;355;2.673;477; -   ; -   ;70;66;5;67;2; -   ; -   ;1;16;24;149;28; -   ; -   ;5;60; -   ; 301 ; 1.386 ; -   ; -   ; 178 ; 808 ; -   ; 187 ; -   ; 73 ; -   ; 117 ; -   ; -   ; 5 ; 61 ; -   ; -   ; 4 ; 59 ; -   
1200336;1.173;3.914;977; -   ; -   ;583;229;33;41;7; -   ; -   ;18;34;67;206;79; -   ; -   ;39;184; -   ; 200 ; 2.183 ; -   ; -   ; 1.211 ; 320 ; -   ; 328 ; -   ; 179 ; -   ; 157 ; -   ; -   ; 7 ; 29 ; -   ; -   ; 11 ; 11 ; -   
1200344;390;2.271;337; -   ; -   ;421;62;12;32;1; -   ; -   ;7;11;21;87;16; -   ; -   ;26;53; -   ; 224 ; 1.391 ; -   ; -   ; 656 ; -   ; -   ; 126 ; -   ; 74 ; -   ; 59 ; -   ; -   ; 7 ; 24 ; -   ; -   ; 2 ; -   ; -   
1200351;1.134;4.784;832; -   ; -   ;595;87;53;72;1; -   ; -   ;20;22;91;276;40; -   ; -   ;36;101; -   ; 85 ; 3.023 ; -   ; -   ; 46 ; 1.630 ; -   ; 406 ; -   ; 128 ; -   ; 297 ; -   ; -   ; 4 ; 67 ; -   ; -   ; 2 ; 33 ; -   
1200385;555;3.260;776; -   ; -   ;676;183;13;25;4; -   ; -   ;15;22;30;144;40; -   ; -   ;45;141; -   ; 603 ; 1.286 ; -   ; -   ; 1.010 ; 361 ; -   ; 219 ; 6 ; 88 ; 6 ; 139 ; -   ; -   ; 9 ; 16 ; -   ; -   ; 7 ; 4 ; -   
1200807;615;3.813;971; -   ; -   ;671;132;16;33;8; -   ; -   ;10;18;38;176;58; -   ; -   ;53;138; -   ; 933 ; 1.211 ; -   ; -   ; 1.615 ; 54 ; -   ; 244 ; -   ; 31 ; -   ; 215 ; -   ; -   ; 11 ; 19 ; -   ; -   ; 10 ; 2 ; -   
1200393;413;2.945;378; -   ; -   ;446;92;16;46;1; -   ; -   ;13;16;33;167;20; -   ; -   ;21;85; -   ; 171 ; 1.793 ; -   ; -   ; 384 ; 597 ; -   ; 222 ; -   ; 77 ; -   ; 155 ; -   ; -   ; 9 ; 36 ; -   ; -   ; 4 ; 19 ; -   
1200401;14.029;61.452;20.365;5.367;418;10.722;2.885;74;199;53;17;3;64;211;586;2.279;934;228;36;488;2.602; 140 ; 22.885 ; 9.358 ; 3.701 ; 212 ; 22.731 ; -   ; 2.425 ; 3.422 ; 561 ; 3.052 ; 561 ; 438 ; -   ; 1 ; 114 ; 35 ; 16 ; 1 ; 72 ; -   ; 12 
1200427;1.281;3.781;899; -   ; -   ;2.054;348;35;68;16; -   ; -   ;49;53;86;229;65; -   ; -   ;133;211; -   ; 56 ; 2.134 ; -   ; -   ; 1.591 ; -   ; -   ; 462 ; -   ; 124 ; -   ; 345 ; -   ; -   ; 4 ; 47 ; -   ; -   ; 17 ; -   ; -   
1200435;214;1.982;297; -   ; -   ;129;36;3;53;3; -   ; -   ;2;14;16;123;18; -   ; -   ;7;36; -   ; 178 ; 1.057 ; -   ; -   ; -   ; 747 ; -   ; 153 ; -   ; 56 ; -   ; 98 ; -   ; -   ; 8 ; 41 ; -   ; -   ; -   ; 32 ; -   
1200500;1.053;8.144;2.111;157;88;739;247;13;149;5;1;1;11;40;49;414;109;21;6;68;254; -   ; 1.338 ; 3.976 ; -   ; -   ; 2.248 ; 582 ; -   ; 568 ; -   ; 322 ; -   ; 260 ; -   ; -   ; 68 ; 75 ; -   ; -   ; 33 ; 29 ; -   
1200450;923;4.662;1.131; -   ; -   ;739;195;11;30;8; -   ; -   ;14;25;45;234;79; -   ; -   ;52;172; -   ; 1.480 ; 1.342 ; 61 ; -   ; 1.253 ; 478 ; 48 ; 325 ; 19 ; 193 ; 19 ; 138 ; -   ; -   ; 15 ; 9 ; 1 ; -   ; 9 ; 4 ; 1 
1200609;1.654;11.095;1.806;391; -   ;1.406;294;30;91;14;2; -   ;24;52;95;495;104;18; -   ;66;275; -   ; 2.834 ; 4.825 ; -   ; -   ; 2.963 ; 473 ; -   ; 687 ; -   ; 292 ; -   ; 399 ; -   ; -   ; 43 ; 44 ; -   ; -   ; 30 ; 3 ; -   
1200708;562;3.232;723;281; -   ;722;91;14;61;7;1; -   ;20;26;33;179;63;26; -   ;57;112; -   ; 1.180 ; 770 ; -   ; -   ; 1.282 ; -   ; -   ; 292 ; 4 ; 149 ; 4 ; 148 ; -   ; -   ; 30 ; 26 ; -   ; -   ; 16 ; -   ; -   
1300029;729;3.852;635;80; -   ;1.045;36;47;53;2;1; -   ;37;9;22;186;54;11; -   ;71;50; -   ; 466 ; 1.986 ; -   ; -   ; 745 ; 655 ; -   ; 270 ; -   ; 128 ; -   ; 155 ; -   ; -   ; 2 ; 50 ; -   ; -   ; 2 ; 12 ; -   
1300060;516;2.497;528;88; -   ;425;50;19;25;3;1; -   ;7;13;23;143;56;23; -   ;52;69; -   ; 269 ; 1.119 ; -   ; -   ; 384 ; 725 ; -   ; 216 ; -   ; 92 ; -   ; 140 ; -   ; -   ; 1 ; 22 ; -   ; -   ; 3 ; 9 ; -   
1300086;384;2.193;648;49; -   ;77;16;21;27;4;1; -   ;3;8;14;163;58;7; -   ;33;69; -   ; 239 ; 1.017 ; -   ; -   ; 482 ; 455 ; -   ; 228 ; -   ; 106 ; -   ; 147 ; -   ; -   ; 3 ; 21 ; -   ; -   ; 4 ; 7 ; -   
1300102;459;2.580;607; -   ; -   ;161;48;22;25;2; -   ; -   ;3;5;21;137;56; -   ; -   ;9;73; -   ; 465 ; 1.040 ; -   ; -   ; 460 ; 615 ; -   ; 204 ; -   ; 132 ; -   ; 72 ; -   ; -   ; 1 ; 23 ; -   ; -   ; 1 ; 11 ; -   
1300144;625;2.348;611;144; -   ;259;45;11;15;2;1; -   ;4;9;34;132;52;26; -   ;14;71; -   ; 588 ; 737 ; -   ; -   ; 399 ; 624 ; -   ; 207 ; -   ; 105 ; -   ; 116 ; -   ; -   ; 1 ; 12 ; -   ; -   ; 2 ; 5 ; -   
