COD. MUNIC;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial;MAT_Federal_ini;MAT_Estadual_ini;MAT_Municipal_ini;MAT_Privada_ini;MAT_Federal_final;MAT_Estadual_final;MAT_Municipal_final;MAT_Privada_final;DOC_Pública_ini;DOC_Privada_ini;DOC_Pública_final;DOC_Privada_final;DOC_Pública_Mult;DOC_Privada_Mult;ESC_Federal_ini;ESC_Estadual_ini;ESC_Municipal_ini;ESC_Privada_ini;ESC_Federal_final;ESC_Estadual_final;ESC_Municipal_final;ESC_Privada_final
2303907;799;2.060;608; -   ; -   ;103;51;13;14;1; -   ; -   ;4;13;70;114;24; -   ; -   ;14;75; -   ; -   ; 1.116 ; 44 ; -   ; -   ; 889 ; 11 ; 197 ; 9 ; 151 ; 9 ; 48 ; -   ; -   ; -   ; 11 ; 1 ; -   ; -   ; 5 ; 1 
2303931;670;2.035;507; -   ; -   ;13;53;10;10;1; -   ; -   ;1;10;27;78;26; -   ; -   ;1;48; -   ; -   ; 1.093 ; -   ; -   ; -   ; 942 ; -   ; 124 ; -   ; 94 ; -   ; 36 ; -   ; -   ; -   ; 10 ; -   ; -   ; -   ; 7 ; -   
2303956;963;3.165;785; -   ; -   ;92;251;12;17;1; -   ; -   ;1;18;45;117;34; -   ; -   ;4;135; -   ; -   ; 1.658 ; -   ; -   ; -   ; 1.507 ; -   ; 189 ; -   ; 122 ; -   ; 73 ; -   ; -   ; -   ; 14 ; -   ; -   ; -   ; 10 ; -   
2304004;943;3.534;1.074; -   ;200;677;321;15;16;2; -   ;1;11;18;73;229;73; -   ;7;50;238; -   ; -   ; 1.648 ; 168 ; -   ; -   ; 1.622 ; 96 ; 353 ; 27 ; 284 ; 27 ; 76 ; -   ; -   ; -   ; 12 ; 2 ; -   ; -   ; 11 ; 2 
2304103;2.861;11.119;2.948;782; -   ;1.918;591;50;57;10;3; -   ;26;56;210;590;222;76; -   ;130;494; -   ; 122 ; 4.921 ; 1.047 ; -   ; 697 ; 3.724 ; 608 ; 798 ; 155 ; 531 ; 155 ; 290 ; -   ; -   ; 1 ; 40 ; 10 ; -   ; 5 ; 31 ; 4 
2304202;6.403;19.129;5.823;1.331;84;2.703;584;87;91;20;4;1;25;78;503;1.068;410;124;7;195;845; -   ; -   ; 7.197 ; 3.391 ; -   ; 2.152 ; 4.672 ; 1.717 ; 1.442 ; 529 ; 1.085 ; 529 ; 401 ; -   ; -   ; -   ; 48 ; 34 ; -   ; 7 ; 26 ; 16 
2304236;730;2.821;772; -   ; -   ;336;192;15;15;2; -   ; -   ;11;17;34;129;43; -   ; -   ;36;144; -   ; -   ; 1.383 ; 38 ; -   ; -   ; 1.400 ; -   ; 196 ; 9 ; 160 ; 9 ; 46 ; -   ; -   ; -   ; 14 ; 1 ; -   ; -   ; 8 ; -   
2304251;1.291;4.206;986; -   ; -   ;74;78;19;25;2; -   ; -   ;4;23;115;249;47; -   ; -   ;6;156; -   ; -   ; 2.040 ; 111 ; -   ; -   ; 1.982 ; 73 ; 364 ; 24 ; 148 ; 24 ; 218 ; -   ; -   ; -   ; 21 ; 1 ; -   ; -   ; 13 ; 1 
2304269;327;1.233;391; -   ; -   ;225;47;6;6;1; -   ; -   ;5;6;26;76;22; -   ; -   ;16;60; -   ; -   ; 611 ; -   ; -   ; -   ; 622 ; -   ; 123 ; -   ; 108 ; -   ; 16 ; -   ; -   ; -   ; 6 ; -   ; -   ; -   ; 5 ; -   
2304277;291;928;211; -   ; -   ;308;52;10;10;1; -   ; -   ;9;7;16;53;13; -   ; -   ;22;38; -   ; -   ; 494 ; -   ; -   ; -   ; 434 ; -   ; 94 ; -   ; 49 ; -   ; 48 ; -   ; -   ; -   ; 10 ; -   ; -   ; -   ; 3 ; -   
2304285;2.704;9.104;2.595;501; -   ;888;477;28;33;6;1; -   ;22;40;151;389;132;31; -   ;61;411; -   ; -   ; 4.790 ; 482 ; -   ; -   ; 3.604 ; 228 ; 614 ; 72 ; 614 ; 72 ; -   ; -   ; -   ; -   ; 27 ; 4 ; -   ; -   ; 16 ; 2 
2304301;992;2.989;721; -   ; -   ;162;109;17;19;2; -   ; -   ;6;19;44;181;47; -   ; -   ;17;159; -   ; -   ; 1.471 ; 116 ; -   ; 156 ; 1.190 ; 56 ; 229 ; 20 ; 154 ; 20 ; 108 ; -   ; -   ; -   ; 15 ; 2 ; -   ; 1 ; 9 ; 2 
2304350;1.058;3.276;1.279; -   ; -   ;148;303;12;14;1; -   ; -   ;2;17;53;167;48; -   ; -   ;17;188; -   ; -   ; 1.527 ; 242 ; -   ; -   ; 1.345 ; 162 ; 222 ; 49 ; 148 ; 49 ; 91 ; -   ; -   ; -   ; 9 ; 3 ; -   ; -   ; 8 ; 3 
2304400;94.369;315.689;101.509;33.457;1.553;43.108;6.346;912;1.104;312;69;32;182;824;5.133;14.109;6.174;1.435;93;1.738;9.590; -   ; 1.391 ; 84.775 ; 88.554 ; 483 ; 31.257 ; 55.419 ; 53.810 ; 12.774 ; 10.788 ; 12.774 ; 10.788 ; -   ; -   ; -   ; 10 ; 229 ; 686 ; 1 ; 118 ; 134 ; 348 
2304459;583;2.216;541; -   ; -   ;123;132;7;11;1; -   ; -   ;2;12;41;104;20; -   ; -   ;9;115; -   ; -   ; 1.155 ; 16 ; -   ; -   ; 1.045 ; -   ; 150 ; 5 ; 124 ; 5 ; 26 ; -   ; -   ; -   ; 7 ; 1 ; -   ; -   ; 7 ; -   
2304509;744;2.273;662; -   ; -   ;137;134;14;13;1; -   ; -   ;3;13;58;136;32; -   ; -   ;6;140; -   ; -   ; 1.117 ; 88 ; -   ; -   ; 1.025 ; 43 ; 201 ; 24 ; 135 ; 24 ; 78 ; -   ; -   ; -   ; 10 ; 1 ; -   ; -   ; 5 ; 1 
2304608;425;1.428;384; -   ; -   ;156;17;6;7;1; -   ; -   ;7;7;29;75;17; -   ; -   ;13;24; -   ; -   ; 735 ; -   ; -   ; -   ; 693 ; -   ; 120 ; -   ; 64 ; -   ; 57 ; -   ; -   ; -   ; 7 ; -   ; -   ; -   ; 6 ; -   
2304657;684;2.399;473; -   ;208;816;174;18;22;1; -   ;1;20;20;60;139;20; -   ;7;53;145; -   ; -   ; 1.242 ; -   ; -   ; -   ; 1.157 ; -   ; 252 ; -   ; 125 ; -   ; 129 ; -   ; -   ; -   ; 19 ; -   ; -   ; -   ; 13 ; -   
2304707;2.748;9.401;2.930;525; -   ;2.300;388;48;55;5;2; -   ;40;55;176;701;168;41; -   ;168;452; -   ; -   ; 4.745 ; 329 ; -   ; 61 ; 4.084 ; 182 ; 1.101 ; 50 ; 590 ; 50 ; 533 ; -   ; -   ; -   ; 46 ; 3 ; -   ; 1 ; 37 ; 2 
2304806;268;912;226; -   ; -   ;49;15;9;8;1; -   ; -   ;4;7;21;55;16; -   ; -   ;11;37; -   ; -   ; 478 ; -   ; -   ; -   ; 434 ; -   ; 90 ; -   ; 37 ; -   ; 59 ; -   ; -   ; -   ; 8 ; -   ; -   ; -   ; 3 ; -   
2304905;448;1.510;491; -   ; -   ;249;163;6;6;1; -   ; -   ;3;9;18;51;26; -   ; -   ;13;69; -   ; -   ; 720 ; -   ; -   ; -   ; 790 ; -   ; 94 ; -   ; 78 ; -   ; 26 ; -   ; -   ; -   ; 6 ; -   ; -   ; -   ; 6 ; -   
2304954;1.310;3.579;1.091;470;114;478;184;16;16;2;1;3;7;21;67;160;56;30;14;40;171; -   ; -   ; 2.037 ; -   ; -   ; -   ; 1.542 ; -   ; 281 ; 3 ; 205 ; 3 ; 82 ; -   ; -   ; -   ; 14 ; -   ; -   ; -   ; 9 ; -   
2305001;1.595;6.867;2.044;496; -   ;321;150;35;41;4;2; -   ;2;35;167;424;105;25; -   ;43;307; -   ; -   ; 3.242 ; 359 ; -   ; 48 ; 2.953 ; 265 ; 614 ; 62 ; 363 ; 62 ; 281 ; -   ; -   ; -   ; 37 ; 2 ; -   ; 1 ; 18 ; 2 
2305100;328;982;266; -   ; -   ; -   ;69;10;4;1; -   ; -   ; -   ;7;28;60;16; -   ; -   ; -   ;66; -   ; -   ; 421 ; 96 ; -   ; -   ; 465 ; -   ; 96 ; 8 ; 74 ; 8 ; 26 ; -   ; -   ; -   ; 3 ; 1 ; -   ; -   ; 3 ; -   
2305209;860;2.900;789;391; -   ;101;79;15;15;2;1; -   ;4;16;46;156;50;27; -   ;23;111; -   ; -   ; 1.376 ; 123 ; -   ; -   ; 1.345 ; 56 ; 229 ; 25 ; 194 ; 25 ; 36 ; -   ; -   ; -   ; 12 ; 2 ; -   ; -   ; 10 ; 1 
2305233;3.162;10.486;3.051;488; -   ;820;625;30;32;3;1; -   ;5;48;141;350;129;28; -   ;37;424; -   ; -   ; 4.831 ; 921 ; -   ; -   ; 4.115 ; 619 ; 530 ; 68 ; 354 ; 68 ; 194 ; -   ; -   ; -   ; 27 ; 5 ; -   ; -   ; 18 ; 4 
2305266;619;2.205;587; -   ; -   ;82;86;18;18;1; -   ; -   ;3;16;51;100;28; -   ; -   ;13;94; -   ; -   ; 1.208 ; 25 ; -   ; -   ; 960 ; 12 ; 155 ; 8 ; 117 ; 8 ; 39 ; -   ; -   ; -   ; 17 ; 1 ; -   ; -   ; 6 ; 1 
2305308;1.066;3.704;944; -   ; -   ;281;74;20;21;3; -   ; -   ;6;20;67;200;58; -   ; -   ;27;125; -   ; -   ; 1.717 ; 257 ; -   ; -   ; 1.536 ; 194 ; 281 ; 48 ; 159 ; 48 ; 139 ; -   ; -   ; -   ; 18 ; 2 ; -   ; -   ; 10 ; 2 
2305332;639;1.986;497; -   ; -   ;279;99;10;10;1; -   ; -   ;6;11;47;104;31; -   ; -   ;22;95; -   ; -   ; 1.083 ; -   ; -   ; -   ; 903 ; -   ; 183 ; -   ; 139 ; -   ; 46 ; -   ; -   ; -   ; 10 ; -   ; -   ; -   ; 10 ; -   
2305357;953;2.930;696; -   ; -   ;108;119;11;7;1; -   ; -   ;3;12;44;108;31; -   ; -   ;19;107; -   ; -   ; 1.786 ; -   ; -   ; -   ; 1.144 ; -   ; 180 ; -   ; 102 ; -   ; 86 ; -   ; -   ; -   ; 7 ; -   ; -   ; -   ; 7 ; -   
2305407;2.125;10.381;2.336;517; -   ;2.121;224;65;64;5;1; -   ;36;60;123;695;112;16; -   ;104;379; -   ; -   ; 5.096 ; 883 ; -   ; -   ; 3.907 ; 495 ; 861 ; 123 ; 269 ; 123 ; 597 ; -   ; -   ; -   ; 53 ; 8 ; -   ; -   ; 33 ; 8 
2305506;3.378;13.827;3.988;1.360; -   ;1.328;413;48;49;12;5; -   ;10;57;221;630;258;153; -   ;81;577; -   ; -   ; 5.659 ; 2.226 ; -   ; -   ; 4.258 ; 1.684 ; 822 ; 299 ; 603 ; 299 ; 243 ; -   ; -   ; -   ; 32 ; 14 ; -   ; -   ; 23 ; 13 
2305605;1.045;3.475;1.177;421; -   ;99;71;50;50;4;2; -   ;4;11;75;235;84;26; -   ;20;111; -   ; -   ; 1.570 ; 241 ; -   ; 62 ; 1.480 ; 122 ; 305 ; 46 ; 182 ; 39 ; 152 ; 7 ; -   ; -   ; 46 ; 3 ; -   ; 1 ; 5 ; 3 
2305654;553;1.723;468; -   ; -   ;12;99;8;8;1; -   ; -   ;1;9;26;71;24; -   ; -   ;1;74; -   ; -   ; 912 ; -   ; -   ; -   ; 811 ; -   ; 116 ; -   ; 56 ; -   ; 62 ; -   ; -   ; -   ; 8 ; -   ; -   ; -   ; 5 ; -   
2305704;557;1.730;413; -   ; -   ;137;46;9;6;1; -   ; -   ;2;6;54;89;18; -   ; -   ;19;74; -   ; -   ; 870 ; 184 ; -   ; -   ; 676 ; -   ; 147 ; 15 ; 146 ; 15 ; 2 ; -   ; -   ; -   ; 4 ; 2 ; -   ; -   ; 4 ; -   
2305803;1.787;6.374;1.680;471; -   ;1.509;273;28;33;8;2; -   ;22;35;118;367;122;44; -   ;85;317; -   ; -   ; 2.644 ; 660 ; -   ; -   ; 2.538 ; 532 ; 521 ; 118 ; 399 ; 118 ; 169 ; -   ; -   ; -   ; 26 ; 5 ; -   ; -   ; 12 ; 3 
2305902;1.448;6.460;1.455;480; -   ;60;50;35;41;3;1; -   ;2;29;81;328;95;33; -   ;6;136; -   ; -   ; 3.360 ; 138 ; -   ; -   ; 2.901 ; 61 ; 458 ; 22 ; 309 ; 22 ; 168 ; -   ; -   ; -   ; 38 ; 2 ; -   ; -   ; 19 ; 2 
2306009;767;1.904;605; -   ; -   ;101;95;10;10;2; -   ; -   ;3;13;39;68;34; -   ; -   ;13;61; -   ; -   ; 816 ; 147 ; -   ; -   ; 893 ; 48 ; 114 ; 15 ; 99 ; 15 ; 23 ; -   ; -   ; -   ; 8 ; 1 ; -   ; -   ; 5 ; 1 
2306108;974;4.028;1.212; -   ; -   ;295;258;21;25;3; -   ; -   ;2;28;55;179;65; -   ; -   ;26;205; -   ; -   ; 2.126 ; -   ; -   ; -   ; 1.902 ; -   ; 295 ; -   ; 224 ; -   ; 86 ; -   ; -   ; -   ; 23 ; -   ; -   ; -   ; 10 ; -   
2306207;279;987;324; -   ; -   ; -   ;50;1;4;1; -   ; -   ; -   ;6;11;38;18; -   ; -   ; -   ;41; -   ; -   ; 488 ; -   ; -   ; -   ; 499 ; -   ; 65 ; -   ; 56 ; -   ; 9 ; -   ; -   ; -   ; 3 ; -   ; -   ; -   ; 1 ; -   
2306256;2.114;5.901;1.833;490; -   ;1.232;317;22;23;4;1; -   ;5;26;110;203;79;29; -   ;46;210; -   ; -   ; 2.983 ; 322 ; -   ; -   ; 2.463 ; 133 ; 363 ; 40 ; 237 ; 23 ; 133 ; 17 ; -   ; -   ; 14 ; 6 ; -   ; -   ; 10 ; 1 
2306306;2.185;8.123;2.547;263; -   ;831;231;35;35;6;1; -   ;1;28;102;366;134;22; -   ;42;264; -   ; -   ; 3.672 ; 633 ; -   ; 232 ; 3.238 ; 348 ; 502 ; 75 ; 331 ; 75 ; 189 ; -   ; -   ; -   ; 30 ; 4 ; -   ; 1 ; 25 ; 3 
2306405;6.216;20.654;6.074;796; -   ;2.433;590;104;102;12;4; -   ;2;94;454;1.078;315;56; -   ;112;830; -   ; 76 ; 9.633 ; 1.585 ; -   ; 165 ; 8.149 ; 1.046 ; 1.558 ; 191 ; 946 ; 191 ; 664 ; -   ; -   ; 1 ; 84 ; 10 ; -   ; 2 ; 55 ; 7 
2306504;922;2.908;781; -   ; -   ;159;102;12;13;2; -   ; -   ;3;15;52;161;43; -   ; -   ;20;131; -   ; -   ; 1.388 ; 177 ; -   ; -   ; 1.271 ; 72 ; 226 ; 31 ; 135 ; 31 ; 102 ; -   ; -   ; -   ; 10 ; 2 ; -   ; -   ; 10 ; 2 
2306553;2.265;7.259;2.096; -   ; -   ;512;273;56;63;9; -   ; -   ;8;54;181;457;135; -   ; -   ;49;373; -   ; 296 ; 3.280 ; 333 ; -   ; 270 ; 2.847 ; 233 ; 628 ; 71 ; 284 ; 71 ; 354 ; -   ; -   ; 7 ; 45 ; 4 ; -   ; 7 ; 11 ; 2 
2306603;935;4.242;1.035; -   ;195;1.407;381;36;40;2; -   ;2;28;35;45;173;72; -   ;7;87;189; -   ; -   ; 2.234 ; 60 ; -   ; -   ; 1.933 ; 15 ; 306 ; 14 ; 193 ; 14 ; 125 ; -   ; -   ; -   ; 38 ; 2 ; -   ; -   ; 13 ; 1 
2306702;592;2.405;733; -   ; -   ;19;44;13;16;2; -   ; -   ;1;14;43;143;36; -   ; -   ;8;85; -   ; -   ; 1.305 ; 51 ; -   ; -   ; 1.039 ; 10 ; 193 ; 9 ; 99 ; 9 ; 100 ; -   ; -   ; -   ; 13 ; 1 ; -   ; -   ; 13 ; 1 
2306801;538;1.675;403; -   ; -   ;31;81;9;11;1; -   ; -   ;2;13;37;95;23; -   ; -   ;2;89; -   ; -   ; 893 ; 46 ; -   ; -   ; 699 ; 37 ; 144 ; 8 ; 85 ; 8 ; 60 ; -   ; -   ; -   ; 9 ; 1 ; -   ; -   ; 4 ; 1 
2306900;1.517;5.548;1.446;396; -   ;726;316;40;37;5;2; -   ;20;35;92;220;88;30; -   ;55;237; -   ; -   ; 2.671 ; 344 ; -   ; -   ; 2.322 ; 211 ; 350 ; 43 ; 276 ; 43 ; 79 ; -   ; -   ; -   ; 32 ; 3 ; -   ; -   ; 9 ; 1 
2307007;1.365;4.040;1.405;473; -   ;289;111;20;18;4;1; -   ;8;22;114;197;74;28; -   ;19;172; -   ; -   ; 1.859 ; 238 ; -   ; -   ; 1.750 ; 193 ; 325 ; 47 ; 241 ; 47 ; 94 ; -   ; -   ; -   ; 15 ; 2 ; -   ; -   ; 13 ; 2 
2307106;1.559;5.067;1.200;547; -   ;100;207;27;26;2;2; -   ;2;26;95;258;72;51; -   ;6;205; -   ; -   ; 2.660 ; 262 ; -   ; -   ; 2.072 ; 73 ; 394 ; 34 ; 164 ; 34 ; 233 ; -   ; -   ; -   ; 23 ; 2 ; -   ; -   ; 14 ; 1 
2307205;431;1.092;259; -   ; -   ;196;21;7;8;1; -   ; -   ;7;7;38;100;18; -   ; -   ;13;51; -   ; -   ; 631 ; -   ; -   ; -   ; 461 ; -   ; 155 ; -   ; 84 ; -   ; 73 ; -   ; -   ; -   ; 8 ; -   ; -   ; -   ; 5 ; -   
2307254;1.098;3.120;660; -   ; -   ;40;67;9;10;1; -   ; -   ;1;16;56;107;27; -   ; -   ;3;112; -   ; -   ; 1.735 ; 6 ; -   ; -   ; 1.379 ; -   ; 184 ; 4 ; 87 ; -   ; 100 ; 4 ; -   ; -   ; 8 ; 1 ; -   ; -   ; 8 ; -   
2307304;12.268;37.602;11.510;3.431;562;6.599;983;124;139;26;11;12;38;134;631;1.990;624;242;33;285;1.577; -   ; -   ; 12.289 ; 8.444 ; -   ; 1.834 ; 10.585 ; 4.450 ; 2.096 ; 1.165 ; 1.813 ; 1.149 ; 324 ; 16 ; -   ; -   ; 51 ; 69 ; -   ; 7 ; 35 ; 46 
2307403;796;3.834;1.020;298; -   ;291;274;15;18;3;1; -   ;3;21;36;164;64;18; -   ;21;170; -   ; -   ; 1.940 ; 252 ; -   ; -   ; 1.527 ; 115 ; 222 ; 36 ; 115 ; 28 ; 116 ; 8 ; -   ; -   ; 14 ; 3 ; -   ; -   ; 10 ; 3 
2307502;1.127;4.536;1.094;279; -   ;171;69;33;28;3;1; -   ;6;27;75;248;70;22; -   ;31;157; -   ; -   ; 2.232 ; 242 ; -   ; -   ; 1.949 ; 113 ; 333 ; 34 ; 212 ; 34 ; 129 ; -   ; -   ; -   ; 24 ; 3 ; -   ; -   ; 16 ; 2 
2307601;2.141;7.874;2.358;695;7;885;200;21;27;5;5;1;2;31;118;340;112;76;2;32;314; -   ; -   ; 3.251 ; 1.050 ; -   ; -   ; 2.694 ; 879 ; 415 ; 170 ; 285 ; 165 ; 136 ; 5 ; -   ; -   ; 20 ; 5 ; -   ; -   ; 16 ; 4 
2307635;729;2.913;724; -   ; -   ;119;50;18;18;3; -   ; -   ;6;14;54;153;47; -   ; -   ;22;84; -   ; -   ; 1.438 ; 67 ; -   ; -   ; 1.342 ; 66 ; 192 ; 26 ; 97 ; 26 ; 104 ; -   ; -   ; -   ; 16 ; 2 ; -   ; -   ; 12 ; 2 
2307650;11.888;38.484;11.757;4.200; -   ;5.037;1.159;121;116;20;8; -   ;41;113;618;1.587;488;238; -   ;281;1.446; -   ; 120 ; 16.081 ; 5.569 ; -   ; 62 ; 13.736 ; 2.916 ; 2.113 ; 746 ; 2.057 ; 746 ; 69 ; -   ; -   ; 1 ; 76 ; 36 ; -   ; 1 ; 50 ; 17 
2307700;4.240;14.491;4.638;472;202;2.172;426;66;65;10;1;3;24;57;267;604;206;32;6;72;535; -   ; -   ; 6.422 ; 1.406 ; -   ; 331 ; 5.512 ; 820 ; 854 ; 166 ; 755 ; 163 ; 133 ; 3 ; -   ; -   ; 52 ; 9 ; -   ; 1 ; 25 ; 4 
2307809;1.572;5.585;1.346;176; -   ;463;131;22;21;4;1; -   ;15;25;121;258;68;15; -   ;32;216; -   ; -   ; 2.808 ; 303 ; -   ; -   ; 2.246 ; 228 ; 411 ; 44 ; 276 ; 44 ; 142 ; -   ; -   ; -   ; 19 ; 1 ; -   ; -   ; 10 ; 1 
2307908;558;2.051;610; -   ; -   ;66;78;13;14;1; -   ; -   ;2;11;67;167;27; -   ; -   ;5;93; -   ; -   ; 1.074 ; -   ; -   ; -   ; 977 ; -   ; 249 ; -   ; 160 ; -   ; 92 ; -   ; -   ; -   ; 13 ; -   ; -   ; -   ; 11 ; -   
2308005;1.811;6.030;2.271;468; -   ;309;177;33;40;4;1; -   ;7;40;92;271;98;20; -   ;19;244; -   ; -   ; 2.681 ; 471 ; -   ; -   ; 2.577 ; 301 ; 390 ; 66 ; 313 ; 65 ; 81 ; 1 ; -   ; -   ; 29 ; 6 ; -   ; -   ; 15 ; 3 
2308104;2.666;7.052;2.126;440; -   ;474;265;38;36;5;2; -   ;18;38;159;354;117;37; -   ;53;296; -   ; -   ; 3.113 ; 687 ; -   ; -   ; 2.914 ; 338 ; 542 ; 74 ; 425 ; 67 ; 128 ; 7 ; -   ; -   ; 27 ; 5 ; -   ; -   ; 15 ; 3 
2308203;662;2.274;709; -   ; -   ;55;131;9;12;1; -   ; -   ;2;13;47;103;32; -   ; -   ;10;123; -   ; -   ; 1.156 ; -   ; -   ; -   ; 1.118 ; -   ; 169 ; -   ; 149 ; -   ; 50 ; -   ; -   ; -   ; 9 ; -   ; -   ; -   ; 8 ; -   
2308302;1.463;4.210;983;495;90;779;69;18;20;3;1;3;11;19;92;228;57;28;8;56;128; -   ; -   ; 1.786 ; 597 ; -   ; -   ; 1.454 ; 373 ; 310 ; 80 ; 146 ; 80 ; 176 ; -   ; -   ; -   ; 14 ; 6 ; -   ; -   ; 14 ; 5 
2308351;559;1.869;489; -   ; -   ;698;45;7;7;2; -   ; -   ;6;6;42;85;27; -   ; -   ;44;70; -   ; -   ; 833 ; 72 ; -   ; -   ; 873 ; 91 ; 151 ; 24 ; 147 ; 24 ; 4 ; -   ; -   ; -   ; 6 ; 1 ; -   ; -   ; 4 ; 1 
2308377;623;2.270;642; -   ; -   ;703;111;10;10;2; -   ; -   ;10;12;52;171;43; -   ; -   ;44;130; -   ; -   ; 1.175 ; -   ; -   ; -   ; 1.095 ; -   ; 280 ; -   ; 147 ; -   ; 136 ; -   ; -   ; -   ; 10 ; -   ; -   ; -   ; 9 ; -   
2308401;1.979;5.573;1.293; -   ; -   ;459;341;20;20;3; -   ; -   ;11;31;155;309;65; -   ; -   ;28;310; -   ; -   ; 2.604 ; 471 ; -   ; -   ; 2.294 ; 204 ; 473 ; 57 ; 282 ; 46 ; 202 ; 11 ; -   ; -   ; 16 ; 3 ; -   ; -   ; 15 ; 3 
2308500;1.517;6.456;1.539;335; -   ;390;79;42;43;3;1; -   ;12;25;85;338;68;21; -   ;50;129; -   ; -   ; 3.458 ; 119 ; -   ; -   ; 2.781 ; 98 ; 438 ; 25 ; 304 ; 25 ; 140 ; -   ; -   ; -   ; 42 ; 1 ; -   ; -   ; 25 ; 1 
2308609;733;2.909;674; -   ;98;3.029;116;22;20;4; -   ;5;20;19;104;280;59; -   ;16;238;186; -   ; 512 ; 971 ; 126 ; -   ; 338 ; 938 ; 24 ; 460 ; 18 ; 224 ; 18 ; 248 ; -   ; -   ; 4 ; 13 ; 2 ; -   ; 5 ; 11 ; 2 
2308708;2.587;8.795;2.503;722; -   ;1.214;478;41;45;4;2; -   ;22;45;173;447;116;42; -   ;101;374; -   ; -   ; 4.312 ; 650 ; -   ; -   ; 3.457 ; 376 ; 614 ; 107 ; 428 ; 107 ; 211 ; -   ; -   ; -   ; 37 ; 5 ; -   ; -   ; 23 ; 3 
2308807;378;1.342;368; -   ; -   ;140;85;9;10;1; -   ; -   ;5;7;27;77;26; -   ; -   ;25;54; -   ; -   ; 680 ; -   ; -   ; -   ; 662 ; -   ; 122 ; -   ; 91 ; -   ; 40 ; -   ; -   ; -   ; 9 ; -   ; -   ; -   ; 5 ; -   
2308906;1.129;3.473;946; -   ; -   ;95;127;19;19;3; -   ; -   ;3;24;69;195;46; -   ; -   ;11;135; -   ; -   ; 1.716 ; 201 ; -   ; -   ; 1.411 ; 145 ; 256 ; 37 ; 91 ; 37 ; 168 ; -   ; -   ; -   ; 15 ; 3 ; -   ; -   ; 13 ; 3 
2309003;754;2.054;517; -   ; -   ;235;42;11;9;1; -   ; -   ;10;10;47;95;30; -   ; -   ;21;77; -   ; -   ; 971 ; 86 ; -   ; -   ; 968 ; 29 ; 170 ; 14 ; 121 ; 14 ; 56 ; -   ; -   ; -   ; 7 ; 1 ; -   ; -   ; 4 ; 1 
2309102;473;1.491;400; -   ; -   ;15;24;12;9;1; -   ; -   ;1;6;36;72;19; -   ; -   ;2;48; -   ; -   ; 681 ; 134 ; -   ; -   ; 669 ; 7 ; 102 ; 14 ; 71 ; 14 ; 37 ; -   ; -   ; -   ; 7 ; 2 ; -   ; -   ; 2 ; 1 
2309201;804;2.302;919;343; -   ;106;66;8;9;2;1; -   ;2;8;51;116;46;20; -   ;14;65; -   ; -   ; 1.208 ; 105 ; -   ; -   ; 946 ; 43 ; 195 ; 23 ; 139 ; 23 ; 56 ; -   ; -   ; -   ; 6 ; 2 ; -   ; -   ; 4 ; 1 
2309300;1.188;4.543;1.493;498; -   ;502;141;34;29;4;2; -   ;15;24;67;231;97;37; -   ;43;167; -   ; -   ; 2.183 ; 389 ; -   ; -   ; 1.659 ; 312 ; 340 ; 71 ; 297 ; 71 ; 46 ; -   ; -   ; -   ; 23 ; 4 ; -   ; -   ; 4 ; 4 
2309409;1.350;4.049;1.062;357; -   ;521;305;19;18;2;1; -   ;14;23;77;154;55;21; -   ;33;176; -   ; 21 ; 2.106 ; -   ; -   ; 6 ; 1.916 ; -   ; 285 ; -   ; 156 ; -   ; 130 ; -   ; -   ; 1 ; 17 ; -   ; -   ; 1 ; 12 ; -   
2309458;894;3.972;1.133; -   ; -   ;34;183;17;18;1; -   ; -   ;2;21;70;190;51; -   ; -   ;7;192; -   ; -   ; 1.958 ; 106 ; -   ; -   ; 1.887 ; 21 ; 256 ; 13 ; 171 ; 13 ; 98 ; -   ; -   ; -   ; 16 ; 1 ; -   ; -   ; 11 ; 1 
2309508;976;3.043;590; -   ; -   ;270;109;11;14;1; -   ; -   ;1;18;52;109;37; -   ; -   ;8;119; -   ; -   ; 1.543 ; 155 ; -   ; -   ; 1.257 ; 88 ; 186 ; 10 ; 178 ; 10 ; 9 ; -   ; -   ; -   ; 11 ; 1 ; -   ; -   ; 7 ; 1 
2309607;3.144;10.905;2.901;640; -   ;2.933;379;43;48;3;2; -   ;3;47;189;387;120;98; -   ;67;371; -   ; -   ; 4.704 ; 1.262 ; -   ; -   ; 4.382 ; 557 ; 590 ; 179 ; 438 ; 179 ; 175 ; -   ; -   ; -   ; 32 ; 10 ; -   ; -   ; 22 ; 4 
