CD_GEOCODMU;LONG;LAT
2512077;-38,50999999;-6,576918816
2512101;-37,79826727;-6,769855485
2512200;-37,08233398;-7,696983084
2512309;-37,99366401;-7,733866459
2512408;-35,95849407;-7,148906644
2512507;-35,89943391;-7,3607915
2512606;-37,1470987;-7,030817607
2512705;-35,79583319;-6,966292952
2512721;-35,29300585;-6,644471497
2512747;-35,66272169;-6,542676528
2512754;-35,65538766;-7,250594773
2512762;-35,26124269;-7,151503616
2512788;-36,15670977;-7,690295345
2512804;-37,65383539;-6,436494249
2512903;-35,07885223;-6,8084485
2513000;-36,84550289;-7,103034733
2513109;-35,44330174;-7,355357314
2513158;-35,87747447;-7,742905962
2513208;-38,06055559;-6,535014168
2513307;-38,64278967;-6,7186942
2513356;-38,55959993;-7,627779719
2513406;-36,92167833;-6,871863262
2513505;-38,33258115;-7,55121341
2513604;-37,9850431;-7,38764446
2513653;-38,47915221;-6,484055297
2513703;-34,96583928;-7,1380845
2513802;-37,4417178;-7,084191705
2513851;-36,63097543;-7,220489123
2513901;-37,44934966;-6,489307541
2513927;-37,7227213;-6,890308509
2513943;-36,4359294;-7,632990703
2513968;-37,94260275;-6,815924981
2513984;-38,09714123;-6,619279982
2514008;-36,53152094;-7,390201336
2514107;-36,84574332;-8,081042889
2514206;-38,15777019;-6,944231489
2514305;-38,29782337;-7,249159631
2514404;-37,32511484;-6,844179608
2514453;-35,37796105;-7,247127357
2514503;-38,50107482;-7,120869957
2514552;-38,09880272;-7,742969451
2514602;-37,30924473;-7,160914977
2514651;-37,35382968;-6,212915341
2514701;-36,79749322;-6,775531407
2514800;-36,80277782;-7,392642697
2514909;-37,09485739;-6,930228371
2515005;-35,21045139;-7,24923353
2515104;-35,86641391;-7,100945955
2515203;-37,00841698;-8,157118755
2515302;-35,23043262;-7,087111
2515401;-36,41076411;-6,856908563
2515500;-36,65566686;-7,480502524
2515609;-35,44273884;-6,68551765
2515708;-38,37489479;-7,214147758
2515807;-35,6742705;-7,182549425
2515906;-35,64414257;-6,817088943
2515930;-35,44175075;-6,750797546
2515971;-35,23819548;-7,144575614
2516003;-35,65615841;-6,7598975
2516102;-36,36266486;-7,058741378
2516151;-36,24822388;-6,767527529
2516201;-38,22960508;-6,763378005
2516300;-36,88027615;-7,671053615
2516409;-35,63883666;-6,488916942
2516508;-36,82899853;-7,209539351
2516607;-37,87859193;-7,635708446
2516706;-37,25156158;-7,223702909
2516755;-36,62799987;-6,938260403
2516805;-38,59809833;-6,576835507
2516904;-38,40702701;-6,524927095
2517001;-35,67147082;-7,698206329
2517100;-36,992721;-6,770807247
2517209;-38,2778435;-6,545713552
2517407;-37,09355197;-8,076874197
2600054;-34,89913058;-7,90444899
2600104;-37,63768602;-7,748327586
2600203;-41,00579734;-8,511091284
2600302;-35,94677684;-8,455973
2600401;-35,51855735;-8,709122552
2600500;-37,12195717;-9,1145895
2600609;-36,77545601;-8,466270523
2600708;-35,2285015;-7,604729808
2600807;-36,05969976;-8,4895925
2600906;-35,45077292;-8,378487
2601003;-36,28481436;-8,890374208
2601052;-35,09396653;-7,785641873
2601102;-40,50246057;-7,5781415
2601201;-37,05650556;-8,4239405
2601300;-35,66281889;-8,420935038
2601409;-35,19908599;-8,81413799
2601508;-35,83992409;-8,621201911
2601607;-38,96159956;-8,75146278
2601706;-36,42003508;-8,335295439
2601805;-38,03873814;-8,26984079
2601904;-35,75448795;-8,2353595
2602001;-39,93616319;-7,779342627
2602100;-36,67931439;-9,163382985
2602209;-35,5871395;-7,799512181
2602308;-35,72852793;-8,4722605
2602407;-36,56469666;-9,027249151
2602506;-37,28733455;-7,345671276
2602605;-36,37039144;-8,1489565
2602704;-35,32957041;-7,72437221
2602803;-37,15698811;-8,622059041
2602902;-35,03848897;-8,28986423
2603009;-39,30984134;-8,515105483
2603108;-36,23599141;-8,486831073
2603207;-36,62480401;-8,775594845
2603306;-36,33328808;-8,738377944
2603405;-38,15374592;-7,938427327
2603454;-34,99572136;-8,020521767
2603504;-35,76519473;-8,36213804
2603603;-35,28279064;-7,40708242
2603702;-36,19357488;-8,883870562
2603801;-36,62379802;-8,73614268
2603900;-37,7933989;-7,803058219
2603926;-38,74342195;-8,320607965
2604007;-35,25806061;-7,846886716
2604106;-35,96707336;-8,285898
2604155;-35,7253231;-7,743206568
2604205;-35,72166666;-8,6703075
2604304;-39,23713822;-7,717469233
2604403;-35,21372674;-7,99790078
2604502;-35,46474081;-8,240112777
2604601;-35,10411849;-7,589382255
2604700;-36,3297019;-9,128665502
2604809;-35,5415869;-8,475151217
2604908;-35,69469896;-8,015032443
2605004;-35,95025737;-8,61128266
2605103;-37,64109659;-8,089002
2605152;-40,77073581;-8,448656987
2605202;-35,23615742;-8,36252199
2605301;-39,72272834;-7,516307
2605400;-35,39059799;-7,948727742
2605459;-32,43518633;-3,852021401
2605509;-35,24407021;-7,445494205
2605608;-37,97145611;-7,861714475
2605707;-38,57123934;-8,6008265
2605806;-35,92312764;-7,944458247
2605905;-35,38661078;-8,583835771
2606002;-36,49305028;-8,88890553
2606101;-35,29232239;-7,999608472
2606200;-34,9983763;-7,559231855
2606309;-39,61928634;-7,709253282
2606408;-35,57149239;-8,2059995
2606507;-36,84727597;-9,045709251
2606606;-37,69004669;-8,538762208
2606705;-36,18046309;-8,580534936
2606804;-34,91058339;-7,82837199
2606903;-37,51882112;-7,844774301
2607000;-37,82448511;-8,902046079
2607109;-37,45767047;-7,677797195
2607208;-35,06347194;-8,3969865
2607307;-40,15020875;-7,6497045
2607406;-38,68634169;-8,724515065
2607505;-37,41894846;-8,9400544
2607604;-34,82395057;-7,746573318
2607653;-35,11062736;-7,40926386
2607703;-37,18843931;-7,378428528
2607752;-34,88927105;-7,774034765
2607802;-35,10261457;-7,666393609
2607901;-34,92117347;-8,165391467
2607950;-35,79739521;-8,727969878
2608008;-36,49882855;-7,987257777
2608057;-38,27503766;-9,185069993
2608107;-35,59150237;-7,860188727
2608206;-35,52924183;-8,626898299
2608255;-36,49038652;-8,707028964
2608305;-36,41173374;-8,706096853
2608404;-36,13595449;-8,719667174
2608453;-35,31260192;-7,844232495
2608503;-35,29280365;-7,932378179
2608602;-36,46431693;-9,124171838
2608701;-35,90712104;-8,649254865
2608750;-40,27072513;-8,995051485
2608800;-36,32149662;-8,662856866
2608909;-35,45526105;-7,880198
2609006;-35,44987498;-7,555680699
2609105;-35,51414056;-7,688572486
2609154;-37,62682295;-8,960108145
2609204;-35,81411757;-8,783077601
2609303;-38,73456458;-8,120243802
2609402;-35,0948691;-8,11869453
2609501;-35,2213387;-7,737688
2609600;-34,86131039;-7,992660075
2609709;-35,6029821;-7,737895134
2609808;-39,59524578;-8,617945646
2609907;-40,08146258;-7,883151975
2610004;-35,58833599;-8,6790825
2610103;-36,327311;-9,001683285
2610202;-36,0015758;-8,667242285
2610301;-36,65842927;-8,920145338
2610400;-39,57578682;-8,090138327
2610509;-35,581685;-7,978883942
2610608;-35,17915106;-7,897135005
2610707;-34,88479162;-7,943188
2610806;-36,94279815;-8,4984765
2610905;-36,69551472;-8,355456108
2611002;-38,22073355;-8,977343464
2611101;-40,49999933;-9,397375515
2611200;-36,7058799;-8,186227009
2611309;-35,39619536;-8,14435986
2611408;-35,35394339;-8,331376086
2611507;-36,01198953;-8,827885022
2611533;-37,84644562;-7,71812641
2611606;-34,88894194;-8,062762483
2611705;-35,86087495;-8,127032781
2611804;-35,37613082;-8,51111604
2611903;-35,15543282;-8,662171085
2612000;-35,71024777;-8,327613539
2612109;-35,63806124;-7,939483741
2612208;-39,12085098;-8,070677522
2612307;-36,69272917;-8,975995481
2612406;-36,5625072;-8,362961969
2612455;-40,33768766;-8,237961118
2612471;-38,15313818;-7,821469682
2612505;-36,20395002;-7,9551895
2612554;-40,61577519;-8,160511167
2612604;-39,82423573;-8,8041265
2612703;-35,88524334;-7,831813426
2612802;-37,48003272;-7,370355739
2612901;-35,93112262;-8,810438234
2613008;-36,44629836;-8,519867521
2613107;-36,1373598;-8,3273605
2613206;-36,36825308;-8,877559375
2613305;-35,80949117;-8,4321515
2613404;-35,14570708;-8,894195131
2613503;-38,75945378;-7,861740055
2613602;-37,27507219;-7,474025183
2613701;-35,04127754;-7,995938
2613800;-35,49012188;-7,592212733
2613909;-38,29631495;-7,98799752
2614006;-39,29262317;-7,954340398
2614105;-37,2673901;-8,07245
2614204;-35,11640535;-8,5933695
2614303;-39,55375373;-7,629982688
2614402;-37,64747024;-7,602125684
2614501;-35,7567841;-7,835157057
2614600;-37,54026577;-7,591136513
2614709;-36,2904043;-8,315610725
2614808;-38,15346116;-9,105699644
2614857;-35,09064655;-8,704689279
2615003;-36,04333767;-7,902159826
2615102;-36,62147595;-9,057778059
2615201;-39,37442184;-8,230357979
2615300;-35,31877212;-7,511745674
2615409;-36,05684349;-8,006650271
2615508;-35,23792281;-7,802688613
2615607;-40,26559061;-7,761794626
2615706;-38,10706034;-7,830876359
2615805;-37,34023347;-8,751581659
2615904;-37,31118181;-7,598759465
2616001;-36,87837208;-8,576526901
2616100;-38,9742826;-7,932883705
2616183;-35,85300274;-7,774819455
2616209;-35,98930593;-7,905742603
2616308;-35,32030069;-7,6529595
2616407;-35,29386424;-8,118748
2616506;-35,62423532;-8,803313406
2700102;-37,94071518;-9,267025497
2700201;-36,30081357;-9,684083785
2700300;-36,65729651;-9,755907011
2700409;-36,02142732;-9,501386747
2700508;-35,5002981;-9,409278109
2700607;-35,90744987;-9,838998252
2700706;-37,12709189;-9,674593028
2700805;-36,49449799;-9,568648231
2700904;-37,27843866;-9,826988855
2701001;-36,2117249;-9,645144567
2701100;-36,02003353;-9,246583108
2701209;-36,99686963;-9,405162751
2701308;-36,15637859;-9,389660575
2701357;-35,56671773;-8,848375353
2701407;-36,35243475;-9,783416039
2701506;-36,79084005;-9,956922603
2701605;-37,60564715;-9,117380298
2701704;-36,07500849;-9,412931556
2701803;-37,37475042;-9,480679721
2701902;-36,29938145;-9,261422459
2702009;-36,5796842;-9,638487271
2702108;-35,71978086;-8,91268827
2702207;-35,795363;-9,637554271
2702306;-36,17607831;-10,12654725
2702355;-36,7723914;-9,619933797
2702405;-37,99923349;-9,384574447
2702504;-37,08984965;-9,385670812
2702553;-36,75833311;-9,387405307
2702603;-36,6776855;-9,900437199
2702702;-36,30718752;-10,29238062
2702801;-35,72437164;-9,27323546
2702900;-36,8303139;-9,887364152
2703007;-35,93118446;-8,976985218
2703106;-36,62815972;-9,533688659
2703205;-36,65334501;-10,12929884
2703304;-37,75263652;-9,223898773
2703403;-37,20783341;-9,636658828
2703502;-35,46099751;-8,840300508
2703601;-35,25865835;-9,088974354
2703700;-37,00359591;-9,658351939
2703759;-36,02733404;-10,00959189
2703809;-35,74903026;-9,135979146
2703908;-35,5555973;-8,938876754
2704005;-36,47152182;-9,93161039
2704104;-36,73578926;-9,830875657
2704203;-36,50389709;-9,738613168
2704302;-35,70162991;-9,660822152
2704401;-36,98479961;-9,526644068
2704500;-35,22301541;-9,015456486
2704609;-37,35663542;-9,233997063
2704708;-35,8930687;-9,739155702
2704807;-36,3066029;-9,577249956
2704906;-36,38504002;-9,447772643
2705002;-37,72522406;-9,114806258
2705101;-35,53355483;-9,158525825
2705200;-35,8403783;-9,391812225
2705309;-36,86491577;-9,303683261
2705408;-37,2452721;-9,602327539
2705507;-35,94755559;-9,316301144
2705606;-35,66096372;-8,943158808
2705705;-37,29789079;-9,533601275
2705804;-37,83624282;-9,501446265
2705903;-36,80674597;-10,05849496
2706000;-37,19081872;-9,519456483
2706109;-37,35444373;-9,163415364
2706208;-37,33113645;-9,673097186
2706307;-36,6309841;-9,406158798
2706406;-37,43513886;-9,74704185
2706422;-38,00982607;-9,257884385
2706448;-35,55910518;-9,466313478
2706505;-35,49127526;-9,244846658
2706604;-36,37274209;-9,373364382
2706703;-36,58046021;-10,2961103
2706802;-36,43435201;-10,40736243
2706901;-35,94851752;-9,606894293
2707008;-36,28654064;-9,4762108
2707107;-37,75039291;-9,6235592
2707206;-37,27929805;-9,302913655
2707305;-35,39833446;-9,052448314
2707404;-35,29701522;-9,156086163
2707503;-36,82462929;-10,17373256
2707602;-36,47722208;-9,323547055
2707701;-35,85242231;-9,486157608
2707800;-35,98121022;-9,83218949
2707909;-35,82348777;-9,596767742
2708006;-37,24540702;-9,372284363
2708105;-36,22523412;-9,165033221
2708204;-36,89894866;-10,12031
2708303;-36,05738773;-9,011065882
2708402;-37,38370777;-9,54939574
2708501;-35,56549084;-9,314117369
2708600;-36,09426427;-9,779934576
2708709;-35,36911933;-9,267186295
2708808;-36,5510919;-9,931657389
2708907;-35,82854023;-9,569427868
2708956;-37,45364625;-9,463391449
2709004;-36,4367416;-9,531962442
2709103;-36,49676769;-9,642320105
2709152;-36,35556314;-9,907497883
2709202;-37,00600567;-9,971059382
2709301;-36,03314284;-9,159524117
2709400;-36,2483932;-9,377054354
2800100;-36,92748369;-10,13397103
2800209;-37,02218086;-10,29251809
2800308;-37,04821264;-10,9072158
2800407;-37,61233743;-11,26450478
2800506;-37,3133626;-10,75819225
2800605;-37,04124155;-10,90679925
2800670;-37,62357348;-11,14639163
2800704;-36,47182024;-10,41894331
2801009;-37,49635633;-10,74333515
2801108;-36,97384498;-10,13874366
2801207;-37,78796372;-9,654104067
2801306;-37,05483299;-10,50609963
2801405;-37,70191921;-10,3580171
2801504;-36,99081619;-10,64681858
2801603;-36,88403595;-10,24776494
2801702;-37,75465964;-11,4735578
2801900;-37,18789928;-10,35702503
2802007;-37,14934496;-10,6773757
2802106;-37,44001085;-11,26794865
2802205;-37,31611772;-10,27053252
2802304;-37,54187625;-10,54008475
2802403;-37,08437249;-9,967351468
2802502;-36,98798443;-10,68652981
2802601;-37,19605463;-10,22619966
2802700;-36,53863524;-10,43427583
2802809;-37,51509479;-11,51850727
2802908;-37,42686094;-10,68571604
2803005;-37,78741114;-11,27678544
2803104;-37,09964995;-10,12348959
2803203;-37,30782693;-10,99673277
2803302;-36,9417863;-10,58946681
2803401;-36,80075646;-10,34650991
2803500;-37,66635341;-10,91530097
2803609;-37,1605682;-10,79702951
2803708;-37,54344539;-10,66414997
2803807;-36,9189022;-10,34645152
2803906;-37,31145994;-10,66004424
2804003;-37,08331434;-10,7369324
2804102;-37,3457494;-10,57904386
2804201;-37,56142585;-10,02586163
2804300;-36,95700144;-10,42742747
2804409;-36,57671818;-10,31587823
2804458;-37,45443855;-10,39465146
2804508;-37,41992146;-10,21568685
2804607;-37,19371121;-10,49205437
2804706;-37,05047288;-10,07861604
2804805;-37,12849613;-10,84875418
2804904;-36,64798639;-10,44989976
2805000;-37,68602721;-10,61811916
2805109;-37,68112816;-11,1935034
2805208;-37,72211072;-10,56668995
2805307;-36,85974621;-10,74105616
2805406;-37,68421371;-9,805790208
2805505;-38,17665822;-10,70759865
2805604;-37,27663485;-9,919258872
2805703;-36,84209936;-10,20820732
2805802;-37,72934122;-11,06640229
2805901;-37,19345683;-10,7316513
2806008;-37,43293903;-10,54519047
2806107;-37,03132286;-10,69458998
2806206;-37,47775536;-11,02211877
2806305;-37,44984218;-11,3533174
2806404;-36,59957935;-10,28767197
2806503;-37,19773185;-10,64623366
2806602;-37,0563111;-10,78201138
2806701;-37,20949878;-11,01367686
2806800;-37,5684292;-10,79232578
2806909;-36,88623966;-10,34648645
2807006;-37,38397645;-10,38777219
2807105;-37,80943058;-10,7380618
2807204;-37,11222534;-10,60503557
2807303;-36,88385004;-10,20917322
2807402;-37,9990007;-11,18432987
2807501;-37,84537078;-11,36805227
2807600;-37,66114667;-11,37987247
2900108;-41,66160848;-13,25353189
2900207;-39,11658794;-8,723418246
2900306;-38,01828637;-11,66261283
2900355;-38,11550583;-10,52957157
2900405;-38,7680778;-11,872931
2900504;-42,13616373;-13,4223478
2900603;-39,88577801;-14,12727749
2900702;-38,42261577;-12,13418259
2900801;-39,19421432;-17,51893334
2900900;-39,63590318;-14,70604775
2901007;-39,5981225;-13,03445136
2901106;-38,75555692;-12,4001884
2901155;-41,43716328;-11,44964586
2901205;-41,12711317;-14,61132559
2901304;-41,3246418;-12,80135065
2901353;-39,8323357;-10,34424004
2901403;-44,69582348;-12,00668277
2901502;-39,24849892;-12,14958707
2901601;-38,33104168;-10,41270217
2901700;-39,11866154;-12,43483891
2901809;-40,2756587;-10,57579779
2901908;-38,07999535;-11,65539429
2901957;-39,74213212;-13,85322885
2902005;-41,46168532;-14,42663024
2902054;-38,19828802;-12,21519967
2902104;-38,96095816;-11,33572788
2902203;-38,50306635;-12,08818298
2902252;-39,41328157;-15,260873
2902302;-39,00291087;-13,08059654
2902401;-39,32199664;-14,31694945
2902500;-44,53609805;-12,3041247
2902609;-40,16686091;-11,95935749
2902658;-38,61186963;-10,57409194
2902708;-43,14363855;-11,08895482
2902807;-41,33169587;-13,62020456
2902906;-40,57637299;-14,86427304
2903003;-42,05912842;-11,80882828
2903102;-39,60138609;-14,21002925
2903201;-45,00416844;-12,14492489
2903235;-41,91209606;-11,76106392
2903276;-39,07866888;-11,52911285
2903300;-39,47333467;-14,80975439
2903409;-38,88030324;-15,86139649
2903508;-41,26003348;-15,0334962
2903607;-38,81215892;-11,62011026
2903706;-40,20052189;-14,36260794
2903805;-40,60574282;-12,66132219
2903904;-43,41714164;-13,25411437
2903953;-40,50117633;-14,37292229
2904001;-41,82432848;-12,71512079
2904050;-41,26840279;-11,9695725
2904100;-42,7301154;-12,82082283
2904209;-42,52927756;-13,38086621
2904308;-39,79349159;-13,10553648
2904407;-43,96566459;-12,48669334
2904506;-42,62469129;-12,00263554
2904605;-41,6670695;-14,20543824
2904704;-39,30251961;-14,95644084
2904753;-43,6313809;-10,71179147
2904803;-40,41027248;-14,97855064
2904852;-39,18671309;-12,53713579
2904902;-38,96939807;-12,5962108
2905008;-42,2214141;-14,5042062
2905107;-40,43731194;-11,09309152
2905156;-40,90928964;-14,33856297
2905206;-42,48571145;-14,06675432
2905305;-41,47222151;-11,69135622
2905404;-39,04325436;-13,4876034
2905503;-40,30737036;-11,02215578
2905602;-39,49636733;-15,41762685
2905701;-38,32574006;-12,69881676
2905800;-39,10056972;-13,94707634
2905909;-43,01229844;-9,517154114
2906006;-40,31882099;-10,50566155
2906105;-44,20502899;-13,0759115
2906204;-41,76549223;-11,68758331
2906303;-38,94737587;-15,67977748
2906402;-39,1237185;-11,80497023
2906501;-38,54359627;-12,67192271
2906600;-42,86440234;-14,4131865
2906709;-41,24111759;-15,50606635
2906808;-39,49660501;-10,66674991
2906824;-39,02407124;-9,890672961
2906857;-39,83535531;-11,67008164
2906873;-40,01100061;-11,38157446
2906899;-41,26543132;-14,72206949
2906907;-39,25338222;-17,73337053
2907004;-37,94547658;-11,94076741
2907103;-43,7617772;-14,3020069
2907202;-40,97579693;-9,178594574
2907301;-39,42651943;-12,76583264
2907400;-44,85977028;-12,31600594
2907509;-38,3762943;-12,35518656
2907558;-42,29640664;-13,32820135
2907608;-42,11234898;-11,13798858
2907707;-39,10237008;-8,975477804
2907806;-38,38341913;-10,59217153
2907905;-38,5171294;-11,10114356
2908002;-39,55230426;-14,6368142
2908101;-44,54566886;-14,17107755
2908200;-38,9997808;-12,50399191
2908309;-39,17094645;-12,77802032
2908408;-39,28168418;-11,56182585
2908507;-38,76367372;-12,32294646
2908606;-37,60697798;-11,81343176
2908705;-41,97080954;-14,89041036
2908804;-41,04631806;-13,75549683
2908903;-38,75051655;-12,24792101
2909000;-41,93573391;-15,03723411
2909109;-44,45303643;-13,82784161
2909208;-37,93296434;-10,2793954
2909307;-44,6410867;-13,34177182
2909406;-44,25247614;-12,02859738
2909505;-39,81271175;-13,36262306
2909604;-38,15171582;-11,51778992
2909703;-44,4118419;-12,23145081
2909802;-39,10073614;-12,66378621
2909901;-39,90808102;-8,989032118
2910008;-39,90246565;-14,43504744
2910057;-38,29799359;-12,60436842
2910107;-41,77087758;-13,76332655
2910206;-39,18809417;-12,91148926
2910305;-39,52048556;-12,94332584
2910404;-40,90912075;-15,53458018
2910503;-38,07877702;-11,93726137
2910602;-37,94498147;-11,7994095
2910701;-39,01424873;-10,50581806
2910727;-39,58417194;-16,37516723
2910750;-38,20867478;-10,60017021
2910776;-44,28346394;-14,21056451
2910800;-38,9600331;-12,22928425
2910859;-40,13782688;-10,73846411
2910909;-39,92144176;-14,98493538
2911006;-39,65652359;-14,8627984
2911105;-45,19099091;-11,04703249
2911204;-39,48632408;-13,74378079
2911253;-39,78611293;-11,47089546
2911303;-42,50474239;-11,42753131
2911402;-38,25927323;-9,340173184
2911501;-39,46723965;-14,3237133
2911600;-39,03402361;-12,60155384
2911659;-41,93714817;-14,54696227
2911709;-42,77856197;-14,22531503
2911808;-39,78128447;-16,58121604
2911857;-38,28023304;-10,67529879
2911907;-40,21336523;-12,76913779
2912004;-42,25577435;-14,27670253
2912103;-39,5915412;-14,86576314
2912202;-41,27206581;-13,42632721
2912301;-39,98983211;-14,84309037
2912400;-42,01124844;-11,63752644
2912509;-42,49122874;-12,87910615
2912608;-40,935421;-12,64992861
2912707;-39,37446653;-14,1650325
2912806;-40,10630941;-17,68419714
2912905;-39,64091889;-14,06726908
2913002;-42,21329432;-12,6455137
2913101;-41,97515215;-11,55277072
2913200;-43,21869626;-12,18401357
2913309;-39,18871631;-11,75524987
2913408;-42,71787981;-13,76797648
2913457;-39,1400808;-13,82040244
2913507;-40,09751345;-14,75796253
2913606;-39,04318429;-14,79332027
2913705;-38,35401927;-11,78912746
2913804;-39,30602564;-12,31419931
2913903;-39,73565418;-14,13747367
2914000;-39,74070848;-12,16028688
2914109;-42,61068885;-11,8288274
2914208;-40,0838518;-13,25661015
2914307;-40,96958248;-13,29365119
2914406;-41,61795886;-12,24350102
2914505;-38,77165078;-12,03370396
2914604;-41,85886048;-11,30337962
2914653;-39,55323778;-16,57583606
2914703;-40,30699492;-12,53225409
2914802;-39,27310895;-14,78903955
2914901;-38,99484155;-14,27824929
2915007;-40,96341877;-12,98203399
2915106;-40,01362499;-14,16179372
2915205;-39,84851556;-14,28651417
2915304;-39,61519181;-16,08814328
2915353;-42,40115712;-11,00872221
2915403;-39,72472461;-15,14019355
2915502;-39,38178815;-14,67801899
2915601;-39,53303988;-17,0423376
2915700;-39,67634835;-13,77483676
2915809;-40,62404172;-15,24801919
2915908;-38,03818094;-12,26816314
2916005;-40,32704865;-17,1663329
2916104;-38,68403031;-12,88148905
2916203;-39,42996273;-14,89480796
2916302;-39,52854139;-15,97216666
2916401;-40,24738091;-15,24616719
2916500;-38,21861238;-11,3109527
2916609;-39,56636188;-14,42119474
2916708;-39,93824359;-13,446409
2916807;-40,06154527;-15,65783004
2916856;-39,70377461;-12,70924653
2916906;-40,1461723;-13,53239861
2917003;-39,85327697;-10,69190123
2917102;-40,07170334;-15,11903731
2917201;-41,31098153;-13,80740715
2917300;-39,14904249;-13,73615691
2917334;-43,55640262;-14,41214604
2917359;-44,46596999;-13,625934
2917409;-42,43060877;-14,84919057
2917508;-40,51301763;-11,18506216
2917607;-39,97025518;-13,53069863
2917706;-40,19361147;-10,26285426
2917805;-38,89141863;-13,11506389
2917904;-37,78686849;-11,56574847
2918001;-40,08860733;-13,85566401
2918100;-38,35181915;-10,06224241
2918209;-39,57650178;-13,25230635
2918308;-39,88963218;-14,0174287
2918357;-41,65998918;-11,34640522
2918407;-40,50355216;-9,410717096
2918456;-40,15881263;-16,84451615
2918506;-41,97973193;-11,05455495
2918555;-39,49493987;-15,1904563
2918605;-41,59014201;-13,51295034
2918704;-40,21060588;-13,65299942
2918753;-42,14571184;-14,03002899
2918803;-39,42755215;-13,17964868
2918902;-40,34584653;-17,61213094
2919009;-40,90370997;-12,36037419
2919058;-40,2252295;-13,47252
2919108;-38,89298033;-11,79157774
2919157;-41,83190865;-11,38013905
2919207;-38,32346161;-12,89671761
2919306;-41,39403114;-12,56406312
2919405;-42,50268364;-14,67586608
2919504;-41,84038728;-13,64950091
2919553;-45,80046441;-12,07837226
2919603;-40,36517964;-12,14139268
2919702;-40,42204411;-15,56731615
2919801;-42,69466575;-13,02367167
2919900;-39,05951503;-9,174705911
2919926;-38,60276857;-12,74031265
2919959;-41,4836567;-14,66126636
2920007;-40,26051512;-15,6197717
2920106;-40,14978252;-11,71111062
2920205;-43,77162032;-14,34038328
2920304;-41,87869834;-14,3779454
2920403;-40,24201625;-14,14593221
2920452;-44,03648541;-10,71582896
2920502;-40,43128755;-13,43767449
2920601;-38,91888144;-12,77511992
2920700;-39,02495176;-14,10553067
2920809;-40,53452999;-13,00351037
2920908;-39,30240045;-15,56598803
2921005;-38,29729932;-12,52997079
2921054;-42,84293244;-13,91263601
2921104;-40,22017421;-17,37040948
2921203;-40,59606961;-11,42834421
2921302;-39,8591271;-12,87057492
2921401;-40,5747927;-10,95611728
2921450;-40,7735666;-14,23981792
2921500;-39,33270595;-10,44015774
2921609;-43,27791341;-11,55804254
2921708;-41,15909651;-11,55012611
2921807;-42,38044892;-15,01640729
2921906;-41,37321301;-13,0038942
2922003;-39,54754589;-18,08853974
2922052;-41,64380001;-11,96722002
2922102;-40,47149815;-11,86472275
2922201;-39,1129817;-12,9973037
2922250;-43,55185992;-12,06826126
2922300;-38,98868882;-12,62337244
2922409;-39,50416385;-13,22937332
2922508;-39,01062258;-13,03514822
2922607;-39,11298551;-13,60449442
2922656;-39,42913085;-10,83205352
2922706;-40,14517465;-14,79359809
2922730;-39,63221709;-11,60839839
2922755;-39,62568605;-13,80990737
2922805;-40,06924973;-13,03304989
2922854;-41,06885951;-12,81886757
2922904;-38,48461393;-11,2380082
2923001;-39,37201154;-17,89339178
2923035;-42,16778845;-12,80199736
2923050;-38,41558135;-10,34201823
2923100;-38,3310802;-11,35830614
2923209;-42,89701977;-12,32058895
2923308;-38,62841677;-12,00685192
2923357;-41,08181173;-10,96461765
2923407;-43,17051213;-14,25735099
2923506;-41,57733693;-12,5100711
2923605;-42,24064878;-13,44242666
2923704;-43,18202508;-12,69069712
2923803;-37,8704477;-10,67599231
2923902;-39,64878204;-15,46361882
2924009;-38,21832897;-9,403331697
2924058;-39,60942533;-11,83117931
2924108;-38,64900142;-12,1435872
2924207;-37,89926158;-10,01007158
2924306;-41,77062304;-13,16445687
2924405;-42,48475676;-9,997771056
2924504;-42,68703332;-14,48998754
2924603;-40,35715919;-10,73420661
2924652;-39,90823863;-11,80803651
2924678;-39,37452219;-13,76122504
2924702;-41,72486583;-14,94687091
2924801;-40,55132771;-11,737234
2924900;-40,36839736;-13,25660875
2925006;-40,48464038;-14,67016997
2925105;-40,36512729;-14,52232454
2925204;-38,32716688;-12,42926313
2925253;-40,13539285;-10,86714783
2925303;-39,06211352;-16,44905618
2925402;-39,87566007;-15,59245631
2925501;-39,22923842;-17,32956399
2925600;-41,9909309;-11,29650407
2925709;-41,68244263;-14,68539537
2925758;-39,42405983;-13,47084177
2925808;-39,62640683;-10,97639053
2925907;-39,20660925;-10,75167233
2925931;-40,12149659;-11,4086852
2925956;-39,50063568;-12,40741735
2926004;-42,07966754;-9,623906789
2926103;-39,42417779;-11,48966698
2926202;-44,91646977;-11,74624753
2926301;-39,38303549;-11,80597903
2926400;-42,93834712;-13,60658814
2926509;-38,43055387;-11,03915828
2926608;-38,53609879;-10,83627807
2926657;-40,74385976;-15,46405963
2926707;-41,81879056;-13,58860779
2926806;-42,07505534;-14,40850965
2926905;-42,28787775;-13,11866314
2927002;-37,93357778;-11,48493543
2927101;-38,772309;-8,844996534
2927200;-40,50037123;-12,28931696
2927309;-38,75794395;-12,87799705
2927408;-38,48806148;-13,01477191
2927507;-38,96613901;-11,95690283
2927606;-38,12781837;-9,73189096
2927705;-39,01318258;-16,33809658
2927804;-39,81183597;-14,96007831
2927903;-39,82760533;-13,29868722
2928000;-39,3773778;-11,25336003
