COD. MUNIC;MAT_Edu_ Infantil;MAT_Ens_Fundamental;MAT_Ens_ Médio;MAT_Educ_Prof_Técnica_Médio;MAT_Educ_Profissional(FIC);MAT_EJA;MAT_Educ_ Especial;QTD_Edu_ Infantil;QTD_Ens_Fundamental;QTD_Ens_ Médio;QTD_Educ_Prof_Técnica_Médio;QTD_Educ_Profissional(FIC);QTD_EJA;QTD_Educ_ Especial;DOCENTE_ Infantil;DOCENTE_Fundamental;DOCENTE_ Médio;DOCENTE_Prof_Técnica_Médio;DOCENTE_Profissional(FIC);DOCENTE_EJA;DOCENTE_Especial;MAT_Federal_ini;MAT_Estadual_ini;MAT_Municipal_ini;MAT_Privada_ini;MAT_Federal_final;MAT_Estadual_final;MAT_Municipal_final;MAT_Privada_final;DOC_Pública_ini;DOC_Privada_ini;DOC_Pública_final;DOC_Privada_final;DOC_Pública_Mult;DOC_Privada_Mult;ESC_Federal_ini;ESC_Estadual_ini;ESC_Municipal_ini;ESC_Privada_ini;ESC_Federal_final;ESC_Estadual_final;ESC_Municipal_final;ESC_Privada_final
1100015;548;3.918;763; -   ; -   ;282;171;11;28;4; -   ; -   ;2;16;43;214;73; -   ; -   ;27;137; -   ; 824 ; 1.449 ; -   ; -   ; 1.128 ; 517 ; -   ; 103 ; -   ; 122 ; -   ; 34 ; -   ; -   ; 12 ; 15 ; -   ; -   ; 6 ; 8 ; -   
1100379;248;2.133;382; -   ; -   ;72;78;2;10;1; -   ; -   ;2;10;14;94;43; -   ; -   ;15;72; -   ; 56 ; 1.099 ; 3 ; -   ; 245 ; 730 ; -   ; 303 ; 57 ; 289 ; 47 ; 17 ; -   ; -   ; 2 ; 7 ; 1 ; -   ; 1 ; 6 ; -   
1100403;252;2.642;519; -   ; -   ;280;105;3;13;1; -   ; -   ;2;10;9;121;29; -   ; -   ;27;95; -   ; 110 ; 1.411 ; -   ; -   ; 581 ; 540 ; -   ; 32 ; 1 ; 28 ; -   ; 2 ; -   ; -   ; 1 ; 11 ; -   ; -   ; 2 ; 8 ; -   
1100346;469;2.167;447; -   ; -   ;341;213;8;10;2; -   ; -   ;2;12;41;127;29; -   ; -   ;19;119; -   ; 246 ; 937 ; -   ; -   ; 555 ; 429 ; -   ; 215 ; 70 ; 226 ; 77 ; 38 ; -   ; -   ; 2 ; 7 ; -   ; -   ; 3 ; 6 ; -   
1100023;3.647;15.678;3.906;961; -   ;2.282;988;26;36;9;3; -   ;11;44;148;630;261;89; -   ;149;714; -   ; 891 ; 7.143 ; 1.229 ; -   ; 4.133 ; 1.705 ; 577 ; 63 ; 6 ; 36 ; 9 ; 3 ; -   ; -   ; 4 ; 21 ; 6 ; -   ; 9 ; 13 ; 5 
1100452;724;5.694;1.185; -   ; -   ;593;401;11;21;4; -   ; -   ;3;18;32;221;71; -   ; -   ;34;220; -   ; -   ; 3.025 ; 115 ; -   ; 2.554 ; -   ; -   ; 67 ; 6 ; 64 ; 4 ; 3 ; 4 ; -   ; -   ; 15 ; 2 ; -   ; 4 ; -   ; -   
1100031;183;955;181; -   ; -   ;55;69;4;7;2; -   ; -   ;2;7;10;59;22; -   ; -   ;11;55; -   ; -   ; 559 ; 5 ; -   ; 391 ; -   ; -   ; 36 ; -   ; 29 ; -   ; 4 ; -   ; -   ; -   ; 3 ; 1 ; -   ; 3 ; -   ; -   
1100601;126;881;149; -   ; -   ;26;35;3;4;1; -   ; -   ;2;4;12;51;41; -   ; -   ;11;67; -   ; -   ; 499 ; -   ; -   ; 290 ; 92 ; -   ; 68 ; -   ; 52 ; -   ; 2 ; -   ; -   ; -   ; 3 ; -   ; -   ; 1 ; 2 ; -   
1100049;2.615;12.710;3.634;1.288; -   ;1.511;848;28;46;16;5; -   ;4;52;123;546;268;152; -   ;58;644; -   ; 2.068 ; 3.711 ; 1.340 ; -   ; 3.487 ; 1.182 ; 922 ; 97 ; 11 ; 102 ; 12 ; 24 ; -   ; -   ; 16 ; 18 ; 6 ; -   ; 17 ; 12 ; 7 
1100700;366;2.150;365; -   ; -   ;38;54;6;7;2; -   ; -   ;1;7;14;89;50; -   ; -   ;10;82; -   ; -   ; 1.232 ; -   ; -   ; 674 ; 244 ; -   ; 180 ; 23 ; 146 ; 33 ; 19 ; -   ; -   ; -   ; 5 ; -   ; -   ; 2 ; 2 ; -   
1100809;971;4.206;563; -   ; -   ;1.021;128;8;12;3; -   ; -   ;6;16;33;160;38; -   ; -   ;61;140; -   ; 367 ; 2.164 ; -   ; -   ; 1.309 ; 366 ; -   ; 177 ; 24 ; 159 ; 25 ; 10 ; 6 ; -   ; 3 ; 7 ; -   ; -   ; 4 ; 2 ; -   
1100908;51;572;107; -   ; -   ;10;20;2;3;1; -   ; -   ;1;3;3;29;11; -   ; -   ;7;22; -   ; -   ; 327 ; -   ; -   ; 72 ; 173 ; -   ; 403 ; 65 ; 340 ; 49 ; 30 ; -   ; -   ; -   ; 2 ; -   ; -   ; 1 ; 2 ; -   
1100056;604;2.470;436; -   ; -   ;376;144;8;8;2; -   ; -   ;2;12;41;109;28; -   ; -   ;29;111; -   ; 357 ; 1.019 ; 33 ; -   ; 1.015 ; -   ; 46 ; 157 ; 12 ; 97 ; 11 ; 8 ; -   ; -   ; 1 ; 4 ; 1 ; -   ; 2 ; -   ; 1 
1100924;373;1.886;419; -   ; -   ; -   ;48;8;12;4; -   ; -   ; -   ;7;22;97;37; -   ; -   ; -   ;84; -   ; 44 ; 1.018 ; -   ; -   ; 738 ; 86 ; -   ; 68 ; -   ; 59 ; -   ; 2 ; -   ; -   ; 2 ; 8 ; -   ; -   ; 4 ; 1 ; -   
1100064;553;2.407;976;531; -   ;206;301;11;12;3;1; -   ;2;15;44;141;100;61; -   ;27;188; -   ; -   ; 1.298 ; 82 ; -   ; 793 ; 234 ; -   ; 120 ; 17 ; 100 ; 10 ; 5 ; 2 ; -   ; -   ; 8 ; 2 ; -   ; 2 ; 5 ; -   
1100072;180;1.241;219; -   ; -   ;65;32;3;8;3; -   ; -   ;1;7;10;63;32; -   ; -   ;10;66; -   ; 78 ; 561 ; -   ; -   ; 497 ; 105 ; -   ; 121 ; 6 ; 114 ; 10 ; 17 ; -   ; -   ; 2 ; 4 ; -   ; -   ; 4 ; 1 ; -   
1100080;415;2.612;415; -   ; -   ;304;96;6;10;2; -   ; -   ;2;10;22;120;53; -   ; -   ;19;113; -   ; 88 ; 1.426 ; -   ; -   ; 784 ; 314 ; -   ; 1.360 ; 464 ; 1.268 ; 301 ; 186 ; -   ; -   ; 1 ; 7 ; -   ; -   ; 3 ; 3 ; -   
1100940;452;3.075;486; -   ; -   ;272;83;2;7;1; -   ; -   ;2;8;22;122;29; -   ; -   ;17;92; -   ; -   ; 1.710 ; 78 ; -   ; 404 ; 874 ; 9 ; 99 ; -   ; 80 ; -   ; 9 ; -   ; -   ; -   ; 5 ; 1 ; -   ; 1 ; 4 ; 1 
1100098;756;4.973;1.063; -   ;3;394;361;9;22;7; -   ;1;2;20;40;204;90; -   ;3;23;209; -   ; 1.065 ; 1.592 ; 141 ; -   ; 1.442 ; 667 ; 66 ; 21 ; -   ; 19 ; -   ; 4 ; -   ; -   ; 12 ; 7 ; 2 ; -   ; 7 ; 5 ; 1 
1101005;204;1.435;305; -   ; -   ;210;45;6;12;2; -   ; -   ;1;9;12;77;47; -   ; -   ;26;83; -   ; 12 ; 789 ; -   ; -   ; 385 ; 249 ; -   ; 217 ; 22 ; 180 ; 19 ; 14 ; -   ; -   ; 4 ; 6 ; -   ; -   ; 2 ; 4 ; -   
1100106;1.558;8.573;1.623;385;30;931;178;20;59;6;1;1;5;26;81;366;109;37;3;49;234; -   ; 1.324 ; 3.381 ; 424 ; -   ; 3.240 ; -   ; 204 ; 32 ; -   ; 27 ; -   ; 4 ; -   ; -   ; 30 ; 19 ; 4 ; -   ; 27 ; -   ; 3 
1101104;333;1.762;249; -   ; -   ;314;78;4;6;1; -   ; -   ;2;8;11;67;43; -   ; -   ;25;65; -   ; -   ; 1.073 ; -   ; -   ; 689 ; -   ; -   ; 260 ; 59 ; 231 ; 45 ; 18 ; -   ; -   ; -   ; 4 ; -   ; -   ; 2 ; -   ; -   
1100114;1.760;7.931;1.917;405;48;790;572;17;24;12;4;1;6;29;90;353;195;42;1;94;347; -   ; 969 ; 3.238 ; 299 ; -   ; 3.101 ; 228 ; 96 ; 81 ; 10 ; 69 ; 8 ; -   ; -   ; -   ; 7 ; 10 ; 4 ; -   ; 9 ; 3 ; 3 
1100122;3.643;19.519;4.988;1.341;185;2.424;842;30;67;22;5;2;12;74;172;811;350;107;13;126;734; -   ; 5.692 ; 4.401 ; 1.130 ; -   ; 7.186 ; 564 ; 546 ; 109 ; 10 ; 117 ; 9 ; 34 ; -   ; -   ; 34 ; 19 ; 9 ; -   ; 27 ; 8 ; 4 
1100130;973;5.936;1.022; -   ; -   ;1.027;303;17;24;5; -   ; -   ;2;21;69;261;62; -   ; -   ;27;228; -   ; 132 ; 3.254 ; 106 ; -   ; 2.174 ; 224 ; 46 ; 58 ; -   ; 74 ; -   ; 7 ; -   ; -   ; 1 ; 18 ; 2 ; -   ; 3 ; 4 ; 1 
1101203;229;1.183;331; -   ; -   ;207;40;3;7;1; -   ; -   ;2;4;14;72;44; -   ; -   ;16;53; -   ; 144 ; 509 ; -   ; -   ; 217 ; 313 ; -   ; 43 ; -   ; 53 ; 1 ; 5 ; 1 ; -   ; 2 ; 5 ; -   ; -   ; 1 ; 3 ; -   
1101302;308;1.788;484; -   ; -   ;224;111;5;9;2; -   ; -   ;2;11;14;81;25; -   ; -   ;12;76; -   ; 29 ; 822 ; 61 ; -   ; 634 ; 121 ; 121 ; 62 ; -   ; 72 ; -   ; 3 ; -   ; -   ; 1 ; 5 ; 1 ; -   ; 3 ; 2 ; 1 
1101401;362;2.347;528; -   ; -   ;79;75;6;8;2; -   ; -   ;1;7;21;113;51; -   ; -   ;16;113; -   ; 120 ; 1.122 ; 35 ; -   ; 710 ; 360 ; -   ; 110 ; 10 ; 105 ; -   ; 13 ; -   ; -   ; 1 ; 5 ; 1 ; -   ; 2 ; 3 ; -   
1100148;423;2.512;597; -   ; -   ;215;114;5;7;1; -   ; -   ;1;9;24;121;45; -   ; -   ;14;99; -   ; 224 ; 1.120 ; -   ; -   ; 556 ; 612 ; -   ; 39 ; -   ; 42 ; -   ; 7 ; -   ; -   ; 2 ; 5 ; -   ; -   ; 2 ; 4 ; -   
1100338;733;5.136;917; -   ; -   ;612;129;42;60;3; -   ; -   ;6;19;57;231;57; -   ; -   ;45;142; -   ; 322 ; 2.563 ; 104 ; -   ; 1.479 ; 603 ; 65 ; 25 ; -   ; 31 ; -   ; 8 ; -   ; -   ; 8 ; 47 ; 2 ; -   ; 7 ; 6 ; 1 
1101435;143;1.133;228; -   ; -   ;59;46;3;5;1; -   ; -   ;1;5;8;44;16; -   ; -   ;11;41; -   ; -   ; 637 ; -   ; -   ; 317 ; 179 ; -   ; 51 ; -   ; 51 ; -   ; 7 ; -   ; -   ; -   ; 4 ; -   ; -   ; 1 ; 2 ; -   
1100502;230;1.328;450;166; -   ;124;31;3;4;3;1; -   ;1;4;12;74;66;13; -   ;7;46; -   ; 75 ; 633 ; -   ; -   ; 549 ; 71 ; -   ; 88 ; -   ; 84 ; -   ; 8 ; -   ; -   ; 2 ; 2 ; -   ; -   ; 2 ; 1 ; -   
1100155;1.433;5.664;1.078;94; -   ;733;324;13;18;5;1; -   ;3;23;65;231;86;4; -   ;45;219; -   ; 83 ; 3.005 ; 246 ; -   ; 2.082 ; 160 ; 88 ; 15 ; -   ; 18 ; -   ; 1 ; -   ; -   ; 1 ; 9 ; 3 ; -   ; 6 ; 2 ; 1 
1101450;64;681;137; -   ; -   ;14;31;1;8;2; -   ; -   ;1;4;5;45;35; -   ; -   ;1;27; -   ; 75 ; 317 ; 3 ; -   ; 101 ; 185 ; -   ; 48 ; -   ; 50 ; -   ; 12 ; -   ; -   ; 4 ; 3 ; 1 ; -   ; 2 ; 2 ; -   
1100189;1.369;5.535;1.425;371;41;1.048;567;16;18;5;3;2;3;24;63;231;114;35;4;57;266; -   ; 346 ; 2.615 ; 174 ; -   ; 2.049 ; 276 ; 75 ; 60 ; 11 ; 64 ; 5 ; 3 ; -   ; -   ; 2 ; 12 ; 1 ; -   ; 5 ; 4 ; 1 
1101468;61;444;80; -   ; -   ;25;13;1;2;1; -   ; -   ;2;3;4;23;35; -   ; -   ;8;42; -   ; -   ; 255 ; -   ; -   ; 189 ; -   ; -   ; 40 ; -   ; 51 ; -   ; 17 ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ; -   ; -   
1100205;15.125;80.719;16.956;6.809;993;15.521;2.892;110;232;59;11;1;59;231;747;3.138;1.026;241;128;808;2.841; -   ; 6.410 ; 30.470 ; 9.479 ; -   ; 27.981 ; 1.135 ; 5.244 ; 40 ; -   ; 30 ; -   ; 8 ; -   ; -   ; 40 ; 113 ; 41 ; -   ; 65 ; 10 ; 24 
1100254;675;3.137;637; -   ; -   ;477;98;7;15;5; -   ; -   ;2;16;40;168;67; -   ; -   ;19;149; -   ; 678 ; 1.108 ; -   ; -   ; 1.275 ; 76 ; -   ; 34 ; -   ; 40 ; -   ; 2 ; -   ; -   ; 8 ; 7 ; -   ; -   ; 8 ; 2 ; -   
1101476;126;603;147; -   ; -   ; -   ;18;3;4;2; -   ; -   ; -   ;4;13;32;35; -   ; -   ; -   ;22; -   ; -   ; 328 ; -   ; -   ; 275 ; -   ; -   ; 31 ; 9 ; 42 ; 8 ; 10 ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ; -   ; -   
1100262;100;683;109; -   ; -   ; -   ;28;1;2;1; -   ; -   ; -   ;2;5;34;9; -   ; -   ; -   ;24; -   ; -   ; 386 ; -   ; -   ; 259 ; 38 ; -   ; 55 ; 5 ; 64 ; -   ; 2 ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ; 1 ; -   
1100288;1.780;8.135;2.020;91;59;876;446;12;21;10;2;1;5;27;101;411;166;7;2;60;347; -   ; 1.114 ; 3.296 ; 244 ; -   ; 2.991 ; 363 ; 127 ; 23 ; -   ; 25 ; -   ; 2 ; -   ; -   ; 6 ; 9 ; 2 ; -   ; 9 ; 2 ; 2 
1100296;206;1.101;235; -   ; -   ;56;59;2;2;1; -   ; -   ;1;2;12;58;45; -   ; -   ;10;52; -   ; -   ; 634 ; -   ; -   ; 467 ; -   ; -   ; 28 ; 1 ; 26 ; -   ; 5 ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ; -   ; -   
1101484;134;834;213; -   ; -   ;63;46;3;4;2; -   ; -   ;1;4;9;53;52; -   ; -   ;15;68; -   ; 37 ; 401 ; -   ; -   ; 396 ; -   ; -   ; 13 ; -   ; 10 ; -   ; -   ; -   ; -   ; 1 ; 2 ; -   ; -   ; 2 ; -   ; -   
1101492;489;2.920;724;65; -   ;451;57;5;10;3;1; -   ;1;8;21;122;51;9; -   ;17;113; -   ; 225 ; 1.473 ; -   ; -   ; 531 ; 691 ; -   ; 17 ; -   ; 16 ; -   ; -   ; -   ; -   ; 2 ; 7 ; -   ; -   ; 3 ; 6 ; -   
1100320;705;3.431;838; -   ; -   ;457;125;12;15;1; -   ; -   ;2;13;44;148;44; -   ; -   ;21;128; -   ; 28 ; 1.778 ; 69 ; -   ; 858 ; 672 ; 26 ; 29 ; -   ; 28 ; -   ; -   ; -   ; -   ; 1 ; 12 ; 1 ; -   ; 2 ; 9 ; 1 
1101500;259;1.975;424;182; -   ;201;137;4;7;1;1; -   ;1;7;11;74;17;10; -   ;12;73; -   ; 6 ; 1.079 ; -   ; -   ; 593 ; 297 ; -   ; 71 ; -   ; 60 ; -   ; 4 ; -   ; -   ; 1 ; 4 ; -   ; -   ; 2 ; 3 ; -   
1101559;206;726;151; -   ; -   ;44;30;3;4;1; -   ; -   ;1;4;16;36;10; -   ; -   ;10;32; -   ; -   ; 398 ; -   ; -   ; 138 ; 190 ; -   ; 41 ; -   ; 35 ; -   ; 1 ; -   ; -   ; -   ; 3 ; -   ; -   ; 1 ; 1 ; -   
1101609;233;1.550;381; -   ; -   ;77;74;6;6;1; -   ; -   ;2;7;17;84;47; -   ; -   ;20;94; -   ; 241 ; 555 ; -   ; -   ; 225 ; 529 ; -   ; 25 ; -   ; 23 ; -   ; -   ; -   ; -   ; 1 ; 5 ; -   ; -   ; 1 ; 5 ; -   
1101708;296;1.692;415; -   ; -   ;262;84;5;7;1; -   ; -   ;1;9;18;81;19; -   ; -   ;19;77; -   ; -   ; 986 ; -   ; -   ; 196 ; 510 ; -   ; 45 ; -   ; 41 ; -   ; 3 ; -   ; -   ; -   ; 6 ; -   ; -   ; 1 ; 5 ; -   
1101757;206;1.429;253; -   ; -   ;169;63;5;6;1; -   ; -   ;3;7;9;59;17; -   ; -   ;22;50; -   ; 52 ; 737 ; -   ; -   ; 250 ; 390 ; -   ; 46 ; -   ; 37 ; -   ; 1 ; -   ; -   ; 1 ; 5 ; -   ; -   ; 1 ; 3 ; -   
1101807;171;1.194;233; -   ; -   ;37;46;2;5;1; -   ; -   ;1;6;15;60;39; -   ; -   ;5;56; -   ; -   ; 574 ; -   ; -   ; 159 ; 348 ; 113 ; 33 ; -   ; 32 ; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; -   ; 1 ; 2 ; 1 
1100304;3.121;14.220;3.263;912;117;2.653;874;20;44;12;3;2;6;49;140;573;226;118;10;104;638; -   ; 444 ; 6.919 ; 863 ; -   ; 4.506 ; 1.028 ; 460 ; 30 ; -   ; 28 ; 8 ; 6 ; -   ; -   ; 5 ; 22 ; 8 ; -   ; 13 ; 5 ; 4 
1200013;774;2.416;628; -   ; -   ;440;87;6;10;3; -   ; -   ;8;10;47;91;30; -   ; -   ;27;95; -   ; 112 ; 1.233 ; -   ; -   ; 908 ; 163 ; -   ; 47 ; -   ; 48 ; -   ; 4 ; -   ; -   ; 1 ; 7 ; -   ; -   ; 3 ; 1 ; -   
1200054;355;2.540;288; -   ; -   ;581;110;19;66;2; -   ; -   ;12;22;28;153;22; -   ; -   ;38;86; -   ; 544 ; 1.148 ; -   ; -   ; 848 ; -   ; -   ; 28 ; -   ; 130 ; -   ; 88 ; -   ; -   ; 28 ; 36 ; -   ; -   ; 21 ; -   ; -   
1200104;952;4.167;1.018; -   ; -   ;840;237;5;35;3; -   ; -   ;4;21;43;176;52; -   ; -   ;47;181; -   ; 478 ; 2.024 ; -   ; -   ; 1.665 ; -   ; -   ; 81 ; -   ; 100 ; -   ; 32 ; -   ; -   ; 1 ; 31 ; -   ; -   ; 3 ; -   ; -   
1200138;483;2.509;517; -   ; -   ;646;105;2;31;11; -   ; -   ;14;17;15;132;45; -   ; -   ;46;109; -   ; 388 ; 1.052 ; -   ; -   ; 926 ; 143 ; -   ; 43 ; -   ; 93 ; -   ; 26 ; -   ; -   ; 15 ; 13 ; -   ; -   ; 13 ; 1 ; -   
1200179;458;2.059;400; -   ; -   ;717;101;4;14;3; -   ; -   ;6;9;18;89;30; -   ; -   ;49;91; -   ; -   ; 1.208 ; -   ; -   ; 538 ; 313 ; -   ; 35 ; -   ; 55 ; -   ; 10 ; -   ; -   ; -   ; 11 ; -   ; -   ; 3 ; 1 ; -   
1200203;5.082;18.581;5.411;950;42;5.531;2.118;69;148;22;4;1;46;133;333;831;310;67;11;462;1.015; -   ; 5.302 ; 5.050 ; 322 ; -   ; 6.121 ; 1.602 ; 184 ; 295 ; 26 ; 524 ; 18 ; 181 ; -   ; -   ; 52 ; 84 ; 2 ; -   ; 35 ; 41 ; 1 
1200252;815;2.632;654; -   ; -   ;886;172;8;19;2; -   ; -   ;3;18;31;110;38; -   ; -   ;62;123; -   ; -   ; 1.600 ; -   ; -   ; 1.032 ; -   ; -   ; 53 ; -   ; 58 ; -   ; 23 ; -   ; -   ; -   ; 16 ; -   ; -   ; 3 ; -   ; -   
1200302;1.262;8.361;1.731; -   ; -   ;3.062;293;46;131;18; -   ; -   ;23;32;80;401;98; -   ; -   ;197;210; -   ; 2.452 ; 2.668 ; -   ; -   ; 2.893 ; 348 ; -   ; 96 ; -   ; 311 ; -   ; 193 ; -   ; -   ; 40 ; 83 ; -   ; -   ; 32 ; 21 ; -   
1200328;550;2.546;418; -   ; -   ;521;76;20;67;2; -   ; -   ;3;21;51;147;35; -   ; -   ;44;72; -   ; 284 ; 1.220 ; -   ; -   ; 234 ; 808 ; -   ; 25 ; -   ; 129 ; -   ; 99 ; -   ; -   ; 5 ; 61 ; -   ; -   ; 5 ; 59 ; -   
1200336;1.224;3.938;808; -   ; -   ;1.839;302;33;42;6; -   ; -   ;16;33;70;198;76; -   ; -   ;163;197; -   ; 224 ; 2.144 ; -   ; -   ; 1.431 ; 139 ; -   ; 60 ; -   ; 145 ; -   ; 70 ; -   ; -   ; 8 ; 29 ; -   ; -   ; 12 ; 3 ; -   
1200344;436;2.317;403; -   ; -   ;824;86;12;31;1; -   ; -   ;7;10;20;87;19; -   ; -   ;56;62; -   ; 222 ; 1.356 ; -   ; -   ; 548 ; 191 ; -   ; 26 ; -   ; 64 ; -   ; 37 ; -   ; -   ; 7 ; 22 ; -   ; -   ; 2 ; 5 ; -   
1200351;983;4.464;996; -   ; -   ;944;155;37;65;3; -   ; -   ;12;34;79;274;52; -   ; -   ;52;153; -   ; 72 ; 2.663 ; -   ; -   ; 33 ; 1.696 ; -   ; 91 ; -   ; 185 ; -   ; 65 ; -   ; -   ; 5 ; 58 ; -   ; -   ; 3 ; 28 ; -   
1200385;700;2.965;725;182; -   ;770;257;8;21;5;1; -   ;11;24;32;141;42;9; -   ;46;159; -   ; 642 ; 984 ; -   ; -   ; 954 ; 385 ; -   ; 60 ; -   ; 88 ; -   ; 25 ; -   ; -   ; 9 ; 11 ; -   ; -   ; 7 ; 4 ; -   
1200807;592;3.621;757; -   ; -   ;964;226;12;28;9; -   ; -   ;12;23;33;170;61; -   ; -   ;71;167; -   ; 381 ; 1.601 ; -   ; -   ; 1.590 ; 49 ; -   ; 26 ; -   ; 149 ; -   ; 65 ; -   ; -   ; 7 ; 17 ; -   ; -   ; 9 ; 1 ; -   
1200393;627;2.930;525; -   ; -   ;943;159;28;44;2; -   ; -   ;19;26;55;169;26; -   ; -   ;61;113; -   ; 150 ; 1.544 ; -   ; -   ; 452 ; 784 ; -   ; 999 ; 211 ; 1.057 ; 171 ; 97 ; -   ; -   ; 8 ; 34 ; -   ; -   ; 6 ; 20 ; -   
1200401;16.777;60.414;16.710;5.937;98;12.930;4.204;89;198;60;12;2;68;237;725;2.328;935;321;16;639;3.026; 139 ; 21.540 ; 8.888 ; 3.945 ; 211 ; 23.222 ; -   ; 2.469 ; 60 ; -   ; 150 ; -   ; 68 ; -   ; 1 ; 109 ; 32 ; 22 ; 1 ; 79 ; -   ; 13 
1200427;1.413;3.418;819; -   ; -   ;2.670;376;40;61;11; -   ; -   ;32;42;84;200;85; -   ; -   ;215;248; -   ; 34 ; 1.873 ; -   ; -   ; 1.487 ; 24 ; -   ; 15 ; -   ; 104 ; -   ; 94 ; -   ; -   ; 4 ; 45 ; -   ; -   ; 12 ; 1 ; -   
1200435;296;2.039;406; -   ; -   ;530;57;7;56;9; -   ; -   ;2;21;29;119;20; -   ; -   ;47;50; -   ; 170 ; 1.042 ; -   ; -   ; -   ; 827 ; -   ; 96 ; 5 ; 113 ; 8 ; 25 ; -   ; -   ; 8 ; 44 ; -   ; -   ; -   ; 47 ; -   
1200500;1.313;7.613;1.524;177; -   ;2.080;298;18;141;21;1; -   ;21;44;62;371;101;26; -   ;163;238; -   ; 1.013 ; 3.608 ; -   ; -   ; 2.451 ; 541 ; -   ; 118 ; -   ; 263 ; -   ; 145 ; -   ; -   ; 54 ; 77 ; -   ; -   ; 31 ; 28 ; -   
1200450;1.098;4.319;970; -   ; -   ;912;320;8;28;8; -   ; -   ;15;30;46;214;77; -   ; -   ;60;217; -   ; 1.365 ; 1.111 ; 57 ; -   ; 1.435 ; 307 ; 44 ; 113 ; -   ; 357 ; -   ; 163 ; -   ; -   ; 14 ; 8 ; 1 ; -   ; 9 ; 1 ; 1 
1200609;1.639;10.847;1.838;365; -   ;3.570;336;31;83;17;1; -   ;28;46;109;461;125;28; -   ;289;315; -   ; 1.739 ; 5.024 ; -   ; -   ; 3.911 ; 173 ; -   ; 39 ; -   ; 132 ; -   ; 58 ; -   ; -   ; 39 ; 38 ; -   ; -   ; 31 ; 2 ; -   
1200708;660;2.950;595;219; -   ;1.183;107;14;54;9;1; -   ;26;26;35;170;62;35; -   ;95;124; -   ; 1.038 ; 651 ; -   ; -   ; 1.261 ; -   ; -   ; 55 ; -   ; 120 ; -   ; 24 ; -   ; -   ; 27 ; 21 ; -   ; -   ; 19 ; -   ; -   
1300029;1.048;3.808;714;139; -   ;852;70;50;56;3;1; -   ;26;13;54;210;60;18; -   ;92;83; -   ; 409 ; 1.827 ; -   ; -   ; 692 ; 880 ; -   ; 108 ; -   ; 125 ; -   ; 68 ; -   ; -   ; 1 ; 53 ; -   ; -   ; 2 ; 19 ; -   
1300060;563;2.422;777;102; -   ;108;54;19;24;4;1; -   ;1;13;28;137;74;14; -   ;42;79; -   ; 177 ; 1.303 ; -   ; -   ; 337 ; 605 ; -   ; 74 ; -   ; 98 ; -   ; 70 ; -   ; -   ; 1 ; 22 ; -   ; -   ; 2 ; 9 ; -   
1300086;480;2.065;722;63; -   ;44;43;20;25;5;1; -   ;2;8;18;159;53;14; -   ;27;80; -   ; 231 ; 867 ; -   ; -   ; 463 ; 504 ; -   ; 56 ; -   ; 118 ; -   ; 49 ; -   ; -   ; 3 ; 20 ; -   ; -   ; 3 ; 8 ; -   
1300102;556;2.516;675;146; -   ;339;36;15;17;2;1; -   ;5;9;33;140;71;20; -   ;31;93; -   ; 451 ; 1.052 ; -   ; -   ; 426 ; 587 ; -   ; 76 ; -   ; 84 ; -   ; 32 ; -   ; -   ; 1 ; 15 ; -   ; -   ; 1 ; 9 ; -   
1300144;590;2.212;571;163; -   ;289;86;9;10;2;1; -   ;3;11;36;110;50;39; -   ;44;89; -   ; 561 ; 725 ; -   ; -   ; 345 ; 581 ; -   ; 55 ; -   ; 58 ; -   ; 18 ; -   ; -   ; 1 ; 8 ; -   ; -   ; 1 ; 5 ; -   
1300201;704;3.530;604;48;13;1.182;67;38;69;2;1;1;37;13;58;272;54;10;1;76;107; -   ; 270 ; 2.206 ; -   ; -   ; 944 ; 110 ; -   ; 166 ; -   ; 142 ; -   ; 113 ; -   ; -   ; 4 ; 63 ; -   ; -   ; 5 ; 21 ; -   
1300300;1.821;8.753;2.270;136; -   ;576;189;44;51;4;1; -   ;12;31;84;456;110;20; -   ;55;275; -   ; 1.284 ; 3.660 ; -   ; -   ; 1.457 ; 2.352 ; -   ; 198 ; -   ; 294 ; -   ; 142 ; -   ; -   ; 3 ; 45 ; -   ; -   ; 4 ; 34 ; -   
1300409;1.071;3.122;821;94; -   ;647;81;43;52;3;1; -   ;16;15;68;242;67;11; -   ;65;153; -   ; 339 ; 1.677 ; -   ; -   ; 1.011 ; 95 ; -   ; 127 ; -   ; 132 ; -   ; 65 ; -   ; -   ; 2 ; 48 ; -   ; -   ; 4 ; 10 ; -   
1300508;2.081;8.414;2.446;94; -   ;893;264;89;99;9;1; -   ;41;38;97;563;120;10; -   ;118;327; -   ; 951 ; 3.857 ; -   ; -   ; 1.399 ; 2.207 ; -   ; 232 ; -   ; 373 ; -   ; 219 ; -   ; -   ; 5 ; 91 ; -   ; -   ; 7 ; 40 ; -   
